Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
San Francisco Giants,1,Cincinnati Reds,5,2,July 3 2013,3
Los Angeles Dodgers,0,Colorado Rockies,18,10,July 3 2013,8
Tampa Bay Rays,1,Houston Astros,5,1,July 3 2013,4
Cleveland Indians,1,Kansas City Royals,11,5,July 3 2013,6
New York Yankees,0,Minnesota Twins,5,3,July 3 2013,2
Arizona D'Backs,0,New York Mets,8,5,July 3 2013,3
Chicago Cubs,0,Oakland Athletics,4,3,July 3 2013,1
Philadelphia Phillies,1,Pittsburgh Pirates,11,5,July 3 2013,6
Seattle Mariners,0,Texas Rangers,6,4,July 3 2013,2
Detroit Tigers,0,Toronto Blue Jays,8,6,July 3 2013,2
Milwaukee Brewers,0,Washington Nationals,5,4,July 3 2013,1
St. Louis Cardinals,1,LA Angels of Anaheim,11,5,July 4 2013,6
Miami Marlins,0,Atlanta Braves,7,4,July 4 2013,3
San Diego Padres,1,Boston Red Sox,10,2,July 4 2013,8
Baltimore Orioles,1,Chicago White Sox,5,2,July 4 2013,3
Los Angeles Dodgers,1,Colorado Rockies,14,5,July 4 2013,9
Tampa Bay Rays,0,Houston Astros,12,7,July 4 2013,5
Cleveland Indians,1,Kansas City Royals,17,7,July 4 2013,10
New York Yankees,0,Minnesota Twins,14,9,July 4 2013,5
Arizona D'Backs,0,New York Mets,9,5,July 4 2013,4
Chicago Cubs,1,Oakland Athletics,1,0,July 4 2013,1
Philadelphia Phillies,0,Pittsburgh Pirates,10,6,July 4 2013,4
Seattle Mariners,1,Texas Rangers,9,4,July 4 2013,5
Detroit Tigers,0,Toronto Blue Jays,12,11,July 4 2013,1
Milwaukee Brewers,1,Washington Nationals,13,5,July 4 2013,8
Boston Red Sox,0,LA Angels of Anaheim,8,6,July 5 2013,2
Colorado Rockies,1,Arizona D'Backs,5,0,July 5 2013,5
Pittsburgh Pirates,0,Chicago Cubs,8,6,July 5 2013,2
Seattle Mariners,0,Cincinnati Reds,6,4,July 5 2013,2
Detroit Tigers,0,Cleveland Indians,7,7,July 5 2013,0
Oakland Athletics,0,Kansas City Royals,9,6,July 5 2013,3
New York Mets,0,Milwaukee Brewers,17,12,July 5 2013,5
Baltimore Orioles,1,New York Yankees,5,2,July 5 2013,3
Atlanta Braves,1,Philadelphia Phillies,9,4,July 5 2013,5
Los Angeles Dodgers,0,San Francisco Giants,12,10,July 5 2013,2
Miami Marlins,1,St. Louis Cardinals,5,1,July 5 2013,4
Chicago White Sox,1,Tampa Bay Rays,11,3,July 5 2013,8
Houston Astros,1,Texas Rangers,15,5,July 5 2013,10
Minnesota Twins,1,Toronto Blue Jays,4,0,July 5 2013,4
San Diego Padres,1,Washington Nationals,13,5,July 5 2013,8
Boston Red Sox,1,LA Angels of Anaheim,16,7,July 6 2013,9
Colorado Rockies,1,Arizona D'Backs,12,1,July 6 2013,11
Pittsburgh Pirates,1,Chicago Cubs,5,1,July 6 2013,4
Seattle Mariners,1,Cincinnati Reds,17,4,July 6 2013,13
Detroit Tigers,0,Cleveland Indians,13,9,July 6 2013,4
Oakland Athletics,1,Kansas City Royals,7,3,July 6 2013,4
New York Mets,1,Milwaukee Brewers,13,6,July 6 2013,7
Baltimore Orioles,1,New York Yankees,9,4,July 6 2013,5
Atlanta Braves,0,Philadelphia Phillies,17,13,July 6 2013,4
Los Angeles Dodgers,1,San Francisco Giants,6,2,July 6 2013,4
Miami Marlins,1,St. Louis Cardinals,9,4,July 6 2013,5
Chicago White Sox,1,Tampa Bay Rays,3,0,July 6 2013,3
Houston Astros,0,Texas Rangers,14,9,July 6 2013,5
Minnesota Twins,0,Toronto Blue Jays,6,6,July 6 2013,0
San Diego Padres,1,Washington Nationals,9,4,July 6 2013,5
Boston Red Sox,1,LA Angels of Anaheim,3,0,July 7 2013,3
Colorado Rockies,1,Arizona D'Backs,7,1,July 7 2013,6
Pittsburgh Pirates,1,Chicago Cubs,7,3,July 7 2013,4
Seattle Mariners,0,Cincinnati Reds,4,3,July 7 2013,1
Detroit Tigers,1,Cleveland Indians,15,6,July 7 2013,9
Oakland Athletics,0,Kansas City Royals,14,10,July 7 2013,4
New York Mets,0,Milwaukee Brewers,3,2,July 7 2013,1
Baltimore Orioles,0,New York Yankees,3,2,July 7 2013,1
Atlanta Braves,1,Philadelphia Phillies,10,3,July 7 2013,7
Los Angeles Dodgers,0,San Francisco Giants,5,4,July 7 2013,1
Miami Marlins,1,St. Louis Cardinals,5,2,July 7 2013,3
Chicago White Sox,1,Tampa Bay Rays,4,1,July 7 2013,3
Houston Astros,1,Texas Rangers,9,4,July 7 2013,5
Minnesota Twins,1,Toronto Blue Jays,16,5,July 7 2013,11
San Diego Padres,1,Washington Nationals,18,7,July 7 2013,11
Los Angeles Dodgers,0,Arizona D'Backs,7,6,July 8 2013,1
Texas Rangers,0,Baltimore Orioles,13,8,July 8 2013,5
Chicago Cubs,0,Chicago White Sox,10,8,July 8 2013,2
Detroit Tigers,0,Cleveland Indians,6,4,July 8 2013,2
Atlanta Braves,0,Miami Marlins,8,7,July 8 2013,1
Cincinnati Reds,1,Milwaukee Brewers,7,3,July 8 2013,4
Kansas City Royals,0,New York Yankees,6,5,July 8 2013,1
Washington Nationals,1,Philadelphia Phillies,5,2,July 8 2013,3
Oakland Athletics,0,Pittsburgh Pirates,3,2,July 8 2013,1
Colorado Rockies,0,San Diego Padres,6,4,July 8 2013,2
Boston Red Sox,1,Seattle Mariners,15,4,July 8 2013,11
New York Mets,0,San Francisco Giants,7,4,July 8 2013,3
Minnesota Twins,1,Tampa Bay Rays,11,4,July 8 2013,7
Los Angeles Dodgers,0,Arizona D'Backs,7,6,July 9 2013,1
Texas Rangers,0,Baltimore Orioles,12,8,July 9 2013,4
LA Angels of Anaheim,1,Chicago Cubs,9,2,July 9 2013,7
Toronto Blue Jays,1,Cleveland Indians,3,0,July 9 2013,3
Chicago White Sox,0,Detroit Tigers,15,11,July 9 2013,4
Atlanta Braves,0,Miami Marlins,10,6,July 9 2013,4
Cincinnati Reds,1,Milwaukee Brewers,2,0,July 9 2013,2
Kansas City Royals,0,New York Yankees,4,3,July 9 2013,1
Washington Nationals,1,Philadelphia Phillies,6,2,July 9 2013,4
Oakland Athletics,0,Pittsburgh Pirates,3,2,July 9 2013,1
Colorado Rockies,1,San Diego Padres,3,1,July 9 2013,2
Boston Red Sox,0,Seattle Mariners,19,11,July 9 2013,8
New York Mets,0,San Francisco Giants,16,10,July 9 2013,6
Houston Astros,1,St. Louis Cardinals,14,5,July 9 2013,9
Minnesota Twins,1,Tampa Bay Rays,5,1,July 9 2013,4
Los Angeles Dodgers,0,Arizona D'Backs,12,7,July 10 2013,5
Texas Rangers,1,Baltimore Orioles,7,1,July 10 2013,6
LA Angels of Anaheim,0,Chicago Cubs,15,13,July 10 2013,2
Toronto Blue Jays,0,Cleveland Indians,9,5,July 10 2013,4
Chicago White Sox,1,Detroit Tigers,13,5,July 10 2013,8
Atlanta Braves,1,Miami Marlins,8,2,July 10 2013,6
Cincinnati Reds,0,Milwaukee Brewers,8,6,July 10 2013,2
Kansas City Royals,1,New York Yankees,9,1,July 10 2013,8
Washington Nationals,0,Philadelphia Phillies,6,5,July 10 2013,1
Oakland Athletics,1,Pittsburgh Pirates,5,0,July 10 2013,5
Colorado Rockies,0,San Diego Padres,9,5,July 10 2013,4
Boston Red Sox,0,Seattle Mariners,15,11,July 10 2013,4
New York Mets,0,San Francisco Giants,9,7,July 10 2013,2
Houston Astros,1,St. Louis Cardinals,9,4,July 10 2013,5
Minnesota Twins,1,Tampa Bay Rays,7,3,July 10 2013,4
Milwaukee Brewers,1,Arizona D'Backs,8,3,July 11 2013,5
Cincinnati Reds,1,Atlanta Braves,11,5,July 11 2013,6
Texas Rangers,1,Baltimore Orioles,4,1,July 11 2013,3
St. Louis Cardinals,1,Chicago Cubs,3,0,July 11 2013,3
Toronto Blue Jays,1,Cleveland Indians,6,2,July 11 2013,4
Chicago White Sox,0,Detroit Tigers,9,6,July 11 2013,3
Colorado Rockies,1,Los Angeles Dodgers,7,1,July 11 2013,6
Kansas City Royals,1,New York Yankees,12,4,July 11 2013,8
Washington Nationals,1,Philadelphia Phillies,4,1,July 11 2013,3
San Francisco Giants,0,San Diego Padres,6,4,July 11 2013,2
Boston Red Sox,0,Seattle Mariners,15,8,July 11 2013,7
Minnesota Twins,1,Tampa Bay Rays,7,3,July 11 2013,4
Milwaukee Brewers,1,Arizona D'Backs,3,1,July 12 2013,2
Cincinnati Reds,0,Atlanta Braves,6,4,July 12 2013,2
Toronto Blue Jays,1,Baltimore Orioles,13,5,July 12 2013,8
St. Louis Cardinals,0,Chicago Cubs,5,3,July 12 2013,2
Kansas City Royals,1,Cleveland Indians,3,0,July 12 2013,3
Texas Rangers,1,Detroit Tigers,9,2,July 12 2013,7
Colorado Rockies,0,Los Angeles Dodgers,3,3,July 12 2013,0
Washington Nationals,1,Miami Marlins,11,3,July 12 2013,8
Minnesota Twins,1,New York Yankees,2,0,July 12 2013,2
Boston Red Sox,0,Oakland Athletics,6,4,July 12 2013,2
New York Mets,1,Pittsburgh Pirates,5,2,July 12 2013,3
San Francisco Giants,0,San Diego Padres,11,10,July 12 2013,1
LA Angels of Anaheim,1,Seattle Mariners,11,3,July 12 2013,8
Houston Astros,0,Tampa Bay Rays,3,2,July 12 2013,1
Milwaukee Brewers,1,Arizona D'Backs,9,4,July 13 2013,5
Cincinnati Reds,1,Atlanta Braves,7,2,July 13 2013,5
Toronto Blue Jays,0,Baltimore Orioles,10,7,July 13 2013,3
St. Louis Cardinals,1,Chicago Cubs,10,4,July 13 2013,6
Kansas City Royals,1,Cleveland Indians,8,3,July 13 2013,5
Texas Rangers,0,Detroit Tigers,8,7,July 13 2013,1
Colorado Rockies,1,Los Angeles Dodgers,1,0,July 13 2013,1
Washington Nationals,1,Miami Marlins,3,1,July 13 2013,2
Minnesota Twins,0,New York Yankees,5,4,July 13 2013,1
Boston Red Sox,1,Oakland Athletics,3,0,July 13 2013,3
Chicago White Sox,0,Philadelphia Phillies,9,5,July 13 2013,4
Chicago White Sox,1,Philadelphia Phillies,3,1,July 13 2013,2
New York Mets,1,Pittsburgh Pirates,6,2,July 13 2013,4
San Francisco Giants,0,San Diego Padres,9,9,July 13 2013,0
LA Angels of Anaheim,1,Seattle Mariners,6,0,July 13 2013,6
Houston Astros,1,Tampa Bay Rays,7,3,July 13 2013,4
Milwaukee Brewers,0,Arizona D'Backs,6,5,July 14 2013,1
Cincinnati Reds,0,Atlanta Braves,12,8,July 14 2013,4
Toronto Blue Jays,1,Baltimore Orioles,11,4,July 14 2013,7
St. Louis Cardinals,0,Chicago Cubs,16,10,July 14 2013,6
Kansas City Royals,1,Cleveland Indians,10,4,July 14 2013,6
Texas Rangers,1,Detroit Tigers,5,0,July 14 2013,5
Colorado Rockies,0,Los Angeles Dodgers,4,3,July 14 2013,1
Washington Nationals,0,Miami Marlins,7,5,July 14 2013,2
Minnesota Twins,0,New York Yankees,14,10,July 14 2013,4
Boston Red Sox,1,Oakland Athletics,5,2,July 14 2013,3
Chicago White Sox,1,Philadelphia Phillies,7,3,July 14 2013,4
New York Mets,0,Pittsburgh Pirates,6,4,July 14 2013,2
San Francisco Giants,1,San Diego Padres,11,1,July 14 2013,10
LA Angels of Anaheim,1,Seattle Mariners,7,3,July 14 2013,4
Houston Astros,1,Tampa Bay Rays,5,0,July 14 2013,5
Oakland Athletics,1,LA Angels of Anaheim,5,1,July 19 2013,4
New York Yankees,1,Boston Red Sox,6,2,July 19 2013,4
Atlanta Braves,0,Chicago White Sox,10,6,July 19 2013,4
Pittsburgh Pirates,1,Cincinnati Reds,8,3,July 19 2013,5
Chicago Cubs,0,Colorado Rockies,4,3,July 19 2013,1
Seattle Mariners,0,Houston Astros,17,10,July 19 2013,7
Detroit Tigers,1,Kansas City Royals,1,0,July 19 2013,1
Miami Marlins,1,Milwaukee Brewers,2,0,July 19 2013,2
Cleveland Indians,1,Minnesota Twins,5,2,July 19 2013,3
Philadelphia Phillies,0,New York Mets,21,13,July 19 2013,8
Arizona D'Backs,1,San Francisco Giants,2,0,July 19 2013,2
San Diego Padres,1,St. Louis Cardinals,15,6,July 19 2013,9
Baltimore Orioles,0,Texas Rangers,4,3,July 19 2013,1
Tampa Bay Rays,0,Toronto Blue Jays,13,8,July 19 2013,5
Los Angeles Dodgers,0,Washington Nationals,5,3,July 19 2013,2
Oakland Athletics,1,LA Angels of Anaheim,2,0,July 20 2013,2
New York Yankees,0,Boston Red Sox,7,5,July 20 2013,2
Atlanta Braves,1,Chicago White Sox,16,6,July 20 2013,10
Pittsburgh Pirates,1,Cincinnati Reds,9,4,July 20 2013,5
Chicago Cubs,1,Colorado Rockies,12,3,July 20 2013,9
Seattle Mariners,0,Houston Astros,6,4,July 20 2013,2
Detroit Tigers,1,Kansas City Royals,11,5,July 20 2013,6
Miami Marlins,1,Milwaukee Brewers,6,0,July 20 2013,6
Cleveland Indians,1,Minnesota Twins,5,2,July 20 2013,3
Philadelphia Phillies,1,New York Mets,9,4,July 20 2013,5
Arizona D'Backs,1,San Francisco Giants,7,3,July 20 2013,4
San Diego Padres,0,St. Louis Cardinals,8,5,July 20 2013,3
Baltimore Orioles,0,Texas Rangers,11,7,July 20 2013,4
Tampa Bay Rays,0,Toronto Blue Jays,7,4,July 20 2013,3
Los Angeles Dodgers,0,Washington Nationals,4,3,July 20 2013,1
Oakland Athletics,0,LA Angels of Anaheim,6,6,July 21 2013,0
New York Yankees,1,Boston Red Sox,15,7,July 21 2013,8
Atlanta Braves,1,Chicago White Sox,4,1,July 21 2013,3
Pittsburgh Pirates,0,Cincinnati Reds,5,3,July 21 2013,2
Chicago Cubs,1,Colorado Rockies,7,3,July 21 2013,4
Seattle Mariners,0,Houston Astros,17,12,July 21 2013,5
Detroit Tigers,0,Kansas City Royals,5,4,July 21 2013,1
Miami Marlins,1,Milwaukee Brewers,1,0,July 21 2013,1
Cleveland Indians,0,Minnesota Twins,8,7,July 21 2013,1
Philadelphia Phillies,1,New York Mets,5,0,July 21 2013,5
Arizona D'Backs,0,San Francisco Giants,4,3,July 21 2013,1
San Diego Padres,1,St. Louis Cardinals,5,2,July 21 2013,3
Baltimore Orioles,0,Texas Rangers,6,4,July 21 2013,2
Tampa Bay Rays,0,Toronto Blue Jays,7,4,July 21 2013,3
Los Angeles Dodgers,0,Washington Nationals,11,9,July 21 2013,2
Minnesota Twins,0,LA Angels of Anaheim,7,4,July 22 2013,3
Chicago Cubs,0,Arizona D'Backs,6,4,July 22 2013,2
Tampa Bay Rays,0,Boston Red Sox,3,3,July 22 2013,0
Detroit Tigers,0,Chicago White Sox,10,7,July 22 2013,3
Miami Marlins,0,Colorado Rockies,4,3,July 22 2013,1
Oakland Athletics,0,Houston Astros,7,4,July 22 2013,3
Baltimore Orioles,0,Kansas City Royals,11,9,July 22 2013,2
San Diego Padres,0,Milwaukee Brewers,8,5,July 22 2013,3
Atlanta Braves,0,New York Mets,3,2,July 22 2013,1
Cleveland Indians,1,Seattle Mariners,3,1,July 22 2013,2
Cincinnati Reds,0,San Francisco Giants,11,11,July 22 2013,0
New York Yankees,1,Texas Rangers,3,0,July 22 2013,3
Los Angeles Dodgers,0,Toronto Blue Jays,19,14,July 22 2013,5
Pittsburgh Pirates,0,Washington Nationals,11,6,July 22 2013,5
Minnesota Twins,0,LA Angels of Anaheim,13,10,July 23 2013,3
Chicago Cubs,1,Arizona D'Backs,14,4,July 23 2013,10
Tampa Bay Rays,1,Boston Red Sox,8,2,July 23 2013,6
Detroit Tigers,0,Chicago White Sox,8,6,July 23 2013,2
Miami Marlins,0,Colorado Rockies,6,4,July 23 2013,2
Oakland Athletics,1,Houston Astros,9,4,July 23 2013,5
Baltimore Orioles,1,Kansas City Royals,5,2,July 23 2013,3
San Diego Padres,0,Milwaukee Brewers,8,6,July 23 2013,2
Atlanta Braves,1,New York Mets,5,1,July 23 2013,4
Cleveland Indians,1,Seattle Mariners,7,3,July 23 2013,4
Cincinnati Reds,0,San Francisco Giants,12,9,July 23 2013,3
Cincinnati Reds,1,San Francisco Giants,8,3,July 23 2013,5
Philadelphia Phillies,1,St. Louis Cardinals,5,1,July 23 2013,4
New York Yankees,0,Texas Rangers,9,5,July 23 2013,4
Los Angeles Dodgers,0,Toronto Blue Jays,19,10,July 23 2013,9
Pittsburgh Pirates,0,Washington Nationals,6,5,July 23 2013,1
Minnesota Twins,1,LA Angels of Anaheim,1,0,July 24 2013,1
Chicago Cubs,0,Arizona D'Backs,13,7,July 24 2013,6
Tampa Bay Rays,0,Boston Red Sox,6,5,July 24 2013,1
Detroit Tigers,0,Chicago White Sox,8,6,July 24 2013,2
Miami Marlins,1,Colorado Rockies,3,1,July 24 2013,2
Oakland Athletics,0,Houston Astros,7,4,July 24 2013,3
Baltimore Orioles,1,Kansas City Royals,7,3,July 24 2013,4
San Diego Padres,1,Milwaukee Brewers,4,1,July 24 2013,3
Atlanta Braves,0,New York Mets,10,8,July 24 2013,2
Cleveland Indians,0,Seattle Mariners,11,10,July 24 2013,1
Cincinnati Reds,0,San Francisco Giants,11,8,July 24 2013,3
Philadelphia Phillies,1,St. Louis Cardinals,14,3,July 24 2013,11
New York Yankees,1,Texas Rangers,4,1,July 24 2013,3
Los Angeles Dodgers,0,Toronto Blue Jays,11,8,July 24 2013,3
Pittsburgh Pirates,0,Washington Nationals,6,4,July 24 2013,2
Chicago Cubs,1,Arizona D'Backs,4,1,July 25 2013,3
Detroit Tigers,1,Chicago White Sox,11,4,July 25 2013,7
Miami Marlins,0,Colorado Rockies,8,5,July 25 2013,3
Baltimore Orioles,1,Kansas City Royals,8,1,July 25 2013,7
Cincinnati Reds,0,Los Angeles Dodgers,7,5,July 25 2013,2
San Diego Padres,0,Milwaukee Brewers,18,10,July 25 2013,8
Atlanta Braves,1,New York Mets,11,4,July 25 2013,7
LA Angels of Anaheim,0,Oakland Athletics,11,8,July 25 2013,3
Minnesota Twins,1,Seattle Mariners,10,2,July 25 2013,8
Philadelphia Phillies,1,St. Louis Cardinals,4,1,July 25 2013,3
New York Yankees,0,Texas Rangers,2,2,July 25 2013,0
Houston Astros,1,Toronto Blue Jays,4,0,July 25 2013,4
Pittsburgh Pirates,1,Washington Nationals,16,7,July 25 2013,9
San Diego Padres,1,Arizona D'Backs,10,0,July 26 2013,10
St. Louis Cardinals,1,Atlanta Braves,5,1,July 26 2013,4
Boston Red Sox,1,Baltimore Orioles,6,0,July 26 2013,6
Kansas City Royals,0,Chicago White Sox,6,5,July 26 2013,1
Texas Rangers,1,Cleveland Indians,19,8,July 26 2013,11
Milwaukee Brewers,1,Colorado Rockies,11,3,July 26 2013,8
Philadelphia Phillies,1,Detroit Tigers,3,1,July 26 2013,2
Cincinnati Reds,1,Los Angeles Dodgers,3,1,July 26 2013,2
Pittsburgh Pirates,1,Miami Marlins,2,0,July 26 2013,2
Tampa Bay Rays,0,New York Yankees,16,10,July 26 2013,6
LA Angels of Anaheim,1,Oakland Athletics,10,4,July 26 2013,6
Minnesota Twins,0,Seattle Mariners,5,3,July 26 2013,2
Chicago Cubs,0,San Francisco Giants,5,3,July 26 2013,2
Houston Astros,1,Toronto Blue Jays,18,6,July 26 2013,12
New York Mets,0,Washington Nationals,11,11,July 26 2013,0
New York Mets,1,Washington Nationals,3,1,July 26 2013,2
San Diego Padres,0,Arizona D'Backs,15,12,July 27 2013,3
St. Louis Cardinals,1,Atlanta Braves,2,0,July 27 2013,2
Boston Red Sox,0,Baltimore Orioles,10,7,July 27 2013,3
Kansas City Royals,0,Chicago White Sox,1,1,July 27 2013,0
Texas Rangers,1,Cleveland Indians,1,0,July 27 2013,1
Milwaukee Brewers,0,Colorado Rockies,12,7,July 27 2013,5
Philadelphia Phillies,1,Detroit Tigers,10,0,July 27 2013,10
Cincinnati Reds,1,Los Angeles Dodgers,5,1,July 27 2013,4
Pittsburgh Pirates,0,Miami Marlins,11,7,July 27 2013,4
Tampa Bay Rays,0,New York Yankees,1,1,July 27 2013,0
LA Angels of Anaheim,1,Oakland Athletics,4,1,July 27 2013,3
Minnesota Twins,0,Seattle Mariners,4,4,July 27 2013,0
Chicago Cubs,0,San Francisco Giants,1,1,July 27 2013,0
Houston Astros,0,Toronto Blue Jays,14,8,July 27 2013,6
New York Mets,1,Washington Nationals,5,1,July 27 2013,4
San Diego Padres,0,Arizona D'Backs,1,1,July 28 2013,0
St. Louis Cardinals,1,Atlanta Braves,7,2,July 28 2013,5
Boston Red Sox,0,Baltimore Orioles,5,5,July 28 2013,0
Kansas City Royals,0,Chicago White Sox,6,4,July 28 2013,2
Texas Rangers,1,Cleveland Indians,6,0,July 28 2013,6
Milwaukee Brewers,1,Colorado Rockies,11,5,July 28 2013,6
Philadelphia Phillies,1,Detroit Tigers,16,4,July 28 2013,12
Cincinnati Reds,1,Los Angeles Dodgers,1,0,July 28 2013,1
Pittsburgh Pirates,1,Miami Marlins,5,2,July 28 2013,3
Tampa Bay Rays,1,New York Yankees,11,5,July 28 2013,6
LA Angels of Anaheim,1,Oakland Athletics,16,6,July 28 2013,10
Minnesota Twins,1,Seattle Mariners,10,4,July 28 2013,6
Chicago Cubs,0,San Francisco Giants,3,2,July 28 2013,1
Houston Astros,1,Toronto Blue Jays,3,1,July 28 2013,2
New York Mets,1,Washington Nationals,15,1,July 28 2013,14
Colorado Rockies,1,Atlanta Braves,17,8,July 29 2013,9
Tampa Bay Rays,0,Boston Red Sox,3,2,July 29 2013,1
Milwaukee Brewers,0,Chicago Cubs,5,5,July 29 2013,0
Chicago White Sox,1,Cleveland Indians,5,2,July 29 2013,3
New York Mets,0,Miami Marlins,11,6,July 29 2013,5
Toronto Blue Jays,1,Oakland Athletics,13,4,July 29 2013,9
St. Louis Cardinals,1,Pittsburgh Pirates,11,2,July 29 2013,9
Cincinnati Reds,1,San Diego Padres,3,1,July 29 2013,2
LA Angels of Anaheim,1,Texas Rangers,7,3,July 29 2013,4
Colorado Rockies,1,Atlanta Braves,14,3,July 30 2013,11
Houston Astros,1,Baltimore Orioles,7,3,July 30 2013,4
Seattle Mariners,1,Boston Red Sox,10,2,July 30 2013,8
Milwaukee Brewers,0,Chicago Cubs,11,6,July 30 2013,5
Milwaukee Brewers,0,Chicago Cubs,5,3,July 30 2013,2
Chicago White Sox,1,Cleveland Indians,11,4,July 30 2013,7
Washington Nationals,1,Detroit Tigers,6,1,July 30 2013,5
New York Yankees,1,Los Angeles Dodgers,5,2,July 30 2013,3
New York Mets,0,Miami Marlins,6,4,July 30 2013,2
Kansas City Royals,0,Minnesota Twins,9,7,July 30 2013,2
Toronto Blue Jays,0,Oakland Athletics,5,5,July 30 2013,0
San Francisco Giants,1,Philadelphia Phillies,10,3,July 30 2013,7
St. Louis Cardinals,1,Pittsburgh Pirates,3,1,July 30 2013,2
St. Louis Cardinals,1,Pittsburgh Pirates,6,0,July 30 2013,6
Cincinnati Reds,1,San Diego Padres,6,2,July 30 2013,4
Arizona D'Backs,1,Tampa Bay Rays,7,2,July 30 2013,5
LA Angels of Anaheim,1,Texas Rangers,25,11,July 30 2013,14
Colorado Rockies,1,Atlanta Braves,9,0,July 31 2013,9
Houston Astros,0,Baltimore Orioles,11,11,July 31 2013,0
Seattle Mariners,1,Boston Red Sox,9,4,July 31 2013,5
Milwaukee Brewers,1,Chicago Cubs,7,1,July 31 2013,6
Chicago White Sox,1,Cleveland Indians,11,5,July 31 2013,6
Washington Nationals,1,Detroit Tigers,12,1,July 31 2013,11
New York Yankees,0,Los Angeles Dodgers,3,3,July 31 2013,0
New York Mets,1,Miami Marlins,5,2,July 31 2013,3
Kansas City Royals,0,Minnesota Twins,7,4,July 31 2013,3
Toronto Blue Jays,0,Oakland Athletics,7,5,July 31 2013,2
San Francisco Giants,0,Philadelphia Phillies,11,9,July 31 2013,2
St. Louis Cardinals,1,Pittsburgh Pirates,9,4,July 31 2013,5
Cincinnati Reds,0,San Diego Padres,5,4,July 31 2013,1
Arizona D'Backs,0,Tampa Bay Rays,7,7,July 31 2013,0
LA Angels of Anaheim,1,Texas Rangers,3,1,July 31 2013,2
Toronto Blue Jays,1,LA Angels of Anaheim,10,2,August 1 2013,8
Colorado Rockies,1,Atlanta Braves,13,2,August 1 2013,11
Houston Astros,1,Baltimore Orioles,9,3,August 1 2013,6
Seattle Mariners,1,Boston Red Sox,15,7,August 1 2013,8
Los Angeles Dodgers,0,Chicago Cubs,10,6,August 1 2013,4
Chicago White Sox,1,Cleveland Indians,7,1,August 1 2013,6
New York Mets,1,Miami Marlins,3,0,August 1 2013,3
Kansas City Royals,0,Minnesota Twins,9,7,August 1 2013,2
San Francisco Giants,0,Philadelphia Phillies,3,2,August 1 2013,1
St. Louis Cardinals,0,Pittsburgh Pirates,13,13,August 1 2013,0
Arizona D'Backs,1,Texas Rangers,8,1,August 1 2013,7
Toronto Blue Jays,1,LA Angels of Anaheim,12,5,August 2 2013,7
Seattle Mariners,1,Baltimore Orioles,19,8,August 2 2013,11
Arizona D'Backs,0,Boston Red Sox,13,7,August 2 2013,6
Los Angeles Dodgers,0,Chicago Cubs,8,6,August 2 2013,2
St. Louis Cardinals,0,Cincinnati Reds,16,13,August 2 2013,3
Chicago White Sox,1,Detroit Tigers,3,1,August 2 2013,2
Cleveland Indians,1,Miami Marlins,10,0,August 2 2013,10
Washington Nationals,0,Milwaukee Brewers,5,4,August 2 2013,1
Houston Astros,1,Minnesota Twins,7,3,August 2 2013,4
Kansas City Royals,1,New York Mets,6,2,August 2 2013,4
Texas Rangers,0,Oakland Athletics,11,8,August 2 2013,3
Atlanta Braves,0,Philadelphia Phillies,10,6,August 2 2013,4
Colorado Rockies,0,Pittsburgh Pirates,6,4,August 2 2013,2
New York Yankees,1,San Diego Padres,9,2,August 2 2013,7
San Francisco Giants,0,Tampa Bay Rays,5,4,August 2 2013,1
Toronto Blue Jays,1,LA Angels of Anaheim,10,3,August 3 2013,7
Seattle Mariners,0,Baltimore Orioles,12,8,August 3 2013,4
Arizona D'Backs,1,Boston Red Sox,7,2,August 3 2013,5
Los Angeles Dodgers,0,Chicago Cubs,3,3,August 3 2013,0
St. Louis Cardinals,1,Cincinnati Reds,11,3,August 3 2013,8
Chicago White Sox,1,Detroit Tigers,3,0,August 3 2013,3
Cleveland Indians,0,Miami Marlins,7,4,August 3 2013,3
Washington Nationals,0,Milwaukee Brewers,3,3,August 3 2013,0
Houston Astros,1,Minnesota Twins,10,4,August 3 2013,6
