Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
Arizona D'Backs,0,Chicago Cubs,12,8,June 2 2013,4
Tampa Bay Rays,0,Cleveland Indians,14,11,June 2 2013,3
Los Angeles Dodgers,1,Colorado Rockies,9,2,June 2 2013,7
New York Mets,1,Miami Marlins,17,6,June 2 2013,11
Seattle Mariners,1,Minnesota Twins,10,0,June 2 2013,10
Boston Red Sox,0,New York Yankees,3,3,June 2 2013,0
Chicago White Sox,1,Oakland Athletics,2,0,June 2 2013,2
Milwaukee Brewers,1,Philadelphia Phillies,12,5,June 2 2013,7
Cincinnati Reds,1,Pittsburgh Pirates,9,4,June 2 2013,5
Toronto Blue Jays,0,San Diego Padres,11,7,June 2 2013,4
San Francisco Giants,0,St. Louis Cardinals,6,4,June 2 2013,2
Kansas City Royals,1,Texas Rangers,4,1,June 2 2013,3
Houston Astros,0,LA Angels of Anaheim,3,2,June 3 2013,1
Pittsburgh Pirates,1,Atlanta Braves,9,2,June 3 2013,7
Colorado Rockies,1,Cincinnati Reds,3,0,June 3 2013,3
San Diego Padres,1,Los Angeles Dodgers,3,1,June 3 2013,2
Oakland Athletics,0,Milwaukee Brewers,12,10,June 3 2013,2
Cleveland Indians,1,New York Yankees,11,4,June 3 2013,7
Miami Marlins,1,Philadelphia Phillies,9,2,June 3 2013,7
Chicago White Sox,1,Seattle Mariners,6,2,June 3 2013,4
Arizona D'Backs,1,St. Louis Cardinals,8,1,June 3 2013,7
Chicago Cubs,1,LA Angels of Anaheim,7,3,June 4 2013,4
Pittsburgh Pirates,1,Atlanta Braves,9,4,June 4 2013,5
Texas Rangers,1,Boston Red Sox,22,5,June 4 2013,17
Colorado Rockies,0,Cincinnati Reds,9,5,June 4 2013,4
Tampa Bay Rays,1,Detroit Tigers,11,1,June 4 2013,10
Baltimore Orioles,0,Houston Astros,5,4,June 4 2013,1
Minnesota Twins,0,Kansas City Royals,3,3,June 4 2013,0
San Diego Padres,1,Los Angeles Dodgers,16,7,June 4 2013,9
Oakland Athletics,1,Milwaukee Brewers,7,3,June 4 2013,4
Cleveland Indians,1,New York Yankees,7,3,June 4 2013,4
Miami Marlins,1,Philadelphia Phillies,10,3,June 4 2013,7
Chicago White Sox,1,Seattle Mariners,11,4,June 4 2013,7
Toronto Blue Jays,1,San Francisco Giants,3,1,June 4 2013,2
Arizona D'Backs,0,St. Louis Cardinals,13,7,June 4 2013,6
New York Mets,1,Washington Nationals,5,2,June 4 2013,3
Chicago Cubs,0,LA Angels of Anaheim,14,8,June 5 2013,6
Pittsburgh Pirates,1,Atlanta Braves,5,0,June 5 2013,5
Texas Rangers,0,Boston Red Sox,5,3,June 5 2013,2
Colorado Rockies,0,Cincinnati Reds,16,12,June 5 2013,4
Tampa Bay Rays,0,Detroit Tigers,3,3,June 5 2013,0
Baltimore Orioles,1,Houston Astros,18,7,June 5 2013,11
Minnesota Twins,1,Kansas City Royals,5,1,June 5 2013,4
San Diego Padres,0,Los Angeles Dodgers,8,6,June 5 2013,2
Oakland Athletics,0,Milwaukee Brewers,7,6,June 5 2013,1
Cleveland Indians,1,New York Yankees,10,4,June 5 2013,6
Miami Marlins,1,Philadelphia Phillies,7,1,June 5 2013,6
Chicago White Sox,0,Seattle Mariners,12,7,June 5 2013,5
Toronto Blue Jays,0,San Francisco Giants,4,4,June 5 2013,0
Arizona D'Backs,0,St. Louis Cardinals,13,10,June 5 2013,3
New York Mets,0,Washington Nationals,11,10,June 5 2013,1
Texas Rangers,1,Boston Red Sox,9,3,June 6 2013,6
Oakland Athletics,0,Chicago White Sox,9,5,June 6 2013,4
San Diego Padres,0,Colorado Rockies,11,6,June 6 2013,5
Tampa Bay Rays,1,Detroit Tigers,7,2,June 6 2013,5
Baltimore Orioles,0,Houston Astros,4,3,June 6 2013,1
Minnesota Twins,1,Kansas City Royals,10,3,June 6 2013,7
Atlanta Braves,1,Los Angeles Dodgers,5,0,June 6 2013,5
Philadelphia Phillies,0,Milwaukee Brewers,6,5,June 6 2013,1
New York Yankees,0,Seattle Mariners,7,6,June 6 2013,1
Arizona D'Backs,1,St. Louis Cardinals,20,8,June 6 2013,12
San Francisco Giants,1,Arizona D'Backs,4,1,June 7 2013,3
Oakland Athletics,0,Chicago White Sox,7,4,June 7 2013,3
Pittsburgh Pirates,0,Chicago Cubs,2,2,June 7 2013,0
St. Louis Cardinals,0,Cincinnati Reds,11,9,June 7 2013,2
San Diego Padres,1,Colorado Rockies,19,9,June 7 2013,10
Cleveland Indians,1,Detroit Tigers,12,5,June 7 2013,7
Houston Astros,1,Kansas City Royals,6,2,June 7 2013,4
Atlanta Braves,1,Los Angeles Dodgers,3,1,June 7 2013,2
Philadelphia Phillies,1,Milwaukee Brewers,9,4,June 7 2013,5
New York Yankees,1,Seattle Mariners,5,1,June 7 2013,4
Baltimore Orioles,1,Tampa Bay Rays,3,1,June 7 2013,2
Texas Rangers,1,Toronto Blue Jays,7,1,June 7 2013,6
San Francisco Giants,0,Arizona D'Backs,15,10,June 8 2013,5
LA Angels of Anaheim,0,Boston Red Sox,14,9,June 8 2013,5
LA Angels of Anaheim,1,Boston Red Sox,9,2,June 8 2013,7
Oakland Athletics,1,Chicago White Sox,5,1,June 8 2013,4
Pittsburgh Pirates,0,Chicago Cubs,8,6,June 8 2013,2
St. Louis Cardinals,1,Cincinnati Reds,6,2,June 8 2013,4
San Diego Padres,0,Colorado Rockies,6,4,June 8 2013,2
Cleveland Indians,1,Detroit Tigers,10,4,June 8 2013,6
Houston Astros,1,Kansas City Royals,9,2,June 8 2013,7
Atlanta Braves,0,Los Angeles Dodgers,3,2,June 8 2013,1
Philadelphia Phillies,1,Milwaukee Brewers,7,3,June 8 2013,4
Miami Marlins,0,New York Mets,3,2,June 8 2013,1
New York Yankees,0,Seattle Mariners,4,3,June 8 2013,1
Baltimore Orioles,1,Tampa Bay Rays,8,0,June 8 2013,8
Texas Rangers,1,Toronto Blue Jays,7,3,June 8 2013,4
Minnesota Twins,0,Washington Nationals,7,4,June 8 2013,3
San Francisco Giants,0,Arizona D'Backs,8,6,June 9 2013,2
LA Angels of Anaheim,1,Boston Red Sox,15,5,June 9 2013,10
Oakland Athletics,1,Chicago White Sox,6,2,June 9 2013,4
Pittsburgh Pirates,1,Chicago Cubs,5,1,June 9 2013,4
St. Louis Cardinals,0,Cincinnati Reds,15,11,June 9 2013,4
San Diego Padres,1,Colorado Rockies,15,7,June 9 2013,8
Cleveland Indians,1,Detroit Tigers,5,1,June 9 2013,4
Houston Astros,1,Kansas City Royals,2,0,June 9 2013,2
Atlanta Braves,0,Los Angeles Dodgers,9,8,June 9 2013,1
Philadelphia Phillies,1,Milwaukee Brewers,10,1,June 9 2013,9
Miami Marlins,0,New York Mets,12,8,June 9 2013,4
New York Yankees,0,Seattle Mariners,3,2,June 9 2013,1
Baltimore Orioles,0,Tampa Bay Rays,17,10,June 9 2013,7
Texas Rangers,0,Toronto Blue Jays,10,6,June 9 2013,4
Minnesota Twins,1,Washington Nationals,7,0,June 9 2013,7
Minnesota Twins,1,Washington Nationals,9,4,June 9 2013,5
LA Angels of Anaheim,1,Baltimore Orioles,7,3,June 10 2013,4
Toronto Blue Jays,1,Chicago White Sox,16,6,June 10 2013,10
Cincinnati Reds,0,Chicago Cubs,8,6,June 10 2013,2
Detroit Tigers,1,Kansas City Royals,5,2,June 10 2013,3
Arizona D'Backs,0,Los Angeles Dodgers,9,5,June 10 2013,4
Milwaukee Brewers,0,Miami Marlins,7,6,June 10 2013,1
Atlanta Braves,1,San Diego Padres,13,6,June 10 2013,7
Houston Astros,1,Seattle Mariners,5,2,June 10 2013,3
Boston Red Sox,0,Tampa Bay Rays,18,10,June 10 2013,8
Cleveland Indians,1,Texas Rangers,9,3,June 10 2013,6
LA Angels of Anaheim,1,Baltimore Orioles,5,2,June 11 2013,3
Toronto Blue Jays,0,Chicago White Sox,12,7,June 11 2013,5
Cincinnati Reds,0,Chicago Cubs,14,12,June 11 2013,2
Washington Nationals,1,Colorado Rockies,11,3,June 11 2013,8
Detroit Tigers,0,Kansas City Royals,5,3,June 11 2013,2
Arizona D'Backs,1,Los Angeles Dodgers,8,3,June 11 2013,5
Milwaukee Brewers,1,Miami Marlins,9,4,June 11 2013,5
Philadelphia Phillies,1,Minnesota Twins,5,2,June 11 2013,3
St. Louis Cardinals,0,New York Mets,11,9,June 11 2013,2
New York Yankees,1,Oakland Athletics,10,4,June 11 2013,6
San Francisco Giants,1,Pittsburgh Pirates,10,2,June 11 2013,8
Atlanta Braves,1,San Diego Padres,5,2,June 11 2013,3
Houston Astros,1,Seattle Mariners,4,0,June 11 2013,4
Boston Red Sox,1,Tampa Bay Rays,11,3,June 11 2013,8
Cleveland Indians,0,Texas Rangers,7,5,June 11 2013,2
LA Angels of Anaheim,0,Baltimore Orioles,14,9,June 12 2013,5
Cincinnati Reds,0,Chicago Cubs,3,2,June 12 2013,1
Washington Nationals,0,Colorado Rockies,6,5,June 12 2013,1
Detroit Tigers,1,Kansas City Royals,5,2,June 12 2013,3
Arizona D'Backs,0,Los Angeles Dodgers,14,8,June 12 2013,6
Milwaukee Brewers,0,Miami Marlins,11,10,June 12 2013,1
Philadelphia Phillies,1,Minnesota Twins,7,3,June 12 2013,4
St. Louis Cardinals,1,New York Mets,6,1,June 12 2013,5
New York Yankees,1,Oakland Athletics,7,2,June 12 2013,5
San Francisco Giants,1,Pittsburgh Pirates,20,8,June 12 2013,12
Atlanta Braves,1,San Diego Padres,8,3,June 12 2013,5
Houston Astros,0,Seattle Mariners,7,6,June 12 2013,1
Boston Red Sox,0,Tampa Bay Rays,3,2,June 12 2013,1
Cleveland Indians,0,Texas Rangers,7,5,June 12 2013,2
Boston Red Sox,1,Baltimore Orioles,9,4,June 13 2013,5
Cincinnati Reds,1,Chicago Cubs,11,5,June 13 2013,6
Washington Nationals,0,Colorado Rockies,9,5,June 13 2013,4
Philadelphia Phillies,0,Minnesota Twins,5,3,June 13 2013,2
St. Louis Cardinals,0,New York Mets,3,2,June 13 2013,1
New York Yankees,1,Oakland Athletics,5,2,June 13 2013,3
San Francisco Giants,0,Pittsburgh Pirates,10,10,June 13 2013,0
Kansas City Royals,0,Tampa Bay Rays,11,10,June 13 2013,1
Toronto Blue Jays,0,Texas Rangers,4,3,June 13 2013,1
New York Yankees,1,LA Angels of Anaheim,7,2,June 14 2013,5
San Francisco Giants,0,Atlanta Braves,6,6,June 14 2013,0
Boston Red Sox,1,Baltimore Orioles,2,0,June 14 2013,2
Milwaukee Brewers,1,Cincinnati Reds,7,3,June 14 2013,4
Washington Nationals,1,Cleveland Indians,3,1,June 14 2013,2
Philadelphia Phillies,0,Colorado Rockies,15,8,June 14 2013,7
Chicago White Sox,1,Houston Astros,3,1,June 14 2013,2
St. Louis Cardinals,1,Miami Marlins,9,4,June 14 2013,5
Detroit Tigers,0,Minnesota Twins,4,4,June 14 2013,0
Chicago Cubs,0,New York Mets,9,6,June 14 2013,3
Seattle Mariners,0,Oakland Athletics,5,3,June 14 2013,2
Los Angeles Dodgers,1,Pittsburgh Pirates,3,0,June 14 2013,3
Arizona D'Backs,1,San Diego Padres,3,1,June 14 2013,2
Kansas City Royals,0,Tampa Bay Rays,9,7,June 14 2013,2
Toronto Blue Jays,0,Texas Rangers,8,8,June 14 2013,0
New York Yankees,1,LA Angels of Anaheim,8,2,June 15 2013,6
San Francisco Giants,1,Atlanta Braves,11,5,June 15 2013,6
Boston Red Sox,0,Baltimore Orioles,9,5,June 15 2013,4
Milwaukee Brewers,0,Cincinnati Reds,6,6,June 15 2013,0
Washington Nationals,0,Cleveland Indians,13,7,June 15 2013,6
Philadelphia Phillies,1,Colorado Rockies,15,5,June 15 2013,10
Chicago White Sox,1,Houston Astros,7,3,June 15 2013,4
St. Louis Cardinals,0,Miami Marlins,20,13,June 15 2013,7
Detroit Tigers,1,Minnesota Twins,9,3,June 15 2013,6
Chicago Cubs,0,New York Mets,7,5,June 15 2013,2
Seattle Mariners,0,Oakland Athletics,4,4,June 15 2013,0
Los Angeles Dodgers,0,Pittsburgh Pirates,8,5,June 15 2013,3
Arizona D'Backs,1,San Diego Padres,10,4,June 15 2013,6
Kansas City Royals,1,Tampa Bay Rays,8,3,June 15 2013,5
Toronto Blue Jays,0,Texas Rangers,7,6,June 15 2013,1
New York Yankees,0,LA Angels of Anaheim,11,6,June 16 2013,5
San Francisco Giants,1,Atlanta Braves,3,0,June 16 2013,3
Boston Red Sox,1,Baltimore Orioles,9,3,June 16 2013,6
Milwaukee Brewers,1,Cincinnati Reds,6,1,June 16 2013,5
Washington Nationals,1,Cleveland Indians,2,0,June 16 2013,2
Philadelphia Phillies,1,Colorado Rockies,7,2,June 16 2013,5
Chicago White Sox,1,Houston Astros,9,4,June 16 2013,5
St. Louis Cardinals,1,Miami Marlins,9,2,June 16 2013,7
Detroit Tigers,0,Minnesota Twins,7,5,June 16 2013,2
Chicago Cubs,1,New York Mets,7,3,June 16 2013,4
Seattle Mariners,1,Oakland Athletics,12,2,June 16 2013,10
Los Angeles Dodgers,1,Pittsburgh Pirates,9,3,June 16 2013,6
Arizona D'Backs,1,San Diego Padres,5,1,June 16 2013,4
Kansas City Royals,0,Tampa Bay Rays,8,5,June 16 2013,3
Toronto Blue Jays,0,Texas Rangers,9,7,June 16 2013,2
Seattle Mariners,1,LA Angels of Anaheim,14,3,June 17 2013,11
Miami Marlins,0,Arizona D'Backs,5,3,June 17 2013,2
New York Mets,1,Atlanta Braves,3,1,June 17 2013,2
Pittsburgh Pirates,1,Cincinnati Reds,5,1,June 17 2013,4
Kansas City Royals,0,Cleveland Indians,3,2,June 17 2013,1
Baltimore Orioles,1,Detroit Tigers,6,1,June 17 2013,5
Chicago White Sox,0,Houston Astros,6,4,June 17 2013,2
Washington Nationals,1,Philadelphia Phillies,9,4,June 17 2013,5
San Diego Padres,0,San Francisco Giants,8,5,June 17 2013,3
Chicago Cubs,1,St. Louis Cardinals,7,2,June 17 2013,5
Oakland Athletics,1,Texas Rangers,15,7,June 17 2013,8
Colorado Rockies,1,Toronto Blue Jays,2,0,June 17 2013,2
Seattle Mariners,0,LA Angels of Anaheim,5,3,June 18 2013,2
Miami Marlins,1,Arizona D'Backs,5,2,June 18 2013,3
New York Mets,0,Atlanta Braves,7,4,June 18 2013,3
New York Mets,0,Atlanta Braves,7,6,June 18 2013,1
Tampa Bay Rays,1,Boston Red Sox,6,1,June 18 2013,5
Tampa Bay Rays,1,Boston Red Sox,4,1,June 18 2013,3
Pittsburgh Pirates,0,Cincinnati Reds,4,4,June 18 2013,0
Kansas City Royals,1,Cleveland Indians,7,3,June 18 2013,4
Baltimore Orioles,0,Detroit Tigers,7,5,June 18 2013,2
Milwaukee Brewers,1,Houston Astros,11,1,June 18 2013,10
Chicago White Sox,1,Minnesota Twins,12,5,June 18 2013,7
Washington Nationals,1,Philadelphia Phillies,6,2,June 18 2013,4
San Diego Padres,1,San Francisco Giants,9,4,June 18 2013,5
Chicago Cubs,0,St. Louis Cardinals,6,4,June 18 2013,2
Oakland Athletics,0,Texas Rangers,8,6,June 18 2013,2
Colorado Rockies,1,Toronto Blue Jays,11,3,June 18 2013,8
Seattle Mariners,1,LA Angels of Anaheim,1,0,June 19 2013,1
Miami Marlins,1,Arizona D'Backs,4,1,June 19 2013,3
New York Mets,1,Atlanta Braves,8,3,June 19 2013,5
Tampa Bay Rays,0,Boston Red Sox,8,6,June 19 2013,2
Pittsburgh Pirates,1,Cincinnati Reds,3,1,June 19 2013,2
Kansas City Royals,1,Cleveland Indians,9,3,June 19 2013,6
Baltimore Orioles,0,Detroit Tigers,16,13,June 19 2013,3
Milwaukee Brewers,0,Houston Astros,4,3,June 19 2013,1
Chicago White Sox,1,Minnesota Twins,11,4,June 19 2013,7
Los Angeles Dodgers,1,New York Yankees,10,4,June 19 2013,6
Los Angeles Dodgers,0,New York Yankees,6,6,June 19 2013,0
Washington Nationals,0,Philadelphia Phillies,8,6,June 19 2013,2
San Diego Padres,1,San Francisco Giants,6,2,June 19 2013,4
Chicago Cubs,1,St. Louis Cardinals,5,1,June 19 2013,4
Oakland Athletics,1,Texas Rangers,13,4,June 19 2013,9
Colorado Rockies,1,Toronto Blue Jays,7,2,June 19 2013,5
Seattle Mariners,1,LA Angels of Anaheim,19,9,June 20 2013,10
New York Mets,0,Atlanta Braves,7,4,June 20 2013,3
Pittsburgh Pirates,0,Cincinnati Reds,8,5,June 20 2013,3
Boston Red Sox,1,Detroit Tigers,7,3,June 20 2013,4
Milwaukee Brewers,1,Houston Astros,11,4,June 20 2013,7
Chicago White Sox,1,Minnesota Twins,12,4,June 20 2013,8
Tampa Bay Rays,0,New York Yankees,11,8,June 20 2013,3
Los Angeles Dodgers,1,San Diego Padres,9,3,June 20 2013,6
Miami Marlins,0,San Francisco Giants,3,2,June 20 2013,1
Chicago Cubs,1,St. Louis Cardinals,7,1,June 20 2013,6
Oakland Athletics,1,Texas Rangers,7,3,June 20 2013,4
Colorado Rockies,1,Washington Nationals,6,1,June 20 2013,5
Pittsburgh Pirates,0,LA Angels of Anaheim,7,5,June 21 2013,2
Cincinnati Reds,1,Arizona D'Backs,16,5,June 21 2013,11
Houston Astros,1,Chicago Cubs,4,1,June 21 2013,3
Minnesota Twins,1,Cleveland Indians,6,1,June 21 2013,5
Boston Red Sox,0,Detroit Tigers,16,10,June 21 2013,6
Chicago White Sox,0,Kansas City Royals,10,9,June 21 2013,1
Atlanta Braves,1,Milwaukee Brewers,2,0,June 21 2013,2
Tampa Bay Rays,1,New York Yankees,8,2,June 21 2013,6
New York Mets,0,Philadelphia Phillies,7,4,June 21 2013,3
Los Angeles Dodgers,1,San Diego Padres,7,2,June 21 2013,5
Oakland Athletics,0,Seattle Mariners,9,6,June 21 2013,3
Miami Marlins,0,San Francisco Giants,9,6,June 21 2013,3
Texas Rangers,0,St. Louis Cardinals,10,6,June 21 2013,4
Baltimore Orioles,1,Toronto Blue Jays,13,6,June 21 2013,7
Colorado Rockies,1,Washington Nationals,3,1,June 21 2013,2
Pittsburgh Pirates,0,LA Angels of Anaheim,7,6,June 22 2013,1
Cincinnati Reds,1,Arizona D'Backs,7,3,June 22 2013,4
Houston Astros,0,Chicago Cubs,7,4,June 22 2013,3
Minnesota Twins,1,Cleveland Indians,15,7,June 22 2013,8
Boston Red Sox,1,Detroit Tigers,13,3,June 22 2013,10
Chicago White Sox,0,Kansas City Royals,5,3,June 22 2013,2
Atlanta Braves,1,Milwaukee Brewers,2,0,June 22 2013,2
Tampa Bay Rays,1,New York Yankees,12,5,June 22 2013,7
New York Mets,1,Philadelphia Phillies,15,7,June 22 2013,8
Los Angeles Dodgers,0,San Diego Padres,7,6,June 22 2013,1
Oakland Athletics,1,Seattle Mariners,12,5,June 22 2013,7
Miami Marlins,1,San Francisco Giants,3,1,June 22 2013,2
Texas Rangers,0,St. Louis Cardinals,6,4,June 22 2013,2
Baltimore Orioles,1,Toronto Blue Jays,6,2,June 22 2013,4
Colorado Rockies,0,Washington Nationals,8,7,June 22 2013,1
Pittsburgh Pirates,0,LA Angels of Anaheim,19,10,June 23 2013,9
Cincinnati Reds,0,Arizona D'Backs,6,4,June 23 2013,2
Houston Astros,1,Chicago Cubs,20,6,June 23 2013,14
Minnesota Twins,0,Cleveland Indians,8,5,June 23 2013,3
Boston Red Sox,1,Detroit Tigers,12,5,June 23 2013,7
Chicago White Sox,1,Kansas City Royals,13,6,June 23 2013,7
Atlanta Braves,0,Milwaukee Brewers,11,7,June 23 2013,4
Tampa Bay Rays,0,New York Yankees,4,3,June 23 2013,1
New York Mets,0,Philadelphia Phillies,8,8,June 23 2013,0
Los Angeles Dodgers,0,San Diego Padres,4,3,June 23 2013,1
Oakland Athletics,1,Seattle Mariners,9,3,June 23 2013,6
Miami Marlins,0,San Francisco Giants,9,7,June 23 2013,2
Texas Rangers,0,St. Louis Cardinals,3,2,June 23 2013,1
Baltimore Orioles,1,Toronto Blue Jays,18,5,June 23 2013,13
Colorado Rockies,0,Washington Nationals,13,7,June 23 2013,6
Cleveland Indians,0,Baltimore Orioles,7,5,June 24 2013,2
San Francisco Giants,1,Los Angeles Dodgers,4,1,June 24 2013,3
Philadelphia Phillies,1,San Diego Padres,7,3,June 24 2013,4
Toronto Blue Jays,1,Tampa Bay Rays,5,1,June 24 2013,4
Cleveland Indians,1,Baltimore Orioles,9,3,June 25 2013,6
Colorado Rockies,1,Boston Red Sox,15,4,June 25 2013,11
New York Mets,1,Chicago White Sox,9,4,June 25 2013,5
LA Angels of Anaheim,0,Detroit Tigers,22,14,June 25 2013,8
St. Louis Cardinals,0,Houston Astros,18,13,June 25 2013,5
Atlanta Braves,0,Kansas City Royals,7,4,June 25 2013,3
San Francisco Giants,1,Los Angeles Dodgers,11,5,June 25 2013,6
Minnesota Twins,1,Miami Marlins,6,2,June 25 2013,4
Chicago Cubs,1,Milwaukee Brewers,12,3,June 25 2013,9
Texas Rangers,1,New York Yankees,7,3,June 25 2013,4
Cincinnati Reds,1,Oakland Athletics,10,3,June 25 2013,7
Philadelphia Phillies,0,San Diego Padres,8,6,June 25 2013,2
Pittsburgh Pirates,0,Seattle Mariners,13,9,June 25 2013,4
Toronto Blue Jays,1,Tampa Bay Rays,6,1,June 25 2013,5
Arizona D'Backs,1,Washington Nationals,12,5,June 25 2013,7
Cleveland Indians,0,Baltimore Orioles,7,4,June 26 2013,3
Colorado Rockies,1,Boston Red Sox,8,3,June 26 2013,5
New York Mets,0,Chicago White Sox,3,3,June 26 2013,0
LA Angels of Anaheim,0,Detroit Tigers,11,7,June 26 2013,4
St. Louis Cardinals,1,Houston Astros,7,3,June 26 2013,4
Atlanta Braves,1,Kansas City Royals,7,3,June 26 2013,4
San Francisco Giants,1,Los Angeles Dodgers,6,2,June 26 2013,4
Minnesota Twins,1,Miami Marlins,8,3,June 26 2013,5
Chicago Cubs,0,Milwaukee Brewers,9,5,June 26 2013,4
Texas Rangers,0,New York Yankees,13,8,June 26 2013,5
Cincinnati Reds,1,Oakland Athletics,5,0,June 26 2013,5
Philadelphia Phillies,0,San Diego Padres,12,7,June 26 2013,5
Pittsburgh Pirates,0,Seattle Mariners,6,4,June 26 2013,2
Toronto Blue Jays,0,Tampa Bay Rays,3,3,June 26 2013,0
Arizona D'Backs,1,Washington Nationals,5,2,June 26 2013,3
Cleveland Indians,1,Baltimore Orioles,10,3,June 27 2013,7
Toronto Blue Jays,1,Boston Red Sox,11,4,June 27 2013,7
New York Mets,0,Colorado Rockies,5,3,June 27 2013,2
LA Angels of Anaheim,0,Detroit Tigers,4,3,June 27 2013,1
Philadelphia Phillies,1,Los Angeles Dodgers,10,4,June 27 2013,6
Chicago Cubs,0,Milwaukee Brewers,9,7,June 27 2013,2
Kansas City Royals,1,Minnesota Twins,4,1,June 27 2013,3
Texas Rangers,0,New York Yankees,2,2,June 27 2013,0
Arizona D'Backs,0,Washington Nationals,5,3,June 27 2013,2
Arizona D'Backs,1,Atlanta Braves,3,0,June 28 2013,3
New York Yankees,1,Baltimore Orioles,7,3,June 28 2013,4
Toronto Blue Jays,1,Boston Red Sox,12,5,June 28 2013,7
Cleveland Indians,0,Chicago White Sox,29,19,June 28 2013,10
Cleveland Indians,0,Chicago White Sox,17,9,June 28 2013,8
San Francisco Giants,1,Colorado Rockies,5,1,June 28 2013,4
LA Angels of Anaheim,0,Houston Astros,6,4,June 28 2013,2
Philadelphia Phillies,0,Los Angeles Dodgers,17,16,June 28 2013,1
San Diego Padres,0,Miami Marlins,11,9,June 28 2013,2
Kansas City Royals,0,Minnesota Twins,12,9,June 28 2013,3
Washington Nationals,0,New York Mets,10,6,June 28 2013,4
St. Louis Cardinals,1,Oakland Athletics,7,1,June 28 2013,6
Milwaukee Brewers,1,Pittsburgh Pirates,13,3,June 28 2013,10
Chicago Cubs,1,Seattle Mariners,9,4,June 28 2013,5
Detroit Tigers,0,Tampa Bay Rays,9,6,June 28 2013,3
Cincinnati Reds,1,Texas Rangers,4,0,June 28 2013,4
Arizona D'Backs,1,Atlanta Braves,16,5,June 29 2013,11
New York Yankees,1,Baltimore Orioles,14,3,June 29 2013,11
Toronto Blue Jays,0,Boston Red Sox,8,6,June 29 2013,2
Cleveland Indians,0,Chicago White Sox,7,4,June 29 2013,3
San Francisco Giants,1,Colorado Rockies,3,1,June 29 2013,2
LA Angels of Anaheim,0,Houston Astros,9,7,June 29 2013,2
Philadelphia Phillies,1,Los Angeles Dodgers,7,3,June 29 2013,4
San Diego Padres,1,Miami Marlins,8,1,June 29 2013,7
Kansas City Royals,1,Minnesota Twins,8,2,June 29 2013,6
Washington Nationals,1,New York Mets,6,1,June 29 2013,5
St. Louis Cardinals,0,Oakland Athletics,8,7,June 29 2013,1
Milwaukee Brewers,1,Pittsburgh Pirates,3,1,June 29 2013,2
Chicago Cubs,0,Seattle Mariners,8,5,June 29 2013,3
Detroit Tigers,1,Tampa Bay Rays,7,3,June 29 2013,4
Cincinnati Reds,0,Texas Rangers,10,6,June 29 2013,4
Arizona D'Backs,1,Atlanta Braves,8,2,June 30 2013,6
New York Yankees,1,Baltimore Orioles,6,2,June 30 2013,4
Toronto Blue Jays,1,Boston Red Sox,9,4,June 30 2013,5
Cleveland Indians,0,Chicago White Sox,4,4,June 30 2013,0
San Francisco Giants,0,Colorado Rockies,7,5,June 30 2013,2
LA Angels of Anaheim,0,Houston Astros,4,3,June 30 2013,1
Philadelphia Phillies,1,Los Angeles Dodgers,7,1,June 30 2013,6
San Diego Padres,1,Miami Marlins,8,2,June 30 2013,6
Kansas City Royals,0,Minnesota Twins,17,9,June 30 2013,8
Washington Nationals,0,New York Mets,15,13,June 30 2013,2
St. Louis Cardinals,1,Oakland Athletics,12,5,June 30 2013,7
Milwaukee Brewers,1,Pittsburgh Pirates,3,1,June 30 2013,2
Chicago Cubs,0,Seattle Mariners,13,7,June 30 2013,6
Detroit Tigers,1,Tampa Bay Rays,4,1,June 30 2013,3
Cincinnati Reds,1,Texas Rangers,5,2,June 30 2013,3
San Francisco Giants,1,Cincinnati Reds,9,1,July 1 2013,8
Tampa Bay Rays,0,Houston Astros,12,12,July 1 2013,0
San Diego Padres,1,Miami Marlins,4,0,July 1 2013,4
New York Yankees,0,Minnesota Twins,14,10,July 1 2013,4
Arizona D'Backs,1,New York Mets,9,4,July 1 2013,5
Detroit Tigers,1,Toronto Blue Jays,11,3,July 1 2013,8
Milwaukee Brewers,1,Washington Nationals,15,5,July 1 2013,10
St. Louis Cardinals,1,LA Angels of Anaheim,6,1,July 2 2013,5
Miami Marlins,1,Atlanta Braves,14,3,July 2 2013,11
San Diego Padres,1,Boston Red Sox,5,1,July 2 2013,4
Baltimore Orioles,1,Chicago White Sox,7,2,July 2 2013,5
San Francisco Giants,1,Cincinnati Reds,3,0,July 2 2013,3
Los Angeles Dodgers,0,Colorado Rockies,8,8,July 2 2013,0
Tampa Bay Rays,0,Houston Astros,8,8,July 2 2013,0
Cleveland Indians,0,Kansas City Royals,11,6,July 2 2013,5
New York Yankees,0,Minnesota Twins,10,7,July 2 2013,3
Arizona D'Backs,1,New York Mets,10,1,July 2 2013,9
Chicago Cubs,1,Oakland Athletics,15,7,July 2 2013,8
Philadelphia Phillies,0,Pittsburgh Pirates,4,3,July 2 2013,1
Seattle Mariners,0,Texas Rangers,11,9,July 2 2013,2
Detroit Tigers,0,Toronto Blue Jays,13,7,July 2 2013,6
Milwaukee Brewers,0,Washington Nationals,4,4,July 2 2013,0
St. Louis Cardinals,0,LA Angels of Anaheim,14,12,July 3 2013,2
Miami Marlins,0,Atlanta Braves,9,6,July 3 2013,3
San Diego Padres,1,Boston Red Sox,3,1,July 3 2013,2
Baltimore Orioles,0,Chicago White Sox,6,4,July 3 2013,2
