Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
Minnesota Twins,0,Detroit Tigers,14,10,September 23 2017,4
Los Angeles Angels,1,Houston Astros,8,2,September 23 2017,6
San Francisco Giants,0,Los Angeles Dodgers,3,2,September 23 2017,1
Chicago Cubs,1,Milwaukee Brewers,7,3,September 23 2017,4
Washington Nationals,0,New York Mets,7,4,September 23 2017,3
Texas Rangers,1,Oakland Athletics,1,0,September 23 2017,1
St. Louis Cardinals,1,Pittsburgh Pirates,17,6,September 23 2017,11
Colorado Rockies,1,San Diego Padres,5,0,September 23 2017,5
Cleveland Indians,0,Seattle Mariners,15,11,September 23 2017,4
New York Yankees,0,Toronto Blue Jays,6,5,September 23 2017,1
Miami Marlins,1,Arizona D'Backs,5,2,September 24 2017,3
Philadelphia Phillies,0,Atlanta Braves,2,2,September 24 2017,0
Tampa Bay Rays,1,Baltimore Orioles,13,4,September 24 2017,9
Kansas City Royals,1,Chicago White Sox,9,1,September 24 2017,8
Boston Red Sox,0,Cincinnati Reds,9,5,September 24 2017,4
Minnesota Twins,0,Detroit Tigers,14,10,September 24 2017,4
Los Angeles Angels,0,Houston Astros,12,7,September 24 2017,5
San Francisco Giants,1,Los Angeles Dodgers,4,1,September 24 2017,3
Chicago Cubs,0,Milwaukee Brewers,5,5,September 24 2017,0
Washington Nationals,0,New York Mets,5,3,September 24 2017,2
Texas Rangers,1,Oakland Athletics,9,1,September 24 2017,8
St. Louis Cardinals,1,Pittsburgh Pirates,5,1,September 24 2017,4
Colorado Rockies,0,San Diego Padres,12,8,September 24 2017,4
Cleveland Indians,0,Seattle Mariners,6,4,September 24 2017,2
New York Yankees,1,Toronto Blue Jays,14,5,September 24 2017,9
San Francisco Giants,0,Arizona D'Backs,11,9,September 25 2017,2
Toronto Blue Jays,0,Boston Red Sox,10,6,September 25 2017,4
Los Angeles Angels,1,Chicago White Sox,6,2,September 25 2017,4
Miami Marlins,0,Colorado Rockies,9,5,September 25 2017,4
San Diego Padres,1,Los Angeles Dodgers,12,3,September 25 2017,9
Kansas City Royals,1,New York Yankees,14,3,September 25 2017,11
Atlanta Braves,0,New York Mets,11,9,September 25 2017,2
Atlanta Braves,1,New York Mets,5,2,September 25 2017,3
Seattle Mariners,0,Oakland Athletics,8,7,September 25 2017,1
Washington Nationals,0,Philadelphia Phillies,4,3,September 25 2017,1
Chicago Cubs,0,St. Louis Cardinals,12,10,September 25 2017,2
Houston Astros,0,Texas Rangers,13,11,September 25 2017,2
San Francisco Giants,1,Arizona D'Backs,15,4,September 26 2017,11
Toronto Blue Jays,0,Boston Red Sox,13,9,September 26 2017,4
Los Angeles Angels,0,Chicago White Sox,12,9,September 26 2017,3
Minnesota Twins,0,Cleveland Indians,14,8,September 26 2017,6
Miami Marlins,1,Colorado Rockies,6,0,September 26 2017,6
Detroit Tigers,1,Kansas City Royals,3,1,September 26 2017,2
San Diego Padres,1,Los Angeles Dodgers,11,2,September 26 2017,9
Cincinnati Reds,1,Milwaukee Brewers,13,6,September 26 2017,7
Tampa Bay Rays,1,New York Yankees,7,1,September 26 2017,6
Atlanta Braves,1,New York Mets,7,3,September 26 2017,4
Seattle Mariners,0,Oakland Athletics,9,6,September 26 2017,3
Washington Nationals,1,Philadelphia Phillies,5,1,September 26 2017,4
Baltimore Orioles,1,Pittsburgh Pirates,11,1,September 26 2017,10
Chicago Cubs,1,St. Louis Cardinals,15,7,September 26 2017,8
Houston Astros,0,Texas Rangers,17,14,September 26 2017,3
San Francisco Giants,1,Arizona D'Backs,7,3,September 27 2017,4
Toronto Blue Jays,1,Boston Red Sox,17,7,September 27 2017,10
Los Angeles Angels,1,Chicago White Sox,10,4,September 27 2017,6
Minnesota Twins,1,Cleveland Indians,6,2,September 27 2017,4
Miami Marlins,1,Colorado Rockies,24,9,September 27 2017,15
Detroit Tigers,1,Kansas City Royals,11,4,September 27 2017,7
San Diego Padres,1,Los Angeles Dodgers,10,0,September 27 2017,10
Cincinnati Reds,0,Milwaukee Brewers,6,6,September 27 2017,0
Tampa Bay Rays,1,New York Yankees,7,1,September 27 2017,6
Atlanta Braves,1,New York Mets,8,1,September 27 2017,7
Seattle Mariners,1,Oakland Athletics,11,5,September 27 2017,6
Washington Nationals,1,Philadelphia Phillies,12,5,September 27 2017,7
Baltimore Orioles,1,Pittsburgh Pirates,8,3,September 27 2017,5
Chicago Cubs,0,St. Louis Cardinals,6,5,September 27 2017,1
Houston Astros,0,Texas Rangers,14,12,September 27 2017,2
Houston Astros,0,Boston Red Sox,14,12,September 28 2017,2
Los Angeles Angels,1,Chicago White Sox,9,4,September 28 2017,5
Minnesota Twins,1,Cleveland Indians,7,2,September 28 2017,5
Detroit Tigers,0,Kansas City Royals,5,4,September 28 2017,1
Atlanta Braves,1,Miami Marlins,8,1,September 28 2017,7
Cincinnati Reds,1,Milwaukee Brewers,7,3,September 28 2017,4
Tampa Bay Rays,0,New York Yankees,15,9,September 28 2017,6
Chicago Cubs,0,St. Louis Cardinals,3,2,September 28 2017,1
Oakland Athletics,0,Texas Rangers,5,4,September 28 2017,1
Pittsburgh Pirates,1,Washington Nationals,9,4,September 28 2017,5
Seattle Mariners,1,Los Angeles Angels,11,5,September 29 2017,6
Houston Astros,0,Boston Red Sox,5,3,September 29 2017,2
Cincinnati Reds,1,Chicago Cubs,9,4,September 29 2017,5
Chicago White Sox,1,Cleveland Indians,11,1,September 29 2017,10
Los Angeles Dodgers,1,Colorado Rockies,10,1,September 29 2017,9
Arizona D'Backs,1,Kansas City Royals,3,1,September 29 2017,2
Atlanta Braves,1,Miami Marlins,11,5,September 29 2017,6
Detroit Tigers,1,Minnesota Twins,9,3,September 29 2017,6
Toronto Blue Jays,1,New York Yankees,4,0,September 29 2017,4
New York Mets,1,Philadelphia Phillies,8,2,September 29 2017,6
San Diego Padres,1,San Francisco Giants,8,0,September 29 2017,8
Milwaukee Brewers,0,St. Louis Cardinals,8,5,September 29 2017,3
Baltimore Orioles,1,Tampa Bay Rays,7,0,September 29 2017,7
Oakland Athletics,1,Texas Rangers,8,3,September 29 2017,5
Pittsburgh Pirates,1,Washington Nationals,7,1,September 29 2017,6
Seattle Mariners,0,Los Angeles Angels,10,6,September 30 2017,4
Houston Astros,1,Boston Red Sox,9,3,September 30 2017,6
Cincinnati Reds,1,Chicago Cubs,9,0,September 30 2017,9
Chicago White Sox,0,Cleveland Indians,3,2,September 30 2017,1
Los Angeles Dodgers,0,Colorado Rockies,8,5,September 30 2017,3
Arizona D'Backs,1,Kansas City Royals,7,3,September 30 2017,4
Atlanta Braves,1,Miami Marlins,12,2,September 30 2017,10
Detroit Tigers,0,Minnesota Twins,5,3,September 30 2017,2
Toronto Blue Jays,1,New York Yankees,3,1,September 30 2017,2
New York Mets,0,Philadelphia Phillies,11,7,September 30 2017,4
San Diego Padres,0,San Francisco Giants,5,3,September 30 2017,2
Milwaukee Brewers,1,St. Louis Cardinals,13,6,September 30 2017,7
Baltimore Orioles,1,Tampa Bay Rays,7,3,September 30 2017,4
Oakland Athletics,1,Texas Rangers,12,4,September 30 2017,8
Pittsburgh Pirates,0,Washington Nationals,5,4,September 30 2017,1
Seattle Mariners,1,Los Angeles Angels,8,2,October 1 2017,6
Houston Astros,0,Boston Red Sox,7,4,October 1 2017,3
Cincinnati Reds,0,Chicago Cubs,4,3,October 1 2017,1
Chicago White Sox,1,Cleveland Indians,4,1,October 1 2017,3
Los Angeles Dodgers,0,Colorado Rockies,9,6,October 1 2017,3
Arizona D'Backs,0,Kansas City Royals,16,14,October 1 2017,2
Atlanta Braves,0,Miami Marlins,13,8,October 1 2017,5
Detroit Tigers,1,Minnesota Twins,6,1,October 1 2017,5
Toronto Blue Jays,0,New York Yankees,3,2,October 1 2017,1
New York Mets,1,Philadelphia Phillies,11,0,October 1 2017,11
San Diego Padres,1,San Francisco Giants,9,4,October 1 2017,5
Milwaukee Brewers,0,St. Louis Cardinals,7,6,October 1 2017,1
Baltimore Orioles,1,Tampa Bay Rays,6,0,October 1 2017,6
Oakland Athletics,0,Texas Rangers,7,5,October 1 2017,2
Pittsburgh Pirates,0,Washington Nationals,19,11,October 1 2017,8
Minnesota Twins,1,New York Yankees,12,4,October 3 2017,8
Colorado Rockies,1,Arizona D'Backs,19,8,October 4 2017,11
New York Yankees,1,Cleveland Indians,4,0,October 5 2017,4
Boston Red Sox,1,Houston Astros,10,2,October 5 2017,8
New York Yankees,1,Cleveland Indians,17,8,October 6 2017,9
Boston Red Sox,1,Houston Astros,10,2,October 6 2017,8
Arizona D'Backs,1,Los Angeles Dodgers,14,5,October 6 2017,9
Chicago Cubs,0,Washington Nationals,3,3,October 6 2017,0
Arizona D'Backs,1,Los Angeles Dodgers,13,5,October 7 2017,8
Chicago Cubs,1,Washington Nationals,9,3,October 7 2017,6
Houston Astros,1,Boston Red Sox,13,3,October 8 2017,10
Cleveland Indians,1,New York Yankees,1,0,October 8 2017,1
Los Angeles Dodgers,0,Arizona D'Backs,4,3,October 9 2017,1
Houston Astros,0,Boston Red Sox,9,5,October 9 2017,4
Washington Nationals,1,Chicago Cubs,3,1,October 9 2017,2
Cleveland Indians,1,New York Yankees,10,3,October 9 2017,7
Washington Nationals,0,Chicago Cubs,5,5,October 11 2017,0
New York Yankees,0,Cleveland Indians,7,5,October 11 2017,2
Chicago Cubs,0,Washington Nationals,17,9,October 12 2017,8
New York Yankees,1,Houston Astros,3,1,October 13 2017,2
New York Yankees,1,Houston Astros,3,1,October 14 2017,2
Chicago Cubs,1,Los Angeles Dodgers,7,2,October 14 2017,5
Chicago Cubs,1,Los Angeles Dodgers,5,1,October 15 2017,4
Houston Astros,1,New York Yankees,9,1,October 16 2017,8
Los Angeles Dodgers,0,Chicago Cubs,7,6,October 17 2017,1
Houston Astros,1,New York Yankees,10,4,October 17 2017,6
Los Angeles Dodgers,1,Chicago Cubs,5,2,October 18 2017,3
Houston Astros,1,New York Yankees,5,0,October 18 2017,5
Los Angeles Dodgers,0,Chicago Cubs,12,11,October 19 2017,1
New York Yankees,1,Houston Astros,8,1,October 20 2017,7
New York Yankees,1,Houston Astros,4,0,October 21 2017,4
Houston Astros,1,Los Angeles Dodgers,4,1,October 24 2017,3
Houston Astros,0,Los Angeles Dodgers,13,7,October 25 2017,6
Los Angeles Dodgers,1,Houston Astros,8,3,October 27 2017,5
Los Angeles Dodgers,0,Houston Astros,8,6,October 28 2017,2
Los Angeles Dodgers,1,Houston Astros,25,12,October 29 2017,13
Houston Astros,1,Los Angeles Dodgers,4,1,October 31 2017,3
Houston Astros,0,Los Angeles Dodgers,6,5,November 1 2017,1
Colorado Rockies,1,Arizona D'Backs,10,2,March 29 2018,8
Philadelphia Phillies,1,Atlanta Braves,13,5,March 29 2018,8
Minnesota Twins,1,Baltimore Orioles,5,2,March 29 2018,3
Chicago White Sox,0,Kansas City Royals,21,14,March 29 2018,7
San Francisco Giants,0,Los Angeles Dodgers,1,1,March 29 2018,0
Chicago Cubs,0,Miami Marlins,12,8,March 29 2018,4
St. Louis Cardinals,1,New York Mets,13,4,March 29 2018,9
Los Angeles Angels,1,Oakland Athletics,11,5,March 29 2018,6
Milwaukee Brewers,0,San Diego Padres,3,2,March 29 2018,1
Cleveland Indians,1,Seattle Mariners,3,1,March 29 2018,2
Boston Red Sox,1,Tampa Bay Rays,10,4,March 29 2018,6
Houston Astros,0,Texas Rangers,5,4,March 29 2018,1
New York Yankees,0,Toronto Blue Jays,7,6,March 29 2018,1
Colorado Rockies,1,Arizona D'Backs,17,8,March 30 2018,9
Philadelphia Phillies,0,Atlanta Braves,9,5,March 30 2018,4
Washington Nationals,0,Cincinnati Reds,2,2,March 30 2018,0
Pittsburgh Pirates,0,Detroit Tigers,23,13,March 30 2018,10
San Francisco Giants,0,Los Angeles Dodgers,1,1,March 30 2018,0
Chicago Cubs,1,Miami Marlins,3,1,March 30 2018,2
Los Angeles Angels,0,Oakland Athletics,3,2,March 30 2018,1
Milwaukee Brewers,0,San Diego Padres,14,8,March 30 2018,6
Boston Red Sox,0,Tampa Bay Rays,1,1,March 30 2018,0
Houston Astros,1,Texas Rangers,6,1,March 30 2018,5
New York Yankees,0,Toronto Blue Jays,6,4,March 30 2018,2
Colorado Rockies,0,Arizona D'Backs,3,2,March 31 2018,1
Philadelphia Phillies,1,Atlanta Braves,17,2,March 31 2018,15
Minnesota Twins,0,Baltimore Orioles,8,6,March 31 2018,2
Washington Nationals,0,Cincinnati Reds,20,13,March 31 2018,7
Chicago White Sox,0,Kansas City Royals,7,4,March 31 2018,3
San Francisco Giants,1,Los Angeles Dodgers,5,0,March 31 2018,5
Chicago Cubs,0,Miami Marlins,16,10,March 31 2018,6
St. Louis Cardinals,1,New York Mets,8,2,March 31 2018,6
Los Angeles Angels,0,Oakland Athletics,11,8,March 31 2018,3
Milwaukee Brewers,0,San Diego Padres,10,7,March 31 2018,3
Cleveland Indians,0,Seattle Mariners,11,6,March 31 2018,5
Boston Red Sox,0,Tampa Bay Rays,5,3,March 31 2018,2
Houston Astros,0,Texas Rangers,12,9,March 31 2018,3
New York Yankees,1,Toronto Blue Jays,8,3,March 31 2018,5
Minnesota Twins,0,Baltimore Orioles,7,7,April 1 2018,0
Washington Nationals,0,Cincinnati Reds,11,6,April 1 2018,5
Pittsburgh Pirates,0,Detroit Tigers,1,1,April 1 2018,0
Pittsburgh Pirates,0,Detroit Tigers,14,8,April 1 2018,6
San Francisco Giants,1,Los Angeles Dodgers,9,0,April 1 2018,9
Chicago Cubs,1,Miami Marlins,6,0,April 1 2018,6
St. Louis Cardinals,0,New York Mets,6,5,April 1 2018,1
Los Angeles Angels,0,Oakland Athletics,11,7,April 1 2018,4
Cleveland Indians,1,Seattle Mariners,9,4,April 1 2018,5
Boston Red Sox,0,Tampa Bay Rays,3,2,April 1 2018,1
Houston Astros,0,Texas Rangers,10,8,April 1 2018,2
New York Yankees,1,Toronto Blue Jays,11,4,April 1 2018,7
Cleveland Indians,0,Los Angeles Angels,6,6,April 2 2018,0
Los Angeles Dodgers,1,Arizona D'Backs,15,7,April 2 2018,8
Washington Nationals,0,Atlanta Braves,9,8,April 2 2018,1
Chicago Cubs,1,Cincinnati Reds,1,0,April 2 2018,1
Kansas City Royals,1,Detroit Tigers,7,1,April 2 2018,6
Baltimore Orioles,1,Houston Astros,7,1,April 2 2018,6
Boston Red Sox,0,Miami Marlins,10,7,April 2 2018,3
St. Louis Cardinals,0,Milwaukee Brewers,12,8,April 2 2018,4
Texas Rangers,1,Oakland Athletics,4,1,April 2 2018,3
Minnesota Twins,1,Pittsburgh Pirates,9,4,April 2 2018,5
Colorado Rockies,0,San Diego Padres,11,7,April 2 2018,4
Chicago White Sox,1,Toronto Blue Jays,6,2,April 2 2018,4
Cleveland Indians,1,Los Angeles Angels,15,2,April 3 2018,13
Los Angeles Dodgers,1,Arizona D'Backs,7,1,April 3 2018,6
Washington Nationals,1,Atlanta Braves,19,6,April 3 2018,13
Kansas City Royals,0,Detroit Tigers,1,1,April 3 2018,0
Baltimore Orioles,1,Houston Astros,16,6,April 3 2018,10
Boston Red Sox,0,Miami Marlins,6,4,April 3 2018,2
St. Louis Cardinals,1,Milwaukee Brewers,9,4,April 3 2018,5
Tampa Bay Rays,1,New York Yankees,15,4,April 3 2018,11
Philadelphia Phillies,1,New York Mets,2,0,April 3 2018,2
Texas Rangers,0,Oakland Athletics,5,4,April 3 2018,1
Colorado Rockies,1,San Diego Padres,12,4,April 3 2018,8
Seattle Mariners,0,San Francisco Giants,10,6,April 3 2018,4
Chicago White Sox,1,Toronto Blue Jays,19,5,April 3 2018,14
Cleveland Indians,1,Los Angeles Angels,5,2,April 4 2018,3
Los Angeles Dodgers,1,Arizona D'Backs,3,0,April 4 2018,3
Washington Nationals,1,Atlanta Braves,8,1,April 4 2018,7
Baltimore Orioles,1,Houston Astros,5,2,April 4 2018,3
St. Louis Cardinals,0,Milwaukee Brewers,6,6,April 4 2018,0
Tampa Bay Rays,1,New York Yankees,9,2,April 4 2018,7
Philadelphia Phillies,1,New York Mets,6,2,April 4 2018,4
Texas Rangers,1,Oakland Athletics,8,2,April 4 2018,6
Minnesota Twins,0,Pittsburgh Pirates,10,7,April 4 2018,3
Colorado Rockies,0,San Diego Padres,7,5,April 4 2018,2
Seattle Mariners,1,San Francisco Giants,11,1,April 4 2018,10
Chicago White Sox,0,Toronto Blue Jays,7,4,April 4 2018,3
Tampa Bay Rays,1,Boston Red Sox,5,2,April 5 2018,3
Detroit Tigers,0,Chicago White Sox,16,9,April 5 2018,7
Chicago Cubs,0,Milwaukee Brewers,8,8,April 5 2018,0
Seattle Mariners,1,Minnesota Twins,6,2,April 5 2018,4
Baltimore Orioles,0,New York Yankees,7,5,April 5 2018,2
Texas Rangers,0,Oakland Athletics,9,6,April 5 2018,3
Miami Marlins,1,Philadelphia Phillies,5,0,April 5 2018,5
Cincinnati Reds,1,Pittsburgh Pirates,7,2,April 5 2018,5
Colorado Rockies,0,San Diego Padres,4,3,April 5 2018,1
Arizona D'Backs,0,St. Louis Cardinals,4,3,April 5 2018,1
New York Mets,0,Washington Nationals,10,8,April 5 2018,2
Oakland Athletics,1,Los Angeles Angels,22,9,April 6 2018,13
Kansas City Royals,1,Cleveland Indians,5,2,April 6 2018,3
Atlanta Braves,0,Colorado Rockies,11,8,April 6 2018,3
San Diego Padres,0,Houston Astros,5,4,April 6 2018,1
Chicago Cubs,1,Milwaukee Brewers,9,4,April 6 2018,5
Baltimore Orioles,0,New York Yankees,10,7,April 6 2018,3
Cincinnati Reds,1,Pittsburgh Pirates,17,3,April 6 2018,14
Toronto Blue Jays,0,Texas Rangers,13,8,April 6 2018,5
Oakland Athletics,0,Los Angeles Angels,10,7,April 7 2018,3
Tampa Bay Rays,1,Boston Red Sox,13,3,April 7 2018,10
Detroit Tigers,0,Chicago White Sox,7,6,April 7 2018,1
Kansas City Royals,0,Cleveland Indians,1,1,April 7 2018,0
Atlanta Braves,1,Colorado Rockies,5,2,April 7 2018,3
San Diego Padres,1,Houston Astros,1,0,April 7 2018,1
Chicago Cubs,0,Milwaukee Brewers,7,5,April 7 2018,2
Seattle Mariners,0,Minnesota Twins,15,11,April 7 2018,4
Baltimore Orioles,1,New York Yankees,11,3,April 7 2018,8
Miami Marlins,1,Philadelphia Phillies,21,1,April 7 2018,20
Cincinnati Reds,0,Pittsburgh Pirates,11,7,April 7 2018,4
Los Angeles Dodgers,1,San Francisco Giants,12,5,April 7 2018,7
Arizona D'Backs,1,St. Louis Cardinals,8,3,April 7 2018,5
Toronto Blue Jays,1,Texas Rangers,6,1,April 7 2018,5
New York Mets,0,Washington Nationals,5,3,April 7 2018,2
Oakland Athletics,1,Los Angeles Angels,7,1,April 8 2018,6
Tampa Bay Rays,1,Boston Red Sox,15,7,April 8 2018,8
Detroit Tigers,0,Chicago White Sox,1,1,April 8 2018,0
Kansas City Royals,1,Cleveland Indians,4,1,April 8 2018,3
Atlanta Braves,0,Colorado Rockies,4,4,April 8 2018,0
San Diego Padres,1,Houston Astros,5,1,April 8 2018,4
Chicago Cubs,0,Milwaukee Brewers,3,3,April 8 2018,0
Baltimore Orioles,0,New York Yankees,15,8,April 8 2018,7
Miami Marlins,0,Philadelphia Phillies,9,6,April 8 2018,3
Cincinnati Reds,1,Pittsburgh Pirates,5,0,April 8 2018,5
Los Angeles Dodgers,0,San Francisco Giants,3,2,April 8 2018,1
Arizona D'Backs,0,St. Louis Cardinals,5,4,April 8 2018,1
Toronto Blue Jays,0,Texas Rangers,11,7,April 8 2018,4
New York Mets,0,Washington Nationals,11,6,April 8 2018,5
Toronto Blue Jays,0,Baltimore Orioles,8,7,April 9 2018,1
Tampa Bay Rays,0,Chicago White Sox,9,5,April 9 2018,4
Detroit Tigers,1,Cleveland Indians,2,0,April 9 2018,2
San Diego Padres,0,Colorado Rockies,13,7,April 9 2018,6
Seattle Mariners,1,Kansas City Royals,10,0,April 9 2018,10
New York Mets,0,Miami Marlins,6,4,April 9 2018,2
Houston Astros,0,Minnesota Twins,2,2,April 9 2018,0
Cincinnati Reds,1,Philadelphia Phillies,11,5,April 9 2018,6
Arizona D'Backs,0,San Francisco Giants,3,2,April 9 2018,1
Milwaukee Brewers,0,St. Louis Cardinals,9,5,April 9 2018,4
Los Angeles Angels,0,Texas Rangers,11,8,April 9 2018,3
Atlanta Braves,1,Washington Nationals,2,0,April 9 2018,2
Toronto Blue Jays,0,Baltimore Orioles,3,2,April 10 2018,1
New York Yankees,1,Boston Red Sox,15,1,April 10 2018,14
Tampa Bay Rays,0,Chicago White Sox,11,6,April 10 2018,5
Pittsburgh Pirates,0,Chicago Cubs,13,8,April 10 2018,5
Detroit Tigers,1,Cleveland Indians,3,1,April 10 2018,2
San Diego Padres,0,Colorado Rockies,7,5,April 10 2018,2
Seattle Mariners,0,Kansas City Royals,11,8,April 10 2018,3
Oakland Athletics,1,Los Angeles Dodgers,4,0,April 10 2018,4
New York Mets,0,Miami Marlins,14,8,April 10 2018,6
Houston Astros,1,Minnesota Twins,5,1,April 10 2018,4
Cincinnati Reds,1,Philadelphia Phillies,7,1,April 10 2018,6
Arizona D'Backs,1,San Francisco Giants,9,4,April 10 2018,5
Milwaukee Brewers,1,St. Louis Cardinals,8,3,April 10 2018,5
Los Angeles Angels,0,Texas Rangers,12,11,April 10 2018,1
Atlanta Braves,1,Washington Nationals,5,1,April 10 2018,4
Toronto Blue Jays,1,Baltimore Orioles,8,3,April 11 2018,5
New York Yankees,0,Boston Red Sox,17,10,April 11 2018,7
Tampa Bay Rays,1,Chicago White Sox,3,1,April 11 2018,2
Pittsburgh Pirates,1,Chicago Cubs,18,5,April 11 2018,13
Detroit Tigers,1,Cleveland Indians,6,1,April 11 2018,5
San Diego Padres,1,Colorado Rockies,10,4,April 11 2018,6
Seattle Mariners,0,Kansas City Royals,6,4,April 11 2018,2
Oakland Athletics,0,Los Angeles Dodgers,22,16,April 11 2018,6
New York Mets,0,Miami Marlins,5,4,April 11 2018,1
Houston Astros,1,Minnesota Twins,17,8,April 11 2018,9
Cincinnati Reds,1,Philadelphia Phillies,7,3,April 11 2018,4
Arizona D'Backs,0,San Francisco Giants,10,7,April 11 2018,3
Milwaukee Brewers,0,St. Louis Cardinals,5,3,April 11 2018,2
Los Angeles Angels,0,Texas Rangers,9,7,April 11 2018,2
Atlanta Braves,0,Washington Nationals,8,5,April 11 2018,3
New York Yankees,1,Boston Red Sox,9,3,April 12 2018,6
Pittsburgh Pirates,0,Chicago Cubs,7,6,April 12 2018,1
St. Louis Cardinals,0,Cincinnati Reds,17,13,April 12 2018,4
Detroit Tigers,1,Cleveland Indians,12,3,April 12 2018,9
Los Angeles Angels,0,Kansas City Royals,8,7,April 12 2018,1
Chicago White Sox,1,Minnesota Twins,4,0,April 12 2018,4
San Francisco Giants,0,San Diego Padres,7,7,April 12 2018,0
Colorado Rockies,0,Washington Nationals,6,5,April 12 2018,1
Baltimore Orioles,1,Boston Red Sox,10,3,April 13 2018,7
Atlanta Braves,0,Chicago Cubs,4,4,April 13 2018,0
St. Louis Cardinals,0,Cincinnati Reds,8,5,April 13 2018,3
Toronto Blue Jays,0,Cleveland Indians,12,8,April 13 2018,4
New York Yankees,0,Detroit Tigers,14,8,April 13 2018,6
Texas Rangers,1,Houston Astros,5,2,April 13 2018,3
Los Angeles Angels,0,Kansas City Royals,9,5,April 13 2018,4
Arizona D'Backs,0,Los Angeles Dodgers,15,8,April 13 2018,7
Pittsburgh Pirates,1,Miami Marlins,9,2,April 13 2018,7
Milwaukee Brewers,1,New York Mets,11,5,April 13 2018,6
San Francisco Giants,1,San Diego Padres,6,1,April 13 2018,5
Oakland Athletics,1,Seattle Mariners,11,4,April 13 2018,7
Philadelphia Phillies,0,Tampa Bay Rays,3,2,April 13 2018,1
Colorado Rockies,0,Washington Nationals,3,2,April 13 2018,1
Baltimore Orioles,1,Boston Red Sox,13,3,April 14 2018,10
Atlanta Braves,1,Chicago Cubs,24,10,April 14 2018,14
St. Louis Cardinals,0,Cincinnati Reds,7,6,April 14 2018,1
Texas Rangers,0,Houston Astros,11,6,April 14 2018,5
Los Angeles Angels,0,Kansas City Royals,8,5,April 14 2018,3
Arizona D'Backs,0,Los Angeles Dodgers,10,9,April 14 2018,1
Pittsburgh Pirates,0,Miami Marlins,1,1,April 14 2018,0
Milwaukee Brewers,0,New York Mets,6,5,April 14 2018,1
San Francisco Giants,1,San Diego Padres,9,4,April 14 2018,5
Oakland Athletics,1,Seattle Mariners,18,8,April 14 2018,10
Philadelphia Phillies,0,Tampa Bay Rays,13,9,April 14 2018,4
Colorado Rockies,1,Washington Nationals,8,2,April 14 2018,6
Baltimore Orioles,1,Boston Red Sox,4,1,April 15 2018,3
St. Louis Cardinals,0,Cincinnati Reds,5,3,April 15 2018,2
Texas Rangers,0,Houston Astros,4,3,April 15 2018,1
Arizona D'Backs,1,Los Angeles Dodgers,9,2,April 15 2018,7
Pittsburgh Pirates,0,Miami Marlins,10,7,April 15 2018,3
Milwaukee Brewers,1,New York Mets,5,2,April 15 2018,3
San Francisco Giants,1,San Diego Padres,11,1,April 15 2018,10
Oakland Athletics,0,Seattle Mariners,3,2,April 15 2018,1
Philadelphia Phillies,0,Tampa Bay Rays,14,10,April 15 2018,4
Colorado Rockies,0,Washington Nationals,11,6,April 15 2018,5
Philadelphia Phillies,1,Atlanta Braves,3,1,April 16 2018,2
Cincinnati Reds,0,Milwaukee Brewers,14,10,April 16 2018,4
Miami Marlins,1,New York Yankees,13,1,April 16 2018,12
Washington Nationals,0,New York Mets,14,8,April 16 2018,6
Chicago White Sox,1,Oakland Athletics,9,1,April 16 2018,8
Colorado Rockies,0,Pittsburgh Pirates,8,6,April 16 2018,2
Los Angeles Dodgers,0,San Diego Padres,13,10,April 16 2018,3
Houston Astros,1,Seattle Mariners,3,1,April 16 2018,2
Texas Rangers,1,Tampa Bay Rays,12,4,April 16 2018,8
Boston Red Sox,0,Los Angeles Angels,11,10,April 17 2018,1
San Francisco Giants,1,Arizona D'Backs,1,0,April 17 2018,1
Philadelphia Phillies,0,Atlanta Braves,6,5,April 17 2018,1
St. Louis Cardinals,0,Chicago Cubs,8,5,April 17 2018,3
Baltimore Orioles,1,Detroit Tigers,6,2,April 17 2018,4
Cincinnati Reds,1,Milwaukee Brewers,2,0,April 17 2018,2
Cleveland Indians,0,Minnesota Twins,7,6,April 17 2018,1
Miami Marlins,0,New York Yankees,10,9,April 17 2018,1
Washington Nationals,0,New York Mets,7,5,April 17 2018,2
Chicago White Sox,1,Oakland Athletics,12,2,April 17 2018,10
Colorado Rockies,0,Pittsburgh Pirates,2,2,April 17 2018,0
Los Angeles Dodgers,0,San Diego Padres,10,7,April 17 2018,3
Houston Astros,0,Seattle Mariners,5,4,April 17 2018,1
Texas Rangers,0,Tampa Bay Rays,9,7,April 17 2018,2
Kansas City Royals,1,Toronto Blue Jays,14,3,April 17 2018,11
Kansas City Royals,1,Toronto Blue Jays,9,4,April 17 2018,5
Boston Red Sox,0,Los Angeles Angels,9,9,April 18 2018,0
San Francisco Giants,0,Arizona D'Backs,7,4,April 18 2018,3
Philadelphia Phillies,1,Atlanta Braves,10,3,April 18 2018,7
Baltimore Orioles,1,Detroit Tigers,11,5,April 18 2018,6
Cincinnati Reds,1,Milwaukee Brewers,2,0,April 18 2018,2
Cleveland Indians,1,Minnesota Twins,3,1,April 18 2018,2
Washington Nationals,1,New York Mets,16,5,April 18 2018,11
Chicago White Sox,1,Oakland Athletics,23,11,April 18 2018,12
Colorado Rockies,1,Pittsburgh Pirates,12,2,April 18 2018,10
Los Angeles Dodgers,0,San Diego Padres,17,13,April 18 2018,4
Houston Astros,0,Seattle Mariners,8,7,April 18 2018,1
