Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
Washington Nationals,0,Detroit Tigers,0,0,June 29 2019,0
Atlanta Braves,0,New York Mets,0,0,June 29 2019,0
Philadelphia Phillies,0,Miami Marlins,0,0,June 29 2019,0
Minnesota Twins,0,Chicago White Sox,0,0,June 29 2019,0
Pittsburgh Pirates,0,Milwaukee Brewers,0,0,June 29 2019,0
Seattle Mariners,0,Houston Astros,0,0,June 29 2019,0
Los Angeles Dodgers,0,Colorado Rockies,0,0,June 29 2019,0
Arizona D'Backs,0,San Francisco Giants,0,0,June 29 2019,0
Oakland Athletics,0,Los Angeles Angels,0,0,June 29 2019,0
St. Louis Cardinals,0,San Diego Padres,0,0,June 29 2019,0
New York Yankees,0,Boston Red Sox,0,0,June 30 2019,0
Cleveland Indians,0,Baltimore Orioles,0,0,June 30 2019,0
Kansas City Royals,0,Toronto Blue Jays,0,0,June 30 2019,0
Texas Rangers,0,Tampa Bay Rays,0,0,June 30 2019,0
Chicago Cubs,0,Cincinnati Reds,0,0,June 30 2019,0
Washington Nationals,0,Detroit Tigers,0,0,June 30 2019,0
Philadelphia Phillies,0,Miami Marlins,0,0,June 30 2019,0
Pittsburgh Pirates,0,Milwaukee Brewers,0,0,June 30 2019,0
Seattle Mariners,0,Houston Astros,0,0,June 30 2019,0
Minnesota Twins,0,Chicago White Sox,0,0,June 30 2019,0
Los Angeles Dodgers,0,Colorado Rockies,0,0,June 30 2019,0
Arizona D'Backs,0,San Francisco Giants,0,0,June 30 2019,0
Oakland Athletics,0,Los Angeles Angels,0,0,June 30 2019,0
St. Louis Cardinals,0,San Diego Padres,0,0,June 30 2019,0
Atlanta Braves,0,New York Mets,0,0,June 30 2019,0
Kansas City Royals,0,Toronto Blue Jays,0,0,July 1 2019,0
Chicago Cubs,0,Pittsburgh Pirates,0,0,July 1 2019,0
Milwaukee Brewers,0,Cincinnati Reds,0,0,July 1 2019,0
Baltimore Orioles,0,Tampa Bay Rays,0,0,July 1 2019,0
Los Angeles Angels,0,Texas Rangers,0,0,July 1 2019,0
San Francisco Giants,0,San Diego Padres,0,0,July 1 2019,0
Miami Marlins,0,Washington Nationals,0,0,July 2 2019,0
Chicago Cubs,0,Pittsburgh Pirates,0,0,July 2 2019,0
Boston Red Sox,0,Toronto Blue Jays,0,0,July 2 2019,0
Milwaukee Brewers,0,Cincinnati Reds,0,0,July 2 2019,0
Baltimore Orioles,0,Tampa Bay Rays,0,0,July 2 2019,0
New York Yankees,0,New York Mets,0,0,July 2 2019,0
Philadelphia Phillies,0,Atlanta Braves,0,0,July 2 2019,0
Los Angeles Angels,0,Texas Rangers,0,0,July 2 2019,0
Houston Astros,0,Colorado Rockies,0,0,July 2 2019,0
Detroit Tigers,0,Chicago White Sox,0,0,July 2 2019,0
Cleveland Indians,0,Kansas City Royals,0,0,July 2 2019,0
Minnesota Twins,0,Oakland Athletics,0,0,July 2 2019,0
Arizona D'Backs,0,Los Angeles Dodgers,0,0,July 2 2019,0
San Francisco Giants,0,San Diego Padres,0,0,July 2 2019,0
St. Louis Cardinals,0,Seattle Mariners,0,0,July 2 2019,0
Detroit Tigers,0,Chicago White Sox,0,0,July 3 2019,0
Miami Marlins,0,Washington Nationals,0,0,July 3 2019,0
Chicago Cubs,0,Pittsburgh Pirates,0,0,July 3 2019,0
Boston Red Sox,0,Toronto Blue Jays,0,0,July 3 2019,0
Milwaukee Brewers,0,Cincinnati Reds,0,0,July 3 2019,0
Baltimore Orioles,0,Tampa Bay Rays,0,0,July 3 2019,0
New York Yankees,0,New York Mets,0,0,July 3 2019,0
Philadelphia Phillies,0,Atlanta Braves,0,0,July 3 2019,0
Los Angeles Angels,0,Texas Rangers,0,0,July 3 2019,0
Houston Astros,0,Colorado Rockies,0,0,July 3 2019,0
Detroit Tigers,0,Chicago White Sox,0,0,July 3 2019,0
Cleveland Indians,0,Kansas City Royals,0,0,July 3 2019,0
Minnesota Twins,0,Oakland Athletics,0,0,July 3 2019,0
San Francisco Giants,0,San Diego Padres,0,0,July 3 2019,0
Arizona D'Backs,0,Los Angeles Dodgers,0,0,July 3 2019,0
St. Louis Cardinals,0,Seattle Mariners,0,0,July 3 2019,0
Miami Marlins,0,Washington Nationals,0,0,July 4 2019,0
Cleveland Indians,0,Kansas City Royals,0,0,July 4 2019,0
Detroit Tigers,0,Chicago White Sox,0,0,July 4 2019,0
Milwaukee Brewers,0,Cincinnati Reds,0,0,July 4 2019,0
Chicago Cubs,0,Pittsburgh Pirates,0,0,July 4 2019,0
Minnesota Twins,0,Oakland Athletics,0,0,July 4 2019,0
St. Louis Cardinals,0,Seattle Mariners,0,0,July 4 2019,0
New York Yankees,0,Tampa Bay Rays,0,0,July 4 2019,0
Boston Red Sox,0,Toronto Blue Jays,0,0,July 4 2019,0
Philadelphia Phillies,0,Atlanta Braves,0,0,July 4 2019,0
Los Angeles Angels,0,Texas Rangers,0,0,July 4 2019,0
San Diego Padres,0,Los Angeles Dodgers,0,0,July 4 2019,0
Kansas City Royals,0,Washington Nationals,0,0,July 5 2019,0
Milwaukee Brewers,0,Pittsburgh Pirates,0,0,July 5 2019,0
Baltimore Orioles,0,Toronto Blue Jays,0,0,July 5 2019,0
New York Yankees,0,Tampa Bay Rays,0,0,July 5 2019,0
Philadelphia Phillies,0,New York Mets,0,0,July 5 2019,0
Boston Red Sox,0,Detroit Tigers,0,0,July 5 2019,0
Miami Marlins,0,Atlanta Braves,0,0,July 5 2019,0
Texas Rangers,0,Minnesota Twins,0,0,July 5 2019,0
Los Angeles Angels,0,Houston Astros,0,0,July 5 2019,0
Colorado Rockies,0,Arizona D'Backs,0,0,July 5 2019,0
San Diego Padres,0,Los Angeles Dodgers,0,0,July 5 2019,0
Oakland Athletics,0,Seattle Mariners,0,0,July 5 2019,0
St. Louis Cardinals,0,San Francisco Giants,0,0,July 5 2019,0
Texas Rangers,0,Minnesota Twins,0,0,July 6 2019,0
Baltimore Orioles,0,Toronto Blue Jays,0,0,July 6 2019,0
Milwaukee Brewers,0,Pittsburgh Pirates,0,0,July 6 2019,0
Kansas City Royals,0,Washington Nationals,0,0,July 6 2019,0
Boston Red Sox,0,Detroit Tigers,0,0,July 6 2019,0
Miami Marlins,0,Atlanta Braves,0,0,July 6 2019,0
New York Yankees,0,Tampa Bay Rays,0,0,July 6 2019,0
Cleveland Indians,0,Cincinnati Reds,0,0,July 6 2019,0
Chicago Cubs,0,Chicago White Sox,0,0,July 6 2019,0
Philadelphia Phillies,0,New York Mets,0,0,July 6 2019,0
Los Angeles Angels,0,Houston Astros,0,0,July 6 2019,0
St. Louis Cardinals,0,San Francisco Giants,0,0,July 6 2019,0
Oakland Athletics,0,Seattle Mariners,0,0,July 6 2019,0
San Diego Padres,0,Los Angeles Dodgers,0,0,July 6 2019,0
Colorado Rockies,0,Arizona D'Backs,0,0,July 6 2019,0
Baltimore Orioles,0,Toronto Blue Jays,0,0,July 7 2019,0
Cleveland Indians,0,Cincinnati Reds,0,0,July 7 2019,0
Boston Red Sox,0,Detroit Tigers,0,0,July 7 2019,0
New York Yankees,0,Tampa Bay Rays,0,0,July 7 2019,0
Philadelphia Phillies,0,New York Mets,0,0,July 7 2019,0
Miami Marlins,0,Atlanta Braves,0,0,July 7 2019,0
Kansas City Royals,0,Washington Nationals,0,0,July 7 2019,0
Milwaukee Brewers,0,Pittsburgh Pirates,0,0,July 7 2019,0
Texas Rangers,0,Minnesota Twins,0,0,July 7 2019,0
Los Angeles Angels,0,Houston Astros,0,0,July 7 2019,0
Chicago Cubs,0,Chicago White Sox,0,0,July 7 2019,0
St. Louis Cardinals,0,San Francisco Giants,0,0,July 7 2019,0
San Diego Padres,0,Los Angeles Dodgers,0,0,July 7 2019,0
Oakland Athletics,0,Seattle Mariners,0,0,July 7 2019,0
Colorado Rockies,0,Arizona D'Backs,0,0,July 7 2019,0
Houston Astros,0,Texas Rangers,0,0,July 11 2019,0
Pittsburgh Pirates,0,Chicago Cubs,0,0,July 12 2019,0
Washington Nationals,0,Philadelphia Phillies,0,0,July 12 2019,0
Tampa Bay Rays,0,Baltimore Orioles,0,0,July 12 2019,0
Toronto Blue Jays,0,New York Yankees,0,0,July 12 2019,0
New York Mets,0,Miami Marlins,0,0,July 12 2019,0
Los Angeles Dodgers,0,Boston Red Sox,0,0,July 12 2019,0
Minnesota Twins,0,Cleveland Indians,0,0,July 12 2019,0
Houston Astros,0,Texas Rangers,0,0,July 12 2019,0
San Francisco Giants,0,Milwaukee Brewers,0,0,July 12 2019,0
Detroit Tigers,0,Kansas City Royals,0,0,July 12 2019,0
Arizona D'Backs,0,St. Louis Cardinals,0,0,July 12 2019,0
Cincinnati Reds,0,Colorado Rockies,0,0,July 12 2019,0
Chicago White Sox,0,Oakland Athletics,0,0,July 12 2019,0
Seattle Mariners,0,Los Angeles Angels,0,0,July 12 2019,0
Atlanta Braves,0,San Diego Padres,0,0,July 12 2019,0
Toronto Blue Jays,0,New York Yankees,0,0,July 13 2019,0
Pittsburgh Pirates,0,Chicago Cubs,0,0,July 13 2019,0
Chicago White Sox,0,Oakland Athletics,0,0,July 13 2019,0
New York Mets,0,Miami Marlins,0,0,July 13 2019,0
Tampa Bay Rays,0,Baltimore Orioles,0,0,July 13 2019,0
Minnesota Twins,0,Cleveland Indians,0,0,July 13 2019,0
Los Angeles Dodgers,0,Boston Red Sox,0,0,July 13 2019,0
Detroit Tigers,0,Kansas City Royals,0,0,July 13 2019,0
Washington Nationals,0,Philadelphia Phillies,0,0,July 13 2019,0
San Francisco Giants,0,Milwaukee Brewers,0,0,July 13 2019,0
Arizona D'Backs,0,St. Louis Cardinals,0,0,July 13 2019,0
Houston Astros,0,Texas Rangers,0,0,July 13 2019,0
Cincinnati Reds,0,Colorado Rockies,0,0,July 13 2019,0
Atlanta Braves,0,San Diego Padres,0,0,July 13 2019,0
Seattle Mariners,0,Los Angeles Angels,0,0,July 13 2019,0
Tampa Bay Rays,0,Baltimore Orioles,0,0,July 14 2019,0
Washington Nationals,0,Philadelphia Phillies,0,0,July 14 2019,0
Toronto Blue Jays,0,New York Yankees,0,0,July 14 2019,0
New York Mets,0,Miami Marlins,0,0,July 14 2019,0
Minnesota Twins,0,Cleveland Indians,0,0,July 14 2019,0
San Francisco Giants,0,Milwaukee Brewers,0,0,July 14 2019,0
Arizona D'Backs,0,St. Louis Cardinals,0,0,July 14 2019,0
Detroit Tigers,0,Kansas City Royals,0,0,July 14 2019,0
Pittsburgh Pirates,0,Chicago Cubs,0,0,July 14 2019,0
Houston Astros,0,Texas Rangers,0,0,July 14 2019,0
Cincinnati Reds,0,Colorado Rockies,0,0,July 14 2019,0
Chicago White Sox,0,Oakland Athletics,0,0,July 14 2019,0
Seattle Mariners,0,Los Angeles Angels,0,0,July 14 2019,0
Atlanta Braves,0,San Diego Padres,0,0,July 14 2019,0
Los Angeles Dodgers,0,Boston Red Sox,0,0,July 14 2019,0
Los Angeles Dodgers,0,Philadelphia Phillies,0,0,July 15 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,July 15 2019,0
Toronto Blue Jays,0,Boston Red Sox,0,0,July 15 2019,0
Detroit Tigers,0,Cleveland Indians,0,0,July 15 2019,0
Cincinnati Reds,0,Chicago Cubs,0,0,July 15 2019,0
Atlanta Braves,0,Milwaukee Brewers,0,0,July 15 2019,0
Pittsburgh Pirates,0,St. Louis Cardinals,0,0,July 15 2019,0
Chicago White Sox,0,Kansas City Royals,0,0,July 15 2019,0
San Francisco Giants,0,Colorado Rockies,0,0,July 15 2019,0
Houston Astros,0,Los Angeles Angels,0,0,July 15 2019,0
Washington Nationals,0,Baltimore Orioles,0,0,July 16 2019,0
Los Angeles Dodgers,0,Philadelphia Phillies,0,0,July 16 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,July 16 2019,0
San Diego Padres,0,Miami Marlins,0,0,July 16 2019,0
Toronto Blue Jays,0,Boston Red Sox,0,0,July 16 2019,0
Detroit Tigers,0,Cleveland Indians,0,0,July 16 2019,0
Arizona D'Backs,0,Texas Rangers,0,0,July 16 2019,0
Cincinnati Reds,0,Chicago Cubs,0,0,July 16 2019,0
Atlanta Braves,0,Milwaukee Brewers,0,0,July 16 2019,0
New York Mets,0,Minnesota Twins,0,0,July 16 2019,0
Chicago White Sox,0,Kansas City Royals,0,0,July 16 2019,0
Pittsburgh Pirates,0,St. Louis Cardinals,0,0,July 16 2019,0
San Francisco Giants,0,Colorado Rockies,0,0,July 16 2019,0
Seattle Mariners,0,Oakland Athletics,0,0,July 16 2019,0
Houston Astros,0,Los Angeles Angels,0,0,July 16 2019,0
New York Mets,0,Minnesota Twins,0,0,July 17 2019,0
Pittsburgh Pirates,0,St. Louis Cardinals,0,0,July 17 2019,0
Atlanta Braves,0,Milwaukee Brewers,0,0,July 17 2019,0
Cincinnati Reds,0,Chicago Cubs,0,0,July 17 2019,0
San Francisco Giants,0,Colorado Rockies,0,0,July 17 2019,0
Seattle Mariners,0,Oakland Athletics,0,0,July 17 2019,0
Los Angeles Dodgers,0,Philadelphia Phillies,0,0,July 17 2019,0
Washington Nationals,0,Baltimore Orioles,0,0,July 17 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,July 17 2019,0
Detroit Tigers,0,Cleveland Indians,0,0,July 17 2019,0
Toronto Blue Jays,0,Boston Red Sox,0,0,July 17 2019,0
San Diego Padres,0,Miami Marlins,0,0,July 17 2019,0
Arizona D'Backs,0,Texas Rangers,0,0,July 17 2019,0
Chicago White Sox,0,Kansas City Royals,0,0,July 17 2019,0
Houston Astros,0,Los Angeles Angels,0,0,July 17 2019,0
San Diego Padres,0,Miami Marlins,0,0,July 18 2019,0
Los Angeles Dodgers,0,Philadelphia Phillies,0,0,July 18 2019,0
Toronto Blue Jays,0,Boston Red Sox,0,0,July 18 2019,0
Chicago White Sox,0,Kansas City Royals,0,0,July 18 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,July 18 2019,0
St. Louis Cardinals,0,Cincinnati Reds,0,0,July 18 2019,0
Detroit Tigers,0,Cleveland Indians,0,0,July 18 2019,0
Washington Nationals,0,Atlanta Braves,0,0,July 18 2019,0
Oakland Athletics,0,Minnesota Twins,0,0,July 18 2019,0
Houston Astros,0,Los Angeles Angels,0,0,July 18 2019,0
Milwaukee Brewers,0,Arizona D'Backs,0,0,July 18 2019,0
New York Mets,0,San Francisco Giants,0,0,July 18 2019,0
San Diego Padres,0,Chicago Cubs,0,0,July 19 2019,0
Boston Red Sox,0,Baltimore Orioles,0,0,July 19 2019,0
Philadelphia Phillies,0,Pittsburgh Pirates,0,0,July 19 2019,0
Colorado Rockies,0,New York Yankees,0,0,July 19 2019,0
Chicago White Sox,0,Tampa Bay Rays,0,0,July 19 2019,0
St. Louis Cardinals,0,Cincinnati Reds,0,0,July 19 2019,0
Kansas City Royals,0,Cleveland Indians,0,0,July 19 2019,0
Toronto Blue Jays,0,Detroit Tigers,0,0,July 19 2019,0
Washington Nationals,0,Atlanta Braves,0,0,July 19 2019,0
Oakland Athletics,0,Minnesota Twins,0,0,July 19 2019,0
Texas Rangers,0,Houston Astros,0,0,July 19 2019,0
Milwaukee Brewers,0,Arizona D'Backs,0,0,July 19 2019,0
Miami Marlins,0,Los Angeles Dodgers,0,0,July 19 2019,0
Los Angeles Angels,0,Seattle Mariners,0,0,July 19 2019,0
New York Mets,0,San Francisco Giants,0,0,July 19 2019,0
Colorado Rockies,0,New York Yankees,0,0,July 20 2019,0
San Diego Padres,0,Chicago Cubs,0,0,July 20 2019,0
New York Mets,0,San Francisco Giants,0,0,July 20 2019,0
Chicago White Sox,0,Tampa Bay Rays,0,0,July 20 2019,0
Toronto Blue Jays,0,Detroit Tigers,0,0,July 20 2019,0
Boston Red Sox,0,Baltimore Orioles,0,0,July 20 2019,0
Philadelphia Phillies,0,Pittsburgh Pirates,0,0,July 20 2019,0
Oakland Athletics,0,Minnesota Twins,0,0,July 20 2019,0
Texas Rangers,0,Houston Astros,0,0,July 20 2019,0
Kansas City Royals,0,Cleveland Indians,0,0,July 20 2019,0
St. Louis Cardinals,0,Cincinnati Reds,0,0,July 20 2019,0
Washington Nationals,0,Atlanta Braves,0,0,July 20 2019,0
Milwaukee Brewers,0,Arizona D'Backs,0,0,July 20 2019,0
Miami Marlins,0,Los Angeles Dodgers,0,0,July 20 2019,0
Los Angeles Angels,0,Seattle Mariners,0,0,July 20 2019,0
Boston Red Sox,0,Baltimore Orioles,0,0,July 21 2019,0
Colorado Rockies,0,New York Yankees,0,0,July 21 2019,0
Chicago White Sox,0,Tampa Bay Rays,0,0,July 21 2019,0
St. Louis Cardinals,0,Cincinnati Reds,0,0,July 21 2019,0
Kansas City Royals,0,Cleveland Indians,0,0,July 21 2019,0
Toronto Blue Jays,0,Detroit Tigers,0,0,July 21 2019,0
Washington Nationals,0,Atlanta Braves,0,0,July 21 2019,0
Philadelphia Phillies,0,Pittsburgh Pirates,0,0,July 21 2019,0
Oakland Athletics,0,Minnesota Twins,0,0,July 21 2019,0
Texas Rangers,0,Houston Astros,0,0,July 21 2019,0
San Diego Padres,0,Chicago Cubs,0,0,July 21 2019,0
New York Mets,0,San Francisco Giants,0,0,July 21 2019,0
Miami Marlins,0,Los Angeles Dodgers,0,0,July 21 2019,0
Los Angeles Angels,0,Seattle Mariners,0,0,July 21 2019,0
Milwaukee Brewers,0,Arizona D'Backs,0,0,July 21 2019,0
Colorado Rockies,0,Washington Nationals,0,0,July 22 2019,0
St. Louis Cardinals,0,Pittsburgh Pirates,0,0,July 22 2019,0
Cleveland Indians,0,Toronto Blue Jays,0,0,July 22 2019,0
Boston Red Sox,0,Tampa Bay Rays,0,0,July 22 2019,0
Oakland Athletics,0,Houston Astros,0,0,July 22 2019,0
Cincinnati Reds,0,Milwaukee Brewers,0,0,July 22 2019,0
New York Yankees,0,Minnesota Twins,0,0,July 22 2019,0
Miami Marlins,0,Chicago White Sox,0,0,July 22 2019,0
Baltimore Orioles,0,Arizona D'Backs,0,0,July 22 2019,0
Chicago Cubs,0,San Francisco Giants,0,0,July 22 2019,0
Texas Rangers,0,Seattle Mariners,0,0,July 22 2019,0
Colorado Rockies,0,Washington Nationals,0,0,July 23 2019,0
St. Louis Cardinals,0,Pittsburgh Pirates,0,0,July 23 2019,0
Cleveland Indians,0,Toronto Blue Jays,0,0,July 23 2019,0
Philadelphia Phillies,0,Detroit Tigers,0,0,July 23 2019,0
Boston Red Sox,0,Tampa Bay Rays,0,0,July 23 2019,0
San Diego Padres,0,New York Mets,0,0,July 23 2019,0
Kansas City Royals,0,Atlanta Braves,0,0,July 23 2019,0
New York Yankees,0,Minnesota Twins,0,0,July 23 2019,0
Cincinnati Reds,0,Milwaukee Brewers,0,0,July 23 2019,0
Oakland Athletics,0,Houston Astros,0,0,July 23 2019,0
Miami Marlins,0,Chicago White Sox,0,0,July 23 2019,0
Baltimore Orioles,0,Arizona D'Backs,0,0,July 23 2019,0
Chicago Cubs,0,San Francisco Giants,0,0,July 23 2019,0
Los Angeles Angels,0,Los Angeles Dodgers,0,0,July 23 2019,0
Texas Rangers,0,Seattle Mariners,0,0,July 23 2019,0
Boston Red Sox,0,Tampa Bay Rays,0,0,July 24 2019,0
Philadelphia Phillies,0,Detroit Tigers,0,0,July 24 2019,0
Oakland Athletics,0,Houston Astros,0,0,July 24 2019,0
Cincinnati Reds,0,Milwaukee Brewers,0,0,July 24 2019,0
Baltimore Orioles,0,Arizona D'Backs,0,0,July 24 2019,0
Texas Rangers,0,Seattle Mariners,0,0,July 24 2019,0
Chicago Cubs,0,San Francisco Giants,0,0,July 24 2019,0
St. Louis Cardinals,0,Pittsburgh Pirates,0,0,July 24 2019,0
Colorado Rockies,0,Washington Nationals,0,0,July 24 2019,0
Cleveland Indians,0,Toronto Blue Jays,0,0,July 24 2019,0
San Diego Padres,0,New York Mets,0,0,July 24 2019,0
Kansas City Royals,0,Atlanta Braves,0,0,July 24 2019,0
Miami Marlins,0,Chicago White Sox,0,0,July 24 2019,0
New York Yankees,0,Minnesota Twins,0,0,July 24 2019,0
Los Angeles Angels,0,Los Angeles Dodgers,0,0,July 24 2019,0
San Diego Padres,0,New York Mets,0,0,July 25 2019,0
St. Louis Cardinals,0,Pittsburgh Pirates,0,0,July 25 2019,0
Colorado Rockies,0,Washington Nationals,0,0,July 25 2019,0
New York Yankees,0,Boston Red Sox,0,0,July 25 2019,0
Minnesota Twins,0,Chicago White Sox,0,0,July 25 2019,0
Cleveland Indians,0,Kansas City Royals,0,0,July 25 2019,0
Baltimore Orioles,0,Los Angeles Angels,0,0,July 25 2019,0
Texas Rangers,0,Oakland Athletics,0,0,July 25 2019,0
Detroit Tigers,0,Seattle Mariners,0,0,July 25 2019,0
Colorado Rockies,0,Cincinnati Reds,0,0,July 26 2019,0
Los Angeles Dodgers,0,Washington Nationals,0,0,July 26 2019,0
Atlanta Braves,0,Philadelphia Phillies,0,0,July 26 2019,0
Tampa Bay Rays,0,Toronto Blue Jays,0,0,July 26 2019,0
Pittsburgh Pirates,0,New York Mets,0,0,July 26 2019,0
Arizona D'Backs,0,Miami Marlins,0,0,July 26 2019,0
New York Yankees,0,Boston Red Sox,0,0,July 26 2019,0
Chicago Cubs,0,Milwaukee Brewers,0,0,July 26 2019,0
Minnesota Twins,0,Chicago White Sox,0,0,July 26 2019,0
Cleveland Indians,0,Kansas City Royals,0,0,July 26 2019,0
Houston Astros,0,St. Louis Cardinals,0,0,July 26 2019,0
Texas Rangers,0,Oakland Athletics,0,0,July 26 2019,0
Baltimore Orioles,0,Los Angeles Angels,0,0,July 26 2019,0
San Francisco Giants,0,San Diego Padres,0,0,July 26 2019,0
Detroit Tigers,0,Seattle Mariners,0,0,July 26 2019,0
Tampa Bay Rays,0,Toronto Blue Jays,0,0,July 27 2019,0
Los Angeles Dodgers,0,Washington Nationals,0,0,July 27 2019,0
New York Yankees,0,Boston Red Sox,0,0,July 27 2019,0
Detroit Tigers,0,Seattle Mariners,0,0,July 27 2019,0
Arizona D'Backs,0,Miami Marlins,0,0,July 27 2019,0
Atlanta Braves,0,Philadelphia Phillies,0,0,July 27 2019,0
Pittsburgh Pirates,0,New York Mets,0,0,July 27 2019,0
Chicago Cubs,0,Milwaukee Brewers,0,0,July 27 2019,0
Colorado Rockies,0,Cincinnati Reds,0,0,July 27 2019,0
Minnesota Twins,0,Chicago White Sox,0,0,July 27 2019,0
Cleveland Indians,0,Kansas City Royals,0,0,July 27 2019,0
Houston Astros,0,St. Louis Cardinals,0,0,July 27 2019,0
San Francisco Giants,0,San Diego Padres,0,0,July 27 2019,0
Texas Rangers,0,Oakland Athletics,0,0,July 27 2019,0
Baltimore Orioles,0,Los Angeles Angels,0,0,July 27 2019,0
Atlanta Braves,0,Philadelphia Phillies,0,0,July 28 2019,0
Tampa Bay Rays,0,Toronto Blue Jays,0,0,July 28 2019,0
Pittsburgh Pirates,0,New York Mets,0,0,July 28 2019,0
Colorado Rockies,0,Cincinnati Reds,0,0,July 28 2019,0
Arizona D'Backs,0,Miami Marlins,0,0,July 28 2019,0
Los Angeles Dodgers,0,Washington Nationals,0,0,July 28 2019,0
Chicago Cubs,0,Milwaukee Brewers,0,0,July 28 2019,0
Minnesota Twins,0,Chicago White Sox,0,0,July 28 2019,0
Cleveland Indians,0,Kansas City Royals,0,0,July 28 2019,0
Houston Astros,0,St. Louis Cardinals,0,0,July 28 2019,0
Texas Rangers,0,Oakland Athletics,0,0,July 28 2019,0
Baltimore Orioles,0,Los Angeles Angels,0,0,July 28 2019,0
San Francisco Giants,0,San Diego Padres,0,0,July 28 2019,0
Detroit Tigers,0,Seattle Mariners,0,0,July 28 2019,0
New York Yankees,0,Boston Red Sox,0,0,July 28 2019,0
Atlanta Braves,0,Washington Nationals,0,0,July 29 2019,0
Pittsburgh Pirates,0,Cincinnati Reds,0,0,July 29 2019,0
Arizona D'Backs,0,Miami Marlins,0,0,July 29 2019,0
Toronto Blue Jays,0,Kansas City Royals,0,0,July 29 2019,0
Los Angeles Dodgers,0,Colorado Rockies,0,0,July 29 2019,0
Detroit Tigers,0,Los Angeles Angels,0,0,July 29 2019,0
Baltimore Orioles,0,San Diego Padres,0,0,July 29 2019,0
Baltimore Orioles,0,San Diego Padres,0,0,July 30 2019,0
Atlanta Braves,0,Washington Nationals,0,0,July 30 2019,0
San Francisco Giants,0,Philadelphia Phillies,0,0,July 30 2019,0
Arizona D'Backs,0,New York Yankees,0,0,July 30 2019,0
Minnesota Twins,0,Miami Marlins,0,0,July 30 2019,0
Houston Astros,0,Cleveland Indians,0,0,July 30 2019,0
Pittsburgh Pirates,0,Cincinnati Reds,0,0,July 30 2019,0
Tampa Bay Rays,0,Boston Red Sox,0,0,July 30 2019,0
Seattle Mariners,0,Texas Rangers,0,0,July 30 2019,0
New York Mets,0,Chicago White Sox,0,0,July 30 2019,0
Toronto Blue Jays,0,Kansas City Royals,0,0,July 30 2019,0
Chicago Cubs,0,St. Louis Cardinals,0,0,July 30 2019,0
Los Angeles Dodgers,0,Colorado Rockies,0,0,July 30 2019,0
Milwaukee Brewers,0,Oakland Athletics,0,0,July 30 2019,0
Detroit Tigers,0,Los Angeles Angels,0,0,July 30 2019,0
Atlanta Braves,0,Washington Nationals,0,0,July 31 2019,0
Pittsburgh Pirates,0,Cincinnati Reds,0,0,July 31 2019,0
Arizona D'Backs,0,New York Yankees,0,0,July 31 2019,0
Toronto Blue Jays,0,Kansas City Royals,0,0,July 31 2019,0
Los Angeles Dodgers,0,Colorado Rockies,0,0,July 31 2019,0
Detroit Tigers,0,Los Angeles Angels,0,0,July 31 2019,0
San Francisco Giants,0,Philadelphia Phillies,0,0,July 31 2019,0
Houston Astros,0,Cleveland Indians,0,0,July 31 2019,0
Tampa Bay Rays,0,Boston Red Sox,0,0,July 31 2019,0
Minnesota Twins,0,Miami Marlins,0,0,July 31 2019,0
Seattle Mariners,0,Texas Rangers,0,0,July 31 2019,0
New York Mets,0,Chicago White Sox,0,0,July 31 2019,0
Chicago Cubs,0,St. Louis Cardinals,0,0,July 31 2019,0
Milwaukee Brewers,0,Oakland Athletics,0,0,July 31 2019,0
Minnesota Twins,0,Miami Marlins,0,0,August 1 2019,0
San Francisco Giants,0,Philadelphia Phillies,0,0,August 1 2019,0
New York Mets,0,Chicago White Sox,0,0,August 1 2019,0
Milwaukee Brewers,0,Oakland Athletics,0,0,August 1 2019,0
Toronto Blue Jays,0,Baltimore Orioles,0,0,August 1 2019,0
Tampa Bay Rays,0,Boston Red Sox,0,0,August 1 2019,0
Houston Astros,0,Cleveland Indians,0,0,August 1 2019,0
Chicago Cubs,0,St. Louis Cardinals,0,0,August 1 2019,0
Cincinnati Reds,0,Atlanta Braves,0,0,August 1 2019,0
San Diego Padres,0,Los Angeles Dodgers,0,0,August 1 2019,0
Milwaukee Brewers,0,Chicago Cubs,0,0,August 2 2019,0
Toronto Blue Jays,0,Baltimore Orioles,0,0,August 2 2019,0
New York Mets,0,Pittsburgh Pirates,0,0,August 2 2019,0
Chicago White Sox,0,Philadelphia Phillies,0,0,August 2 2019,0
Boston Red Sox,0,New York Yankees,0,0,August 2 2019,0
Los Angeles Angels,0,Cleveland Indians,0,0,August 2 2019,0
Cincinnati Reds,0,Atlanta Braves,0,0,August 2 2019,0
Detroit Tigers,0,Texas Rangers,0,0,August 2 2019,0
Kansas City Royals,0,Minnesota Twins,0,0,August 2 2019,0
Seattle Mariners,0,Houston Astros,0,0,August 2 2019,0
San Francisco Giants,0,Colorado Rockies,0,0,August 2 2019,0
Washington Nationals,0,Arizona D'Backs,0,0,August 2 2019,0
San Diego Padres,0,Los Angeles Dodgers,0,0,August 2 2019,0
Milwaukee Brewers,0,Chicago Cubs,0,0,August 3 2019,0
