2P,2PA,2PCT,3P,3PA,3PAr,3PCT,AST,BLK,DEF-FT/FGA,DEF-TOV%,DEF-eFG%,DRB,DRB%,DRtg,FG,FGA,FGPCT,FTA,FTM,FTPCT,FTr,L,MOV,OFF-FT/FGA,OFF-TOV%,OFF-eFG%,ORB,ORB%,ORtg,PACE,PF,PL,PTS,PW,SOS,SRS,STL,TOV,TRB,W,o2P,o2PA,o2PCT,o3P,o3PA,o3PCT,oAST,oBLK,oDRB,oFG,oFGA,oFGPCT,oFTA,oFTM,oFTPCT,oORB,oPF,oPTS,oSTL,oTOV,oTRB,team
25.7,46.4,.554,15.4,44.3,.488,.348,21.5,5.1,.194,13.5,.528,34.6,75.6,110.2,41.1,90.7,.454,26.0,20.5,.787,.287,24,3.75,.226,12.6,.539,10.4,22.4,113.8,103.3,21.6,25,118.1,39,0.03,3.78,8.5,14.7,44.9,40,29.9,56.3,.532,12.3,35.2,.348,25.3,4.9,35.9,42.2,91.5,.461,23.3,17.8,.761,11.1,20.8,114.4,7.9,15.8,47.0,Houston Rockets
32.2,60.9,.529,10.0,27.5,.311,.363,25.9,5.1,.193,12.8,.513,34.0,77.1,108.3,42.2,88.4,.477,19.1,15.1,.787,.217,26,1.94,.170,11.9,.533,8.8,20.3,110.3,98.5,19.6,28,109.3,37,-0.33,1.61,7.2,13.1,42.8,39,28.0,54.9,.510,11.4,33.2,.345,23.2,4.5,34.6,39.5,88.1,.448,21.6,17.0,.789,10.1,18.6,107.4,6.8,14.4,44.7,Indiana Pacers
29.5,56.5,.522,12.2,33.2,.370,.366,23.8,5.0,.210,12.3,.503,37.0,77.3,107.2,41.6,89.7,.464,26.2,20.8,.792,.293,20,6.52,.232,12.7,.532,11.0,24.0,113.6,101.8,22.0,20,116.2,44,0.22,6.74,7.1,14.8,48.0,44,27.4,55.0,.498,12.0,35.2,.341,23.6,4.9,34.6,39.4,90.3,.436,24.8,18.9,.762,10.9,22.8,109.7,7.9,14.2,45.5,Los Angeles Clippers
31.8,57.1,.556,11.2,31.4,.355,.355,25.9,6.8,.202,13.8,.509,35.5,78.4,105.6,42.9,88.6,.485,23.7,17.3,.730,.268,14,7.41,.196,13.2,.548,10.6,24.6,113.0,100.9,20.6,18,114.3,45,0.34,7.75,8.6,15.1,46.1,49,27.7,54.8,.506,11.3,33.0,.342,23.2,3.7,32.5,39.0,87.7,.444,22.8,17.7,.774,9.8,21.4,106.9,8.2,15.7,42.3,Los Angeles Lakers
31.8,59.9,.531,10.9,31.1,.341,.352,27.0,5.6,.213,12.6,.520,36.3,77.6,110.4,42.8,91.0,.470,21.3,16.2,.761,.234,33,-1.08,.178,13.2,.530,10.4,23.2,109.4,102.8,20.8,35,112.6,30,0.02,-1.05,8.0,15.3,46.7,32,28.0,55.5,.505,12.8,35.2,.363,24.8,5.3,34.5,40.8,90.7,.450,24.5,19.3,.786,10.5,19.7,113.7,7.9,14.6,45.0,Memphis Grizzlies
26.3,49.6,.530,13.4,34.8,.413,.383,26.0,4.5,.208,12.3,.522,36.0,79.7,109.4,39.6,84.4,.470,25.1,19.5,.778,.298,24,3.23,.231,13.5,.549,8.5,20.5,112.7,98.1,20.4,26,112.2,39,-0.65,2.58,7.4,14.9,44.5,41,25.7,49.0,.525,13.1,38.0,.346,24.7,4.2,33.0,38.9,87.0,.447,23.3,18.1,.776,9.2,21.5,108.9,7.5,13.7,42.2,Miami Heat
29.8,52.6,.567,13.7,38.6,.423,.356,25.9,6.0,.172,12.2,.486,42.2,81.7,101.9,43.5,91.2,.477,24.0,17.8,.742,.263,12,11.29,.196,12.8,.553,9.5,20.7,112.6,105.0,19.2,13,118.6,52,-0.85,10.44,7.4,14.9,51.7,53,25.0,55.2,.453,13.7,38.6,.356,23.8,4.6,36.3,38.7,93.8,.413,20.6,16.2,.784,9.4,21.3,107.4,7.4,14.3,45.7,Milwaukee Bucks
27.1,52.0,.521,13.3,39.7,.433,.336,23.8,5.7,.218,13.2,.541,34.3,77.2,112.2,40.4,91.6,.441,25.4,19.1,.753,.277,45,-4.30,.209,13.0,.514,10.5,22.1,108.1,103.4,21.4,40,113.3,24,0.51,-3.78,8.7,15.3,44.8,19,31.6,58.5,.539,11.6,31.9,.363,24.4,5.5,37.2,43.1,90.4,.477,25.2,19.7,.783,10.1,21.6,117.5,7.8,15.5,47.3,Minnesota Timberwolves
28.6,54.6,.525,14.0,37.6,.408,.372,27.0,5.1,.207,12.3,.531,35.8,78.1,111.6,42.6,92.2,.462,23.2,16.9,.729,.252,36,-0.83,.183,13.7,.538,11.2,24.3,110.8,103.9,21.0,34,116.2,30,1.13,0.30,7.6,16.2,47.0,28,30.9,58.3,.529,12.1,33.9,.355,24.6,4.8,35.1,42.9,92.2,.465,24.4,19.1,.782,10.0,20.6,117.0,8.6,14.5,45.1,New Orleans Pelicans
30.4,61.0,.499,9.6,28.4,.318,.337,22.1,4.7,.224,12.4,.541,34.5,78.3,113.0,40.0,89.3,.447,23.5,16.3,.694,.263,45,-6.45,.182,12.6,.501,12.0,25.8,106.5,98.6,22.2,46,105.8,20,-0.09,-6.55,7.6,14.3,46.5,21,26.6,51.1,.520,13.3,34.9,.381,24.3,5.0,34.6,39.9,86.0,.463,25.7,19.2,.749,9.6,19.8,112.3,7.2,13.7,44.2,New York Knicks
29.9,55.8,.536,10.4,29.3,.345,.355,21.9,5.0,.164,12.4,.520,34.6,76.8,109.1,40.3,85.1,.473,24.8,19.8,.797,.292,24,2.45,.233,12.3,.534,8.1,19.2,111.6,98.6,18.8,27,110.8,37,0.34,2.79,7.6,13.5,42.7,40,29.6,56.8,.522,11.4,33.2,.344,23.1,4.1,34.0,41.1,90.0,.456,18.6,14.8,.795,10.4,22.8,108.3,6.7,14.0,44.4,Oklahoma City Thunder
28.3,56.8,.498,10.9,32.0,.360,.341,24.0,5.7,.170,13.5,.535,34.2,79.0,109.0,39.2,88.8,.442,22.1,17.0,.770,.248,35,-0.97,.191,11.4,.503,10.4,22.4,108.0,98.3,17.6,35,106.4,30,0.12,-0.85,8.4,12.6,44.5,30,27.7,53.2,.522,12.4,33.4,.370,24.5,4.8,36.0,40.1,86.6,.463,19.1,14.8,.772,9.1,19.2,107.3,7.0,14.8,45.1,Orlando Magic
29.4,56.1,.523,11.4,31.6,.360,.362,25.9,5.4,.211,12.7,.522,35.1,80.4,108.2,40.8,87.7,.465,22.1,16.6,.752,.252,26,2.22,.189,12.7,.530,10.4,23.7,110.4,98.8,20.6,28,109.6,37,0.00,2.22,8.2,14.2,45.5,39,29.3,56.7,.518,10.2,28.9,.354,22.7,3.9,33.3,39.6,85.6,.462,24.3,18.0,.742,8.6,20.3,107.4,7.0,14.0,41.9,Philadelphia 76ers
29.6,56.1,.527,11.2,31.7,.361,.353,27.2,4.0,.221,14.0,.543,33.3,78.3,111.8,40.8,87.8,.464,24.0,19.8,.826,.273,39,-1.37,.226,13.3,.528,9.8,22.2,110.5,101.4,22.1,35,112.6,30,0.33,-1.04,7.8,15.1,43.1,26,29.6,55.0,.537,11.8,32.2,.368,23.8,5.6,34.4,41.4,87.2,.475,24.7,19.3,.781,9.2,22.8,113.9,8.1,16.0,43.6,Phoenix Suns
29.3,57.1,.513,12.6,33.8,.371,.372,20.2,6.2,.204,11.0,.523,35.4,75.0,114.1,41.9,90.9,.461,21.7,17.3,.798,.239,37,-1.61,.191,11.5,.530,10.1,22.0,112.5,100.7,21.4,36,113.6,30,0.49,-1.11,6.1,13.0,45.5,29,28.3,56.9,.497,13.3,35.2,.377,24.7,5.0,35.7,41.6,92.1,.451,24.3,18.8,.773,11.8,19.7,115.2,6.8,12.7,47.5,Portland Trail Blazers
27.7,53.2,.522,12.6,34.7,.395,.364,23.4,4.2,.222,13.6,.540,32.9,78.5,111.6,40.4,87.8,.459,20.3,15.6,.769,.232,36,-1.92,.178,13.0,.531,9.6,21.8,109.7,98.4,21.9,36,109.0,28,0.48,-1.44,7.6,14.4,42.5,28,27.6,50.7,.545,12.3,34.6,.355,24.5,4.3,34.5,39.9,85.3,.468,23.8,18.9,.793,9.0,19.3,110.9,7.8,15.1,43.5,Sacramento Kings
31.4,60.8,.517,10.7,28.7,.321,.371,24.5,5.5,.194,11.5,.542,35.6,79.2,113.7,42.0,89.5,.470,22.8,18.4,.809,.254,36,-1.76,.206,11.0,.529,8.8,19.5,111.9,100.0,19.2,35,113.2,28,0.57,-1.19,7.2,12.3,44.4,27,29.0,55.0,.528,13.1,34.9,.376,25.7,4.4,36.3,42.2,89.9,.469,22.7,17.4,.770,9.4,19.7,114.9,6.7,13.0,45.7,San Antonio Spurs
26.8,51.5,.521,13.8,37.0,.418,.371,25.4,4.9,.200,14.6,.502,35.5,76.1,105.2,40.6,88.5,.458,22.6,18.1,.800,.256,18,6.45,.205,12.8,.536,9.7,21.6,111.6,100.6,21.5,20,113.0,44,-0.57,5.88,8.8,14.4,45.2,46,25.0,50.0,.499,13.0,38.5,.337,25.6,5.3,35.1,37.9,88.5,.429,23.0,17.7,.768,11.2,20.0,106.5,7.0,16.8,46.3,Toronto Raptors
27.0,50.2,.537,13.2,34.4,.406,.383,22.2,4.0,.180,10.9,.514,36.3,79.0,109.4,40.1,84.6,.475,22.8,17.6,.772,.269,23,3.17,.208,13.6,.552,8.8,21.2,112.6,98.4,20.0,26,111.0,38,0.03,3.20,5.9,14.9,45.1,41,29.3,57.7,.507,11.1,31.6,.351,21.2,4.6,33.0,40.3,89.3,.452,20.9,16.1,.769,9.6,20.6,107.9,7.8,12.0,42.6,Utah Jazz
29.6,57.9,.511,12.3,33.1,.364,.372,25.3,4.3,.230,14.0,.560,31.6,74.9,115.8,41.9,91.0,.461,24.8,19.5,.787,.272,40,-4.05,.214,12.1,.528,10.1,22.0,111.9,102.8,22.6,40,115.6,24,-0.81,-4.86,8.1,14.1,41.7,24,30.9,55.5,.557,12.5,33.1,.378,25.3,5.0,35.7,43.4,88.6,.490,26.3,20.3,.772,10.6,22.4,119.7,7.5,16.3,46.3,Washington Wizards
