age,guaranteed,name,signedUsing,team,y1,y2,y2option,y3,y3option,y4,y4option,y5,y5option,y6,y6option
24,TBD,Danuel House,Two-Way Contract,Phoenix Suns,TBD,,None,,None,,None,,None,,None
22,$50000,Alec Peters,Two-Way Contract,Phoenix Suns,TBD,,None,,None,,None,,None,,None
27,$17884176,Greg Monroe,,Phoenix Suns,$17884176,,None,,None,,None,,None,,None
21,,Derrick Jones,,Phoenix Suns,$1312611,,None,,None,,None,,None,,None
26,$1069308,Isaiah Canaan,,Phoenix Suns,$1069308,,None,,None,,None,,None,,None
35,$500000,Leandro Barbosa,,Phoenix Suns,$500000,,None,,None,,None,,None,,None
24,$92160,Josh Gray,,Phoenix Suns,$92160,,None,,None,,None,,None,,None
27,$87552,Mike James,,Phoenix Suns,$87552,,None,,None,,None,,None,,None
27,$115560020,Damian Lillard,1st Round Pick,Portland Trail Blazers,$26153057,$27977689,None,$29802321,None,$31626953,None,,None,,None
26,$106633450,C.J. McCollum,1st Round Pick,Portland Trail Blazers,$23962573,$25759766,None,$27556959,None,$29354152,None,,None,,None
29,$53606557,Evan Turner,Cap Space,Portland Trail Blazers,$17131148,$17868852,None,$18606557,None,,None,,None,,None
24,$32511235,Maurice Harkless,Cap Space,Portland Trail Blazers,$10162922,$10837079,None,$11511234,None,,None,,None,,None
26,$31786516,Meyers Leonard,Cap Space,Portland Trail Blazers,$9904495,$10595506,None,$11286515,None,,None,,None,,None
27,$14276140,Al-Farouq Aminu,Cap Space,Portland Trail Blazers,$7319035,$6957105,None,,None,,None,,None,,None
28,$6352531,Ed Davis,Cap Space,Portland Trail Blazers,$6352531,,None,,None,,None,,None,,None
20,$6686160,Zach Collins,1st Round Pick,Portland Trail Blazers,$3057240,$3628920,None,$4240200,Team,$5406255,Team,,None,,None
23,$2947305,Jusuf Nurkic,1st Round Pick,Portland Trail Blazers,$2947305,,None,,None,,None,,None,,None
26,$2361360,Shabazz Napier,1st Round Pick,Portland Trail Blazers,$2361360,,None,,None,,None,,None,,None
25,$1471382,Pat Connaughton,Minimum Salary,Portland Trail Blazers,$1471382,,None,,None,,None,,None,,None
20,$3205920,Caleb Swanigan,1st Round Pick,Portland Trail Blazers,$1465920,$1740000,None,$2033160,Team,$3665787,Team,,None,,None
24,$1312611,Jake Layman,Cap Space,Portland Trail Blazers,$1312611,$1544951,None,,None,,None,,None,,None
20,,Georgios Papagiannis,10-Day Contract,Portland Trail Blazers,$74159,,None,,None,,None,,None,,None
21,TBD,Wade Baldwin,Two-Way Contract,Portland Trail Blazers,TBD,,None,,None,,None,,None,,None
21,,Wade Baldwin,,Portland Trail Blazers,,,None,,None,,None,,None,,None
27,$50000,C.J. Wilcox,Two-Way Contract,Portland Trail Blazers,TBD,,None,,None,,None,,None,,None
28,$19911003,Andrew Nicholson,,Portland Trail Blazers,$2844429,$2844429,None,$2844429,None,$2844429,None,$2844429,None,$2844429,None
35,$7653380,Anderson Varejao,,Portland Trail Blazers,$1913345,$1913345,None,$1913345,None,$1913345,None,,None,,None
28,$1000000,Festus Ezeli,,Portland Trail Blazers,$333334,$333333,None,$333333,None,,None,,None,,None
32,,Brandon Rush,,Portland Trail Blazers,$119602,,None,,None,,None,,None,,None
36,$24000000,Zach Randolph,Cap space,Sacramento Kings,$12307692,$11692308,None,,None,,None,,None,,None
27,$10337079,Iman Shumpert,Bird Rights,Sacramento Kings,$10337079,$11011234,Player,,None,,None,,None,,None
25,$27000000,Bogdan Bogdanovic,Cap space,Sacramento Kings,$9470614,$9000000,None,$8529386,None,,None,,None,,None
29,$8393000,Kosta Koufos,Cap Space,Sacramento Kings,$8393000,$8739500,Player,,None,,None,,None,,None
41,$8000000,Vince Carter,Cap space,Sacramento Kings,$8000000,,None,,None,,None,,None,,None
31,$8000000,Garrett Temple,Cap Space,Sacramento Kings,$8000000,$8000000,Player,,None,,None,,None,,None
20,$10017120,De'Aaron Fox,1st Round Pick,Sacramento Kings,$4609200,$5407920,None,$6392760,Team,$8099627,Team,,None,,None
24,$8401035,Willie Cauley-Stein,1st round pick,Sacramento Kings,$3704160,$4696875,None,,None,,None,,None,,None
24,$7509240,Buddy Hield,1st Round pick,Sacramento Kings,$3675480,$3833760,None,$4861208,Team,,None,,None,,None
22,$2451225,Bruno Caboclo,1st Round Pick,Sacramento Kings,$2451225,,None,,None,,None,,None,,None
22,$5173440,Justin Jackson,1st Round Pick,Sacramento Kings,$2365560,$2807880,None,$3280920,Team,$5029650,Team,,None,,None
19,$4066440,Harry Giles,1st Round Pick,Sacramento Kings,$1859400,$2207040,None,$2578800,Team,$3976510,Team,,None,,None
21,$2857562,Skal Labissiere,1st Round pick,Sacramento Kings,$1312611,$1544951,None,$2338847,Team,,None,,None,,None
23,$2562627,Frank Mason,,Sacramento Kings,$1184385,$1378242,None,$1618520,None,,None,,None,,None
24,$50000,JaKarr Sampson,Two-Way Contract,Sacramento Kings,TBD,,None,,None,,None,,None,,None
26,$50000,Jack Cooley,Two-Way Contract,Sacramento Kings,TBD,,None,,None,,None,,None,,None
36,$9505000,Joe Johnson,,Sacramento Kings,$9505000,,None,,None,,None,,None,,None
20,$4701840,Georgios Papagiannis,,Sacramento Kings,$2301360,$2400480,None,$3430288,Team,,None,,None,,None
38,$6400625,Matt Barnes,,Sacramento Kings,$2133542,$2133542,None,$2133541,None,,None,,None,,None
32,$2000000,Anthony Tolliver,,Sacramento Kings,$2000000,,None,,None,,None,,None,,None
32,$1500000,Arron Afflalo,,Sacramento Kings,$1500000,,None,,None,,None,,None,,None
37,$1034440,Caron Butler,,Sacramento Kings,$517220,$517220,None,,None,,None,,None,,None
32,$69808025,LaMarcus Aldridge,Cap Space,San Antonio Spurs,$21461010,$22347015,None,$26000000,None,,None,,None,,None
26,$38967814,Kawhi Leonard,Bird Rights,San Antonio Spurs,$18868625,$20099189,None,$21329752,Player,,None,,None,,None
37,$38700000,Pau Gasol,,San Antonio Spurs,$16000000,$16000000,None,$16000000,None,,None,,None,,None
35,$15453126,Tony Parker,Bird Rights,San Antonio Spurs,$15453126,,None,,None,,None,,None,,None
29,$48000000,Patty Mills,Bird Rights,San Antonio Spurs,$10714286,$11571429,None,$12428571,None,$13285714,None,,None,,None
30,$10000000,Danny Green,Bird Rights,San Antonio Spurs,$10000000,$10000000,Player,,None,,None,,None,,None
31,$8406000,Rudy Gay,MLE,San Antonio Spurs,$8406000,$8826300,Player,,None,,None,,None,,None
40,$5000000,Manu Ginobili,,San Antonio Spurs,$2500000,$2500000,None,,None,,None,,None,,None
24,$2151704,Kyle Anderson,1st Round Pick,San Antonio Spurs,$2151704,,None,,None,,None,,None,,None
26,$1524305,Joffrey Lauvergne,,San Antonio Spurs,$1524305,$1656092,Player,,None,,None,,None,,None
23,$3071760,Derrick White,1st Round Pick,San Antonio Spurs,$1404600,$1667160,None,$1948080,Team,$3516284,Team,,None,,None
25,$1312611,Davis Bertans,Minimum Salary,San Antonio Spurs,$1312611,,None,,None,,None,,None,,None
21,$2857562,Dejounte Murray,1st Round pick,San Antonio Spurs,$1312611,$1544951,None,$2321735,Team,,None,,None,,None
24,$1312611,Bryn Forbes,Minimum Salary,San Antonio Spurs,$1312611,,None,,None,,None,,None,,None
26,$815615,Brandon Paul,Minimum Salary,San Antonio Spurs,$815615,$1378242,None,,None,,None,,None,,None
24,$50000,Darrun Hilliard,Two-Way Contract,San Antonio Spurs,TBD,,None,,None,,None,,None,,None
24,$50000,Matt Costello,Two-Way Contract,San Antonio Spurs,TBD,,None,,None,,None,,None,,None
41,$3762500,Tim Duncan,,San Antonio Spurs,$1881250,$1881250,None,,None,,None,,None,,None
24,$1035200,Livio Jean-Charles,,San Antonio Spurs,$1035200,,None,,None,,None,,None,,None
31,$93000000,Kyle Lowry,Bird Rights,Toronto Raptors,$28703704,$31000000,None,$33296296,None,,None,,None,,None
28,$83219925,DeMar DeRozan,Cap Space,Toronto Raptors,$27739975,$27739975,None,$27739975,None,$27739975,Player,,None,,None
28,$65000000,Serge Ibaka,Cap space,Toronto Raptors,$20061729,$21666667,None,$23271604,None,,None,,None,,None
25,$32000001,Jonas Valanciunas,1st Round Pick,Toronto Raptors,$15460675,$16539326,None,$17617977,Player,,None,,None,,None
30,$16269842,C.J. Miles,MLE,Toronto Raptors,$7936509,$8333333,None,$8730158,Player,,None,,None,,None
25,$2947305,Lucas Nogueira,1st Round Pick,Toronto Raptors,$2947305,,None,,None,,None,,None,,None
22,$5772960,Jakob Poeltl,1st Round pick,Toronto Raptors,$2825640,$2947320,None,$3754886,Team,,None,,None,,None
20,$3597960,OG Anunoby,1st Round Pick,Toronto Raptors,$1645200,$1952760,None,$2281800,Team,$3872215,Team,,None,,None
25,$4182098,Delon Wright,1st Round pick,Toronto Raptors,$1645200,$2536898,None,,None,,None,,None,,None
22,$3073920,Malachi Richardson,1st Round pick,Toronto Raptors,$1504560,$1569360,None,$2581597,Team,,None,,None,,None
24,$31821110,Norman Powell,Cap Space,Toronto Raptors,$1471382,$9367200,None,$10116576,None,$10865952,None,$11615328,Player,,None
24,$2857562,Pascal Siakam,1st Round pick,Toronto Raptors,$1312611,$1544951,None,$2351839,Team,,None,,None,,None
24,,Fred VanVleet,Minimum Salary,Toronto Raptors,$1312611,,None,,None,,None,,None,,None
25,$815615,Alfonzo McKinnie,Minimum Salary,Toronto Raptors,$815615,$1378242,None,,None,,None,,None,,None
23,,Nigel Hayes,10-Day Contract,Toronto Raptors,$46080,,None,,None,,None,,None,,None
25,$50000,Malcolm Miller,Two-Way Contract,Toronto Raptors,TBD,,None,,None,,None,,None,,None
27,$50000,Lorenzo Brown,Two-Way Contract,Toronto Raptors,TBD,,None,,None,,None,,None,,None
27,$3000000,Justin Hamilton,,Toronto Raptors,$1000000,$1000000,None,$1000000,None,,None,,None,,None
25,$100000,K.J. McDaniels,,Toronto Raptors,$100000,,None,,None,,None,,None,,None
25,$97000000,Rudy Gobert,1st Round Pick,Utah Jazz,$21974719,$23491573,None,$25008427,None,$26525281,None,,None,,None
27,$29250000,Ricky Rubio,1st Round Pick,Utah Jazz,$14275000,$14975000,None,,None,,None,,None,,None
30,$50000002,Joe Ingles,Bird Rights,Utah Jazz,$14136364,$13045455,None,$11954546,None,$10863637,None,,None,,None
26,$12000000,Derrick Favors,1st Round Pick,Utah Jazz,$12000000,,None,,None,,None,,None,,None
26,$22382021,Alec Burks,1st Round Pick,Utah Jazz,$10845506,$11536515,None,,None,,None,,None,,None
27,$21917475,Jae Crowder,Bird Rights,Utah Jazz,$6796117,$7305825,None,$7815533,None,,None,,None,,None
33,$5250000,Thabo Sefolosha,Cap space,Utah Jazz,$5250000,$5250000,None,,None,,None,,None,,None
22,$4992385,Dante Exum,1st Round Pick,Utah Jazz,$4992385,,None,,None,,None,,None,,None
31,$4000000,Jonas Jerebko,Cap space,Utah Jazz,$4000000,$4200000,None,,None,,None,,None,,None
30,$3200000,Ekpe Udoh,Room Exception,Utah Jazz,$3200000,$3360000,None,,None,,None,,None,,None
21,$5732760,Donovan Mitchell,1st Round Pick,Utah Jazz,$2621280,$3111480,None,$3635760,Team,$5195501,Team,,None,,None
25,$1471382,Raul Neto,,Utah Jazz,$1471382,,None,,None,,None,,None,,None
20,$3094440,Tony Bradley,1st Round Pick,Utah Jazz,$1414920,$1679520,None,$1962360,Team,$3542060,Team,,None,,None
24,$815615,Royce O'Neale,Cap space,Utah Jazz,$815615,$1378242,None,$1618520,None,,None,,None,,None
24,TBD,Georges Niang,Two-Way Contract,Utah Jazz,TBD,,None,,None,,None,,None,,None
24,TBD,Erik McCree,Two-Way Contract,Utah Jazz,TBD,,None,,None,,None,,None,,None
29,$2116955,Derrick Rose,,Utah Jazz,$2116955,,None,,None,,None,,None,,None
24,$1312611,Joel Bolomboy,,Utah Jazz,$1312611,,None,,None,,None,,None,,None
24,,Naz Mitrou-Long,,Utah Jazz,$92160,,None,,None,,None,,None,,None
24,$50000,Naz Mitrou-Long,,Utah Jazz,$50000,,None,,None,,None,,None,,None
27,$50000,Eric Griffin,,Utah Jazz,$50000,,None,,None,,None,,None,,None
26,$50000,Nate Wolters,,Utah Jazz,$50000,,None,,None,,None,,None,,None
24,$78035739,Otto Porter,Bird Rights,Washington Wizards,$24773250,$26011913,None,$27250576,None,$28489239,Player,,None,,None
24,$105054563,Bradley Beal,Cap Space,Washington Wizards,$23775506,$25434263,None,$27093019,None,$28751775,None,,None,,None
27,$159705650,John Wall,Bird Rights,Washington Wizards,$18063850,$19169800,None,$37800000,None,$40824000,None,$43848000,None,$46872000,Player
31,$48055846,Ian Mahinmi,Cap Space,Washington Wizards,$16661641,$15944154,None,$15450051,None,,None,,None,,None
34,$26347827,Marcin Gortat,Bird Rights,Washington Wizards,$12782609,$13565218,None,,None,,None,,None,,None
28,$16600000,Markieff Morris,Bird Rights,Washington Wizards,$8000000,$8600000,None,,None,,None,,None,,None
32,$5225000,Jason Smith,Cap Space,Washington Wizards,$5225000,$5450000,Player,,None,,None,,None,,None
30,$3290000,Jodie Meeks,Bi-annual Exception,Washington Wizards,$3290000,$3454500,Player,,None,,None,,None,,None
26,$6129187,Tomas Satoransky,Cap Space,Washington Wizards,$3000000,$3129187,None,,None,,None,,None,,None
22,$5301670,Kelly Oubre,1st round pick,Washington Wizards,$2093040,$3208630,None,,None,,None,,None,,None
27,$2000000,Tim Frazier,Room exception,Washington Wizards,$2000000,,None,,None,,None,,None,,None
29,$1709538,Mike Scott,Minimum Salary,Washington Wizards,$1709538,,None,,None,,None,,None,,None
23,$1471382,Chris McCullough,1st Round pick,Washington Wizards,$1471382,,None,,None,,None,,None,,None
31,,Ramon Sessions,10-Day Contract,Washington Wizards,$263124,,None,,None,,None,,None,,None
23,$50000,Devin Robinson,Two-Way Contract,Washington Wizards,TBD,,None,,None,,None,,None,,None
31,$1660000,Martell Webster,,Washington Wizards,$830000,$830000,None,,None,,None,,None,,None
27,$140902,Carrick Felix,,Washington Wizards,$140902,,None,,None,,None,,None,,None
23,$50000,Michael Young,,Washington Wizards,$50000,,None,,None,,None,,None,,None
24,$50000,Daniel Ochefu,,Washington Wizards,$50000,,None,,None,,None,,None,,None
