College,Experience,Height,Name,Position,Weight,team
North Carolina State University,1,6-9,Josh Powell,PF,225,Indiana Pacers
Iowa State University,5,6-3,Jamaal Tinsley,PG,195,Indiana Pacers
University of Memphis,R,6-9,Shawne Williams,SG,225,Indiana Pacers
Duke University,7,6-8,Elton Brand,PF,275,Los Angeles Clippers
Florida State University,13,6-3,Sam Cassell,PG,185,Los Angeles Clippers
Pepperdine University,14,6-6,Doug Christie,SG,200,Los Angeles Clippers
University of Washington,R,6-2,Will Conroy,PG,195,Los Angeles Clippers
Michigan State University,R,6-11,Paul Davis,C,270,Los Angeles Clippers
Duke University,1,6-3,Daniel Ewing,PG,185,Los Angeles Clippers
Syracuse University,5,6-3,Jason Hart,PG,185,Los Angeles Clippers
University of Oregon,2,6-7,Luke Jackson,SF,215,Los Angeles Clippers
Central Michigan University,3,7-0,Chris Kaman,C,265,Los Angeles Clippers
,1,6-9,Yaroslav Korolev,SF,203,Los Angeles Clippers
,2,6-7,Shaun Livingston,PG,192,Los Angeles Clippers
Duke University,7,6-6,Corey Maggette,SF,218,Los Angeles Clippers
University of Rhode Island,8,6-4,Cuttino Mobley,SG,190,Los Angeles Clippers
Southern Methodist University,2,6-6,Quinton Ross,SG,195,Los Angeles Clippers
Murray State University,1,6-8,James Singleton,PF,216,Los Angeles Clippers
Villanova University,9,6-10,Tim Thomas,PF,230,Los Angeles Clippers
Florida State University,1,6-5,Von Wafer,SF,210,Los Angeles Clippers
Xavier University,12,6-9,Aaron Williams,PF,220,Los Angeles Clippers
Villanova University,8,6-5,Alvin Williams,PG,185,Los Angeles Clippers
,5,6-11,Kwame Brown,C,270,Los Angeles Lakers
,10,6-6,Kobe Bryant,SG,212,Los Angeles Lakers
,1,7-0,Andrew Bynum,C,285,Los Angeles Lakers
University of Illinois at Urbana-Champaign,3,6-9,Brian Cook,PF,234,Los Angeles Lakers
Wichita State University University of Texas at Austin,3,6-5,Maurice Evans,SG,220,Los Angeles Lakers
University of California Los Angeles,R,6-2,Jordan Farmar,PG,180,Los Angeles Lakers
Temple University,12,6-5,Aaron McKie,SF,209,Los Angeles Lakers
University of Rhode Island,7,6-10,Lamar Odom,PF,220,Los Angeles Lakers
Fordham University,3,6-4,Smush Parker,PG,190,Los Angeles Lakers
,5,6-10,Vladimir Radmanovic,PF,227,Los Angeles Lakers
Gonzaga University,1,6-10,Ronny Turiaf,C,249,Los Angeles Lakers
,2,6-7,Sasha Vujacic,SG,195,Los Angeles Lakers
University of Arizona,3,6-8,Luke Walton,SF,235,Los Angeles Lakers
University of North Carolina,6,6-1,Shammond Williams,PG,201,Los Angeles Lakers
University of South Florida,7,5-11,Chucky Atkins,PG,160,Memphis Grizzlies
Purdue University,6,6-8,Brian Cardinal,PF,245,Memphis Grizzlies
University of Washington,R,6-2,Will Conroy,SG,195,Memphis Grizzlies
,5,7-0,Pau Gasol,C,250,Memphis Grizzlies
University of Connecticut,R,6-8,Rudy Gay,SF,230,Memphis Grizzlies
Wingate University,2,6-4,Junior Harrington,PG,180,Memphis Grizzlies
Florida State University,R,6-9,Alexander Johnson,PF,240,Memphis Grizzlies
Rutgers University Duke University,3,6-6,Dahntay Jones,SG,225,Memphis Grizzlies
Temple University,12,6-6,Eddie Jones,SG,190,Memphis Grizzlies
University of South Carolina,R,6-6,Tarence Kinsey,SG,185,Memphis Grizzlies
Villanova University,R,6-0,Kyle Lowry,PG,205,Memphis Grizzlies
University of Florida,6,6-8,Mike Miller,SG,218,Memphis Grizzlies
University of Kentucky,7,6-9,Scott Padgett,PF,240,Memphis Grizzlies
Baylor University Mississippi State University,1,6-9,Lawrence Roberts,PF,240,Memphis Grizzlies
University of Arizona,11,5-10,Damon Stoudamire,PG,171,Memphis Grizzlies
Louisiana State University,6,6-9,Stromile Swift,C,225,Memphis Grizzlies
,6,7-2,Jake Tsakalidis,C,285,Memphis Grizzlies
Syracuse University,1,6-9,Hakim Warrick,PF,219,Memphis Grizzlies
University of Memphis,1,7-0,Earl Barron,C,250,Miami Heat
University of Utah,8,6-11,Michael Doleac,C,262,Miami Heat
University of Florida,3,6-8,Udonis Haslem,PF,235,Miami Heat
University of Miami,R,6-2,Robert Hite,SG,184,Miami Heat
Temple University,12,6-6,Eddie Jones,SG,190,Miami Heat
University of California Los Angeles,3,6-8,Jason Kapono,SF,213,Miami Heat
Georgetown University,13,6-10,Alonzo Mourning,C,240,Miami Heat
Louisiana State University,14,7-1,Shaquille O'Neal,C,325,Miami Heat
Oregon State University,16,6-4,Gary Payton,PG,180,Miami Heat
Xavier University,7,6-8,James Posey,SF,215,Miami Heat
University of Notre Dame,R,6-2,Chris Quinn,PG,185,Miami Heat
University of Kansas,1,6-9,Wayne Simien,PF,255,Miami Heat
Marquette University,3,6-4,Dwyane Wade,SG,220,Miami Heat
University of Kentucky,10,6-8,Antoine Walker,PF,224,Miami Heat
Marshall University University of Florida,8,6-1,Jason Williams,PG,190,Miami Heat
,2,6-9,Dorell Wright,SF,205,Miami Heat
Michigan State University,2,6-3,Charlie Bell,SG,200,Milwaukee Bucks
University of Maryland,3,6-3,Steve Blake,PG,172,Milwaukee Bucks
University of Utah,1,7-0,Andrew Bogut,C,260,Milwaukee Bucks
Eastern Michigan University,8,5-5,Earl Boykins,PG,135,Milwaukee Bucks
University of California Los Angeles,4,6-11,Dan Gadzuric,C,240,Milwaukee Bucks
Temple University,R,6-2,Lynn Greer,SG,175,Milwaukee Bucks
North Carolina State University,1,6-7,Julius Hodge,SG,210,Milwaukee Bucks
,R,6-10,Ersan Ilyasova,PF,235,Milwaukee Bucks
,R,6-10,Damir Markota,PF,225,Milwaukee Bucks
University of Maryland,R,6-5,Chris McCray,SG,192,Milwaukee Bucks
University of North Carolina,R,6-6,David Noel,PF,230,Milwaukee Bucks
University of Cincinnati,8,6-5,Ruben Patterson,SF,224,Milwaukee Bucks
Ohio State University,6,6-6,Michael Redd,SF,220,Milwaukee Bucks
University of Iowa,1,6-11,Jared Reiner,C,255,Milwaukee Bucks
Baylor University,8,6-9,Brian Skinner,PF,255,Milwaukee Bucks
University of Connecticut,1,6-11,Charlie Villanueva,PF,232,Milwaukee Bucks
University of Alabama,3,6-1,Mo Williams,PG,198,Milwaukee Bucks
University of Pittsburgh,6,7-0,Mark Blount,C,230,Minnesota Timberwolves
University of Iowa,8,6-6,Ricky Davis,SF,195,Minnesota Timberwolves
Villanova University,R,6-4,Randy Foye,PG,213,Minnesota Timberwolves
,11,6-11,Kevin Garnett,PF,240,Minnesota Timberwolves
Seton Hall University,4,6-10,Eddie Griffin,PF,220,Minnesota Timberwolves
Austin Peay State University,5,6-5,Trenton Hassell,SG,200,Minnesota Timberwolves
University of Missouri Southern Illinois University,9,6-1,Troy Hudson,PG,170,Minnesota Timberwolves
Duquesne University,5,6-2,Mike James,PG,188,Minnesota Timberwolves
,4,6-7,Marko Jaric,SG,198,Minnesota Timberwolves
Stanford University,6,6-9,Mark Madsen,C,240,Minnesota Timberwolves
University of North Carolina,1,6-4,Rashad McCants,SG,207,Minnesota Timberwolves
University of Mississippi,2,6-8,Justin Reed,PF,240,Minnesota Timberwolves
Boston College,R,6-7,Craig Smith,PF,250,Minnesota Timberwolves
Indiana University,1,6-3,Bracey Wright,SG,210,Minnesota Timberwolves
University of Connecticut,R,6-11,Hilton Armstrong,C,235,New Orleans/Oklahoma City Hornets
Louisiana State University,1,6-8,Brandon Bass,PF,250,New Orleans/Oklahoma City Hornets
University of Texas at San Antonio,4,6-5,Devin Brown,SG,220,New Orleans/Oklahoma City Hornets
La Salle University,4,6-7,Rasual Butler,SF,215,New Orleans/Oklahoma City Hornets
,5,7-1,Tyson Chandler,C,240,New Orleans/Oklahoma City Hornets
University of Minnesota,9,6-1,Bobby Jackson,SG,185,New Orleans/Oklahoma City Hornets
Virginia Commonwealth University Temple University,6,6-10,Marc Jackson,PF,270,New Orleans/Oklahoma City Hornets
Tulane University,3,6-8,Linton Johnson,PF,205,New Orleans/Oklahoma City Hornets
Oklahoma State University,6,6-7,Desmond Mason,SF,224,New Orleans/Oklahoma City Hornets
University of Arkansas,4,6-1,Jannero Pargo,PG,175,New Orleans/Oklahoma City Hornets
Wake Forest University,1,6-0,Chris Paul,PG,175,New Orleans/Oklahoma City Hornets
North Carolina State University,R,6-9,Cedric Simmons,PF,235,New Orleans/Oklahoma City Hornets
,8,6-9,Peja Stojakovic,SF,220,New Orleans/Oklahoma City Hornets
,R,6-8,Marcus Vinicius,SF,225,New Orleans/Oklahoma City Hornets
Xavier University,3,6-9,David West,PF,250,New Orleans/Oklahoma City Hornets
University of South Carolina,R,6-8,Renaldo Balkman,SF,208,New York Knicks
University of South Alabama Iowa State University,9,6-11,Kelvin Cato,C,255,New York Knicks
Temple University,R,6-6,Mardy Collins,SF,220,New York Knicks
University of Michigan,6,6-5,Jamal Crawford,SG,200,New York Knicks
,5,7-0,Eddy Curry,C,295,New York Knicks
University of Maryland,7,6-3,Steve Francis,SG,195,New York Knicks
University of Arizona,1,6-11,Channing Frye,PF,255,New York Knicks
Florida Agricultural and Mechanical University,6,7-0,Jerome James,C,300,New York Knicks
Indiana University,4,6-11,Jared Jeffries,SF,230,New York Knicks
University of Florida,1,6-9,David Lee,PF,245,New York Knicks
Georgia Institute of Technology,10,6-2,Stephon Marbury,PG,180,New York Knicks
University of Kentucky,R,6-10,Randolph Morris,C,266,New York Knicks
DePaul University,6,6-6,Quentin Richardson,SF,223,New York Knicks
University of Washington,1,5-9,Nate Robinson,PG,180,New York Knicks
Drexel University,10,6-7,Malik Rose,PF,250,New York Knicks
University of Connecticut,10,6-5,Ray Allen,SG,205,Seattle SuperSonics
DePaul University,R,6-9,Andre Brown,PF,245,Seattle SuperSonics
University of Kansas,2,6-10,Nick Collison,C,255,Seattle SuperSonics
University of Southern California,R,6-5,Desmon Farmer,SG,220,Seattle SuperSonics
University of Cincinnati,9,6-7,Danny Fortson,C,260,Seattle SuperSonics
,R,6-7,Mickael Gelabale,SF,215,Seattle SuperSonics
,R,7-1,Andreas Glyniadakis,C,280,Seattle SuperSonics
,8,6-10,Rashard Lewis,SF,215,Seattle SuperSonics
Louisiana State University,10,6-4,Randy Livingston,PG,209,Seattle SuperSonics
,1,7-0,Johan Petro,C,247,Seattle SuperSonics
University of Oregon,3,6-2,Luke Ridnour,PG,175,Seattle SuperSonics
,R,6-11,Mouhamed Sene,C,230,Seattle SuperSonics
University of California Los Angeles,5,6-1,Earl Watson,PG,195,Seattle SuperSonics
University of Maryland,4,6-10,Chris Wilcox,PF,221,Seattle SuperSonics
North Carolina State University University of Georgia,2,6-6,Damien Wilkins,SF,225,Seattle SuperSonics
Rice University,4,5-10,Mike Wilks,PG,185,Seattle SuperSonics
University of California Los Angeles,2,6-8,Trevor Ariza,SG,215,Orlando Magic
Florida International University,5,6-2,Carlos Arroyo,PG,202,Orlando Magic
University of Illinois at Urbana-Champaign,R,6-10,James Augustine,PF,235,Orlando Magic
Texas Tech University,9,6-11,Tony Battie,PF,230,Orlando Magic
University of Kentucky,3,6-5,Keith Bogans,SG,215,Orlando Magic
Marquette University,1,6-1,Travis Diener,PG,175,Orlando Magic
University of Missouri,6,6-3,Keyon Dooling,SG,196,Orlando Magic
University of Notre Dame,8,6-9,Pat Garrity,PF,238,Orlando Magic
Duke University,11,6-8,Grant Hill,SG,225,Orlando Magic
,2,6-11,Dwight Howard,C,265,Orlando Magic
,3,7-0,Darko Milicic,PF,250,Orlando Magic
Saint Joseph's University,2,6-0,Jameer Nelson,PG,190,Orlando Magic
South Plains College University of Houston,13,6-8,Bo Outlaw,PF,210,Orlando Magic
Duke University,R,6-4,J.J. Redick,PG,190,Orlando Magic
,6,6-10,Hedo Turkoglu,SF,220,Orlando Magic
University of Nevada Las Vegas,R,6-9,Lou Amundson,PF,220,Philadelphia 76ers
University of Memphis,R,6-7,Rodney Carney,SF,205,Philadelphia 76ers
Seton Hall University,4,6-11,Samuel Dalembert,C,255,Philadelphia 76ers
University of Detroit Mercy,3,6-4,Willie Green,SG,200,Philadelphia 76ers
Indiana University,11,6-9,Alan Henderson,PF,235,Philadelphia 76ers
DePaul University,5,7-0,Steven Hunter,PF,220,Philadelphia 76ers
University of Arizona,2,6-6,Andre Iguodala,SG,215,Philadelphia 76ers
Georgetown University,10,6-0,Allen Iverson,PG,165,Philadelphia 76ers
University of Washington,R,6-7,Bobby Jones,SF,215,Philadelphia 76ers
Creighton University,3,6-7,Kyle Korver,SF,212,Philadelphia 76ers
Oklahoma State University,R,6-8,Ivan McFarlin,PF,240,Philadelphia 76ers
University of Utah,7,6-3,Andre Miller,PG,200,Philadelphia 76ers
University of Connecticut,9,6-4,Kevin Ollie,PG,195,Philadelphia 76ers
Duke University,1,6-10,Shavlik Randolph,PF,240,Philadelphia 76ers
University of Maryland,11,6-10,Joe Smith,PF,225,Philadelphia 76ers
La Salle University,R,6-8,Steven Smith,PF,235,Philadelphia 76ers
University of Michigan,13,6-9,Chris Webber,PF,245,Philadelphia 76ers
,1,6-1,Lou Williams,PG,175,Philadelphia 76ers
University of Nevada Las Vegas,3,6-2,Marcus Banks,PG,200,Phoenix Suns
,3,6-3,Leandro Barbosa,SG,194,Phoenix Suns
Boston University Florida International University,6,6-5,Raja Bell,SG,204,Phoenix Suns
Auburn University,2,6-11,Pat Burke,C,250,Phoenix Suns
,3,6-8,Boris Diaw,PF,250,Phoenix Suns
University of Miami,3,6-8,James Jones,SF,218,Phoenix Suns
University of Georgia,7,6-8,Jumaine Jones,SF,218,Phoenix Suns
University of Nevada Las Vegas,7,6-7,Shawn Marion,SF,220,Phoenix Suns
University of California,6,6-10,Sean Marks,PF,250,Phoenix Suns
Santa Clara University,10,6-3,Steve Nash,PG,195,Phoenix Suns
University of Nebraska,12,6-7,Eric Piatkowski,SG,215,Phoenix Suns
University of Michigan,12,6-8,Jalen Rose,SF,210,Phoenix Suns
