College,Experience,Height,Name,Position,Weight,team
,R,6-11,Marcin Gortat,C,240,Orlando Magic
,3,6-11,Dwight Howard,C,265,Orlando Magic
,9,6-10,Rashard Lewis,PF,215,Orlando Magic
Saint Joseph's University,3,6-0,Jameer Nelson,PG,190,Orlando Magic
South Plains College University of Houston,14,6-8,Bo Outlaw,PF,210,Orlando Magic
Duke University,1,6-4,J.J. Redick,SG,190,Orlando Magic
,7,6-10,Hedo Turkoglu,SF,220,Orlando Magic
University of Nevada Las Vegas,1,6-9,Lou Amundson,PF,220,Philadelphia 76ers
Pennsylvania State University,8,6-11,Calvin Booth,C,230,Philadelphia 76ers
University of Memphis,1,6-7,Rodney Carney,SF,205,Philadelphia 76ers
Seton Hall University,5,6-11,Samuel Dalembert,C,255,Philadelphia 76ers
University of Iowa,5,6-8,Reggie Evans,PF,245,Philadelphia 76ers
,5,6-6,Gordan Giricek,SG,210,Philadelphia 76ers
University of Detroit Mercy,4,6-4,Willie Green,SG,200,Philadelphia 76ers
University of Arizona,3,6-6,Andre Iguodala,SF,215,Philadelphia 76ers
Creighton University,4,6-7,Kyle Korver,PF,212,Philadelphia 76ers
University of Utah,8,6-3,Andre Miller,PG,200,Philadelphia 76ers
University of Connecticut,10,6-4,Kevin Ollie,SG,195,Philadelphia 76ers
Duke University,2,6-10,Shavlik Randolph,PF,240,Philadelphia 76ers
Colorado State University,R,7-0,Jason Smith,PF,245,Philadelphia 76ers
,2,6-1,Lou Williams,PG,175,Philadelphia 76ers
Georgia Institute of Technology,R,6-8,Thaddeus Young,PF,221,Philadelphia 76ers
University of Nevada Las Vegas,4,6-2,Marcus Banks,PG,200,Phoenix Suns
,4,6-3,Leandro Barbosa,SG,194,Phoenix Suns
Boston University Florida International University,7,6-5,Raja Bell,SG,204,Phoenix Suns
,4,6-8,Boris Diaw,PF,250,Phoenix Suns
,5,6-6,Gordan Giricek,SG,210,Phoenix Suns
Duke University,12,6-8,Grant Hill,SF,225,Phoenix Suns
Tulane University,4,6-8,Linton Johnson,PF,205,Phoenix Suns
University of Nevada Las Vegas,8,6-7,Shawn Marion,PF,220,Phoenix Suns
University of California,7,6-10,Sean Marks,C,250,Phoenix Suns
Santa Clara University,11,6-3,Steve Nash,PG,195,Phoenix Suns
Louisiana State University,15,7-1,Shaquille O'Neal,C,325,Phoenix Suns
University of Nebraska,13,6-7,Eric Piatkowski,SF,215,Phoenix Suns
Baylor University,9,6-9,Brian Skinner,C,255,Phoenix Suns
,5,6-10,Amar'e Stoudemire,C,245,Phoenix Suns
University of Maryland,R,6-5,D.J. Strawberry,SG,201,Phoenix Suns
University of Wisconsin,R,6-6,Alando Tucker,SF,205,Phoenix Suns
University of Texas at Austin,1,6-11,LaMarcus Aldridge,PF,260,Portland Trail Blazers
University of Maryland,4,6-3,Steve Blake,PG,172,Portland Trail Blazers
University of Arizona,2,6-11,Channing Frye,C,255,Portland Trail Blazers
University of Florida,R,6-0,Taurean Green,PG,177,Portland Trail Blazers
Georgia Institute of Technology,2,6-3,Jarrett Jack,SG,200,Portland Trail Blazers
University of Miami,4,6-8,James Jones,SF,218,Portland Trail Blazers
University of Kansas,9,6-11,Raef LaFrentz,C,240,Portland Trail Blazers
Duke University,R,6-10,Josh McRoberts,PF,240,Portland Trail Blazers
,4,6-9,Travis Outlaw,PF,210,Portland Trail Blazers
University of Minnesota,7,7-1,Joel Przybilla,C,255,Portland Trail Blazers
,1,6-3,Sergio Rodriguez,PG,176,Portland Trail Blazers
University of Washington,1,6-6,Brandon Roy,SG,215,Portland Trail Blazers
Florida State University,2,6-5,Von Wafer,SG,210,Portland Trail Blazers
,2,6-7,Martell Webster,SF,230,Portland Trail Blazers
University of California,11,6-9,Shareef Abdur-Rahim,PF,225,Sacramento Kings
University of Arizona,9,6-1,Mike Bibby,PG,190,Sacramento Kings
Rutgers University,1,6-3,Quincy Douby,PG,175,Sacramento Kings
University of Louisville,2,6-7,Francisco Garcia,SF,195,Sacramento Kings
University of Florida University of Louisiana at Lafayette,2,6-4,Orien Greene,SG,208,Sacramento Kings
University of Washington,R,7-1,Spencer Hawes,C,245,Sacramento Kings
College of Charleston,10,6-3,Anthony Johnson,PG,190,Sacramento Kings
Rutgers University Duke University,4,6-6,Dahntay Jones,SG,225,Sacramento Kings
Western Carolina University,3,6-7,Kevin Martin,SG,199,Sacramento Kings
Purdue University,9,6-11,Brad Miller,C,244,Sacramento Kings
University of Nebraska,9,6-11,Mikki Moore,PF,225,Sacramento Kings
University of Miami,5,6-7,John Salmons,SG,210,Sacramento Kings
University of New Mexico,8,6-7,Kenny Thomas,PF,261,Sacramento Kings
,3,6-3,Beno Udrih,PG,205,Sacramento Kings
Syracuse University,R,6-11,Darryl Watkins,C,258,Sacramento Kings
University of Wyoming,1,6-10,Justin Williams,C,225,Sacramento Kings
Duke University,1,6-9,Shelden Williams,PF,250,Sacramento Kings
St. John's University,8,6-6,Metta World Peace,SF,260,Sacramento Kings
University of Memphis,11,6-11,Lorenzen Wright,C,225,Sacramento Kings
Oregon State University,12,6-6,Brent Barry,SF,185,San Antonio Spurs
University of Florida,3,6-10,Matt Bonner,PF,235,San Antonio Spurs
California State University Fullerton,11,6-7,Bruce Bowen,SF,185,San Antonio Spurs
Wake Forest University,10,6-11,Tim Duncan,C,250,San Antonio Spurs
University of California,4,7-0,Francisco Elson,C,235,San Antonio Spurs
University of Wisconsin,12,6-7,Michael Finley,SG,215,San Antonio Spurs
,5,6-6,Manu Ginobili,SG,205,San Antonio Spurs
University of Alabama,15,6-9,Robert Horry,PF,220,San Antonio Spurs
University of Cincinnati,6,6-9,DerMarr Johnson,SF,201,San Antonio Spurs
University of Washington,1,6-7,Bobby Jones,SF,215,San Antonio Spurs
University of Kansas,R,6-4,Keith Langford,SG,215,San Antonio Spurs
,R,6-11,Ian Mahinmi,C,250,San Antonio Spurs
,2,6-10,Fabricio Oberto,PF,245,San Antonio Spurs
,6,6-2,Tony Parker,PG,185,San Antonio Spurs
Delta State University,1,6-6,Jeremy Richardson,SG,185,San Antonio Spurs
University of Arizona,12,5-10,Damon Stoudamire,PG,171,San Antonio Spurs
Texas Christian University,12,6-9,Kurt Thomas,PF,230,San Antonio Spurs
University of San Francisco Portland State University,3,6-6,Ime Udoka,PF,215,San Antonio Spurs
University of Kansas,10,6-1,Jacque Vaughn,PG,190,San Antonio Spurs
University of Memphis,R,6-2,Darius Washington,SG,195,San Antonio Spurs
University of Arizona,R,6-7,Marcus Williams,SF,205,San Antonio Spurs
,1,7-0,Andrea Bargnani,PF,245,Toronto Raptors
University of Michigan,2,6-9,Maceo Baston,PF,215,Toronto Raptors
Georgia Institute of Technology,4,6-11,Chris Bosh,C,235,Toronto Raptors
,6,7-2,Primoz Brezec,C,252,Toronto Raptors
,2,6-3,Jose Calderon,PG,200,Toronto Raptors
,3,6-6,Carlos Delfino,SG,230,Toronto Raptors
University of Maryland,5,6-3,Juan Dixon,PG,164,Toronto Raptors
University of Texas at Austin,3,6-0,T.J. Ford,PG,165,Toronto Raptors
,1,6-9,Jorge Garbajosa,PF,245,Toronto Raptors
University of Central Florida Oklahoma State University,2,6-7,Joey Graham,SF,225,Toronto Raptors
University of Minnesota,3,6-9,Kris Humphries,PF,235,Toronto Raptors
Tulane University,4,6-8,Linton Johnson,PF,205,Toronto Raptors
University of California Los Angeles,4,6-8,Jason Kapono,SF,213,Toronto Raptors
University of California Los Angeles,12,5-11,Darrick Martin,PG,170,Toronto Raptors
Meridian Community College,R,6-8,Jamario Moon,SF,205,Toronto Raptors
,9,7-0,Rasho Nesterovic,C,248,Toronto Raptors
Bradley University,4,6-6,Anthony Parker,SG,215,Toronto Raptors
Rice University,R,6-6,Morris Almond,SG,225,Utah Jazz
Duke University,5,6-9,Carlos Boozer,PF,258,Utah Jazz
University of Arkansas,1,6-7,Ronnie Brewer,SG,220,Utah Jazz
Stanford University,6,6-11,Jarron Collins,C,255,Utah Jazz
,R,7-1,Kyrylo Fesenko,C,288,Utah Jazz
,5,6-6,Gordan Giricek,SG,210,Utah Jazz
Georgia Institute of Technology,9,6-7,Matt Harpring,SF,231,Utah Jazz
Syracuse University,6,6-3,Jason Hart,PG,185,Utah Jazz
,6,6-9,Andrei Kirilenko,SF,220,Utah Jazz
Creighton University,4,6-7,Kyle Korver,SG,212,Utah Jazz
,2,6-6,C.J. Miles,SG,225,Utah Jazz
Louisiana Tech University,1,6-8,Paul Millsap,PF,246,Utah Jazz
,5,6-11,Mehmet Okur,C,249,Utah Jazz
Nicholls State University Utah Valley State College,2,6-2,Ronnie Price,PG,190,Utah Jazz
University of Illinois at Urbana-Champaign,2,6-3,Deron Williams,PG,200,Utah Jazz
University of Arizona,6,6-3,Gilbert Arenas,PG,191,Washington Wizards
,2,6-11,Andray Blatche,PF,235,Washington Wizards
University of Connecticut,5,6-7,Caron Butler,SF,228,Washington Wizards
Bowling Green State University,10,6-4,Antonio Daniels,PG,195,Washington Wizards
University of North Carolina,6,7-0,Brendan Haywood,C,268,Washington Wizards
University of North Carolina,9,6-8,Antawn Jamison,PF,223,Washington Wizards
University of Virginia,3,6-5,Roger Mason,PG,200,Washington Wizards
University of California California State University Fresno,R,6-9,Dominic McGuire,SG,220,Washington Wizards
,R,7-0,Oleksiy Pecherov,C,232,Washington Wizards
Wake Forest University,4,6-9,Darius Songaila,C,248,Washington Wizards
,7,6-5,DeShawn Stevenson,SG,210,Washington Wizards
Rice University,5,5-10,Mike Wilks,PG,185,Washington Wizards
University of Southern California,R,6-7,Nick Young,SG,210,Washington Wizards
