2P,2PA,2PCT,3P,3PA,3PAr,3PCT,AST,BLK,DEF-FT/FGA,DEF-TOV%,DEF-eFG%,DRB,DRB%,DRtg,FG,FGA,FGPCT,FTA,FTM,FTPCT,FTr,L,MOV,OFF-FT/FGA,OFF-TOV%,OFF-eFG%,ORB,ORB%,ORtg,PACE,PF,PL,PTS,PW,SOS,SRS,STL,TOV,TRB,W,o2P,o2PA,o2PCT,o3P,o3PA,o3PCT,oAST,oBLK,oDRB,oFG,oFGA,oFGPCT,oFTA,oFTM,oFTPCT,oORB,oPF,oPTS,oSTL,oTOV,oTRB,team
31.0,63.8,.485,8.6,24.7,.279,.348,21.8,5.5,.214,11.7,.511,33.2,74.1,111.5,39.6,88.5,.447,21.1,16.6,.788,.239,51,-3.67,.188,12.4,.496,12.0,26.6,107.7,96.0,20.3,51,104.3,31,-0.20,-3.87,7.1,13.9,45.2,31,29.9,59.1,.506,9.8,28.2,.348,21.8,4.6,33.1,39.7,87.4,.455,24.2,18.7,.771,11.6,18.5,108.0,7.5,12.9,44.7,New York Knicks
31.0,61.6,.504,8.4,25.8,.295,.327,21.0,5.0,.218,12.5,.511,34.4,79.0,107.5,39.5,87.4,.452,25.8,19.2,.745,.295,35,0.76,.220,13.2,.500,12.2,27.9,108.3,97.8,20.9,39,106.6,43,0.39,1.14,7.9,15.0,46.6,47,30.4,60.5,.502,8.8,24.8,.356,21.4,5.5,31.5,39.2,85.3,.459,24.3,18.6,.764,9.1,20.7,105.8,8.5,13.8,40.6,Oklahoma City Thunder
29.7,60.9,.488,8.5,26.1,.300,.328,22.2,4.8,.201,11.9,.523,33.3,77.4,110.5,38.3,87.0,.440,21.4,16.0,.747,.246,53,-6.57,.184,12.1,.489,9.8,21.6,103.7,96.8,19.3,58,101.1,24,-0.04,-6.61,7.1,13.3,43.2,29,30.6,60.0,.510,9.7,26.4,.367,23.6,5.1,35.8,40.3,86.4,.467,22.7,17.4,.766,9.7,18.7,107.6,7.6,13.0,45.5,Orlando Magic
27.5,55.5,.496,10.1,29.8,.349,.340,23.8,5.1,.234,13.5,.512,33.0,75.3,108.9,37.7,85.3,.442,22.0,17.0,.771,.258,54,-5.70,.199,14.9,.501,9.8,22.4,103.2,98.5,21.9,56,102.4,26,-0.14,-5.83,8.4,16.7,42.8,28,30.7,61.0,.503,8.9,24.9,.357,22.7,5.4,34.2,39.6,85.9,.461,26.0,20.1,.773,10.8,19.6,108.1,8.6,15.1,45.0,Philadelphia 76ers
32.4,65.9,.491,7.5,22.6,.255,.332,19.6,4.9,.264,13.1,.525,33.1,76.4,112.2,39.9,88.5,.450,26.3,20.4,.776,.297,58,-5.63,.231,13.4,.493,11.9,26.0,106.6,100.3,24.8,55,107.7,27,0.49,-5.14,8.2,15.4,45.0,24,30.2,59.9,.504,10.1,26.3,.382,22.2,5.3,33.8,40.2,86.2,.467,29.1,22.8,.783,10.2,22.2,113.3,8.1,14.9,44.0,Phoenix Suns
29.2,58.4,.499,10.4,27.7,.322,.375,21.1,5.0,.241,11.6,.508,33.5,76.8,110.8,39.5,86.1,.459,23.7,18.5,.780,.275,41,-0.52,.214,12.5,.520,10.1,23.0,110.3,96.7,21.2,42,107.9,40,0.30,-0.23,7.0,13.7,43.7,41,29.9,61.1,.489,9.3,25.1,.370,20.6,5.3,33.9,39.2,86.2,.455,26.5,20.8,.785,10.1,19.8,108.5,7.7,12.8,44.0,Portland Trail Blazers
28.9,58.2,.496,9.0,23.9,.291,.376,22.5,4.0,.227,12.9,.528,32.3,76.3,111.3,37.9,82.1,.461,23.3,18.1,.775,.284,50,-3.88,.220,13.7,.516,8.7,21.0,107.3,94.9,20.3,51,102.8,31,0.58,-3.29,7.6,14.6,41.1,32,27.5,53.2,.517,10.9,30.0,.364,23.7,5.1,32.8,38.5,83.2,.462,24.2,18.9,.778,10.1,20.1,106.7,8.5,14.0,42.9,Sacramento Kings
30.1,60.2,.500,9.2,23.5,.281,.391,23.8,5.9,.192,13.5,.492,33.9,77.6,103.5,39.3,83.7,.469,22.0,17.6,.797,.263,21,7.20,.210,12.6,.524,10.0,24.0,111.1,94.2,18.3,22,105.3,60,-0.06,7.13,8.0,13.4,43.9,61,28.8,59.7,.483,8.1,23.7,.344,21.4,4.1,31.7,37.0,83.4,.443,20.8,16.0,.771,9.8,19.8,98.1,7.5,14.4,41.5,San Antonio Spurs
30.3,60.0,.505,8.8,24.3,.289,.363,18.5,4.9,.223,13.5,.507,32.6,76.3,107.8,39.2,84.4,.464,24.7,19.7,.796,.293,31,4.21,.233,11.8,.517,10.6,25.0,112.3,94.7,20.8,30,106.9,52,-0.56,3.65,8.3,12.7,43.3,51,27.5,55.6,.495,9.7,27.3,.354,21.8,4.8,31.9,37.2,82.9,.449,23.8,18.5,.780,10.1,20.3,102.6,6.7,14.6,42.1,Toronto Raptors
27.3,53.5,.511,9.6,26.0,.327,.372,20.1,5.0,.195,11.8,.493,33.8,78.9,105.3,37.0,79.5,.466,22.9,17.1,.747,.288,31,3.94,.215,13.2,.526,9.4,23.2,109.6,91.6,18.8,30,100.7,52,0.06,4.00,6.7,13.6,43.2,51,28.1,59.1,.476,8.2,22.9,.358,17.8,3.8,31.1,36.3,82.0,.443,20.7,16.0,.769,9.0,20.2,96.8,7.3,12.1,40.2,Utah Jazz
32.1,62.3,.515,9.2,24.8,.284,.372,23.9,4.1,.213,13.8,.524,32.6,75.5,109.3,41.3,87.0,.475,22.1,17.3,.784,.254,33,1.80,.199,12.8,.528,10.3,24.1,111.2,97.4,21.3,36,109.2,46,-0.45,1.36,8.5,14.2,42.9,49,29.8,58.0,.514,9.9,27.1,.364,22.8,4.6,32.5,39.7,85.1,.466,24.2,18.2,.751,10.6,19.8,107.4,7.4,15.3,43.0,Washington Wizards
