2P,2PA,2PCT,3P,3PA,3PAr,3PCT,AST,BLK,DEF-FT/FGA,DEF-TOV%,DEF-eFG%,DRB,DRB%,DRtg,FG,FGA,FGPCT,FTA,FTM,FTPCT,FTr,L,MOV,OFF-FT/FGA,OFF-TOV%,OFF-eFG%,ORB,ORB%,ORtg,PACE,PF,PL,PTS,PW,SOS,SRS,STL,TOV,TRB,W,o2P,o2PA,o2PCT,o3P,o3PA,o3PCT,oAST,oBLK,oDRB,oFG,oFGA,oFGPCT,oFTA,oFTM,oFTPCT,oORB,oPF,oPTS,oSTL,oTOV,oTRB,team
25.6,50.6,.506,11.4,32.7,.392,.348,22.2,5.0,.208,14.6,.486,32.0,72.9,103.4,37.0,83.3,.444,26.0,18.6,.715,.312,26,3.44,.223,15.0,.512,11.7,26.8,107.0,96.5,22.0,32,103.9,50,0.38,3.82,9.5,16.7,43.7,56,30.3,62.2,.487,7.4,22.9,.322,21.4,5.3,32.0,37.7,85.2,.443,23.6,17.7,.751,11.9,21.1,100.5,8.9,16.4,43.8,Houston Rockets
29.1,62.0,.469,7.5,21.2,.255,.352,21.4,4.6,.217,12.0,.478,34.4,77.9,103.2,36.6,83.2,.439,22.2,16.7,.756,.266,44,0.28,.201,13.1,.484,10.4,24.0,103.5,93.2,21.2,40,97.3,42,-0.51,-0.23,6.2,14.0,44.9,38,28.8,61.8,.465,7.2,20.9,.345,19.9,4.7,33.0,36.0,82.7,.435,23.8,17.9,.753,9.8,21.4,97.0,7.5,12.7,42.7,Indiana Pacers
29.3,56.4,.519,10.1,26.9,.322,.376,24.8,5.0,.231,13.2,.493,33.1,75.7,105.5,39.4,83.3,.473,25.2,17.9,.710,.303,26,6.59,.215,11.6,.533,9.6,22.8,112.4,94.7,21.3,24,106.7,58,0.22,6.80,7.8,12.3,42.6,56,28.1,58.4,.481,8.3,23.9,.349,23.2,3.0,32.3,36.4,82.3,.442,25.7,19.0,.741,10.6,21.5,100.1,6.7,14.3,42.9,Los Angeles Clippers
30.8,66.8,.461,6.5,18.9,.220,.344,20.9,4.5,.231,12.1,.518,32.3,76.3,110.6,37.2,85.6,.435,23.6,17.5,.741,.276,61,-6.84,.204,12.1,.473,11.6,25.4,103.4,94.0,21.2,59,98.5,23,0.67,-6.17,7.0,13.2,43.9,21,30.3,59.7,.507,8.5,23.4,.363,24.0,4.8,34.1,38.8,83.1,.466,25.8,19.2,.745,10.0,19.4,105.3,7.5,13.0,44.2,Los Angeles Lakers
32.6,67.3,.485,5.2,15.2,.184,.339,21.7,4.2,.183,14.5,.492,32.1,75.3,102.2,37.8,82.5,.458,22.8,17.6,.773,.276,27,3.24,.214,12.6,.489,10.4,24.7,105.7,92.0,19.1,32,98.3,50,0.38,3.62,8.5,13.3,42.6,55,27.9,58.5,.478,8.1,23.0,.351,20.1,5.2,31.9,36.0,81.5,.442,20.1,14.9,.742,10.5,20.3,95.1,7.4,15.3,42.4,Memphis Grizzlies
28.4,57.0,.499,6.8,20.2,.262,.335,19.8,4.5,.213,14.2,.505,30.0,73.4,106.7,35.2,77.2,.456,23.7,17.5,.741,.306,45,-2.60,.227,14.5,.500,9.1,23.2,103.9,90.9,20.0,49,94.7,33,-0.32,-2.92,7.8,14.8,39.1,37,28.0,56.5,.495,8.1,23.0,.353,21.3,4.4,30.1,36.1,79.5,.454,23.2,17.0,.730,10.9,20.9,97.3,7.9,14.8,41.0,Miami Heat
31.0,63.7,.486,6.6,18.3,.223,.363,23.6,4.9,.221,15.9,.487,31.4,73.3,102.2,37.6,82.0,.459,21.1,16.0,.757,.258,41,0.43,.195,15.5,.499,10.7,25.4,102.7,94.1,22.1,40,97.8,42,-0.52,-0.09,9.6,16.7,42.1,41,27.3,57.4,.476,8.2,24.1,.342,22.3,4.8,31.4,35.6,81.5,.437,24.3,18.0,.742,11.4,20.1,97.4,8.6,17.4,42.9,Milwaukee Bucks
31.5,68.3,.461,5.0,14.9,.179,.332,21.6,4.0,.187,13.9,.537,29.3,71.6,112.2,36.4,83.2,.438,25.7,20.0,.776,.309,66,-8.79,.240,13.7,.468,11.6,26.6,102.9,94.4,19.2,63,97.8,19,0.79,-8.00,8.1,15.0,40.9,16,32.6,61.4,.531,8.5,23.1,.367,23.6,5.5,31.9,41.1,84.5,.487,20.8,15.8,.759,11.6,21.4,106.5,8.4,15.2,43.6,Minnesota Timberwolves
30.8,63.6,.484,7.1,19.3,.233,.370,22.0,6.2,.195,11.7,.496,32.0,75.1,107.3,37.9,82.9,.457,21.8,16.4,.751,.263,37,0.79,.198,12.5,.501,11.5,27.1,108.2,91.4,18.7,39,99.4,43,0.34,1.13,6.7,13.3,43.5,45,31.4,63.5,.494,6.5,19.6,.335,20.7,5.8,30.9,37.9,83.1,.456,21.4,16.2,.759,10.6,18.7,98.6,6.8,12.2,41.5,New Orleans Pelicans
28.3,62.3,.454,6.8,19.7,.240,.347,21.3,4.7,.234,13.3,.512,29.8,73.1,110.0,35.1,82.0,.428,19.2,14.8,.769,.234,65,-9.32,.180,14.0,.470,10.6,24.5,99.9,91.2,21.6,65,91.9,17,-0.18,-9.50,7.0,14.7,40.4,17,28.5,58.1,.490,8.5,22.3,.380,21.7,4.3,32.5,37.0,80.4,.460,24.8,18.8,.759,11.0,19.1,101.2,8.0,14.1,43.5,New York Knicks
31.1,64.1,.486,7.7,22.7,.262,.339,20.5,5.5,.213,12.4,.489,34.7,75.6,105.5,38.8,86.8,.447,24.6,18.6,.754,.284,37,2.18,.214,13.1,.492,12.8,28.9,107.8,95.7,22.3,35,104.0,47,0.28,2.47,7.3,14.7,47.5,45,29.3,61.3,.479,8.3,24.2,.343,22.1,4.6,31.5,37.6,85.5,.440,24.5,18.2,.745,11.2,20.4,101.8,7.8,13.6,42.7,Oklahoma City Thunder
30.8,63.3,.486,6.8,19.5,.235,.347,20.6,3.8,.210,13.6,.514,31.8,76.0,107.7,37.5,82.8,.453,19.1,13.9,.729,.230,57,-5.72,.168,14.0,.494,10.0,23.1,101.6,93.8,20.9,57,95.7,25,-0.15,-5.87,7.9,14.9,41.8,25,29.6,59.4,.499,8.3,22.6,.368,23.4,5.4,33.4,38.0,82.0,.463,22.9,17.2,.751,10.1,17.9,101.4,7.7,14.5,43.5,Orlando Magic
25.3,56.3,.449,8.4,26.3,.319,.320,20.5,5.9,.225,15.2,.497,30.9,73.0,104.8,33.7,82.6,.408,23.8,16.1,.676,.288,64,-8.98,.195,16.0,.459,11.9,25.5,95.5,95.7,21.7,64,92.0,18,-0.07,-9.04,9.6,17.7,42.9,18,29.1,59.8,.487,8.0,22.9,.350,23.7,5.5,34.8,37.1,82.7,.449,24.7,18.7,.756,11.5,20.2,101.0,9.5,16.8,46.3,Philadelphia 76ers
30.2,60.9,.497,8.5,25.0,.291,.341,20.2,4.7,.221,14.0,.497,32.2,73.5,106.2,38.8,85.8,.452,21.5,16.4,.760,.251,43,-0.90,.191,13.7,.501,10.9,24.5,105.3,96.3,21.3,44,102.4,38,0.52,-0.38,8.5,15.1,43.2,39,30.7,63.1,.486,7.7,21.9,.352,21.1,4.1,33.7,38.4,85.0,.452,24.8,18.8,.759,11.6,20.3,103.3,7.9,15.6,45.3,Phoenix Suns
28.9,58.8,.491,9.8,27.2,.316,.362,21.9,4.5,.182,11.3,.476,35.1,76.2,103.7,38.7,86.0,.450,19.4,15.5,.801,.225,31,4.23,.180,12.6,.508,10.7,24.2,108.2,94.2,18.2,29,102.8,53,0.18,4.41,6.4,13.6,45.9,51,31.8,67.9,.468,6.4,18.9,.338,20.4,3.6,33.6,38.2,86.9,.439,20.9,15.8,.758,11.0,18.7,98.6,8.0,12.2,44.6,Portland Trail Blazers
31.1,64.2,.484,5.6,16.5,.204,.341,20.3,4.0,.200,11.8,.507,33.3,75.2,109.2,36.7,80.7,.455,29.3,22.3,.762,.363,53,-3.71,.276,14.8,.490,10.9,26.5,105.3,95.4,20.7,51,101.3,31,0.64,-3.07,6.7,16.3,44.2,29,30.7,61.5,.500,8.8,25.1,.349,23.3,6.2,30.2,39.5,86.5,.456,23.1,17.3,.748,11.0,23.9,105.0,8.7,12.9,41.2,Sacramento Kings
30.9,61.1,.505,8.3,22.5,.269,.367,24.4,5.4,.190,13.3,.484,33.8,77.3,102.0,39.1,83.6,.468,21.4,16.7,.780,.256,27,6.20,.200,13.1,.517,9.8,23.4,108.5,93.8,19.1,24,103.2,58,0.14,6.34,8.0,14.0,43.6,55,30.3,64.8,.468,6.8,18.9,.360,20.7,4.4,32.2,37.1,83.7,.444,21.4,15.9,.745,9.9,19.7,97.0,7.9,14.2,42.1,San Antonio Spurs
29.0,58.2,.499,8.9,25.1,.302,.352,20.7,4.4,.208,13.4,.506,30.8,73.3,107.7,37.9,83.3,.455,24.6,19.3,.787,.295,33,3.07,.232,12.0,.508,10.7,25.6,111.0,92.8,20.9,33,104.0,49,-0.62,2.45,7.5,12.9,41.5,49,30.3,60.5,.501,7.7,22.3,.346,22.8,5.0,31.2,38.0,82.8,.459,23.5,17.2,.733,11.2,20.3,100.9,6.9,14.4,42.5,Toronto Raptors
27.9,57.5,.486,7.4,21.7,.274,.343,19.9,6.0,.199,12.8,.491,31.9,76.3,104.9,35.4,79.2,.447,23.5,17.0,.721,.297,44,0.22,.214,14.6,.494,12.0,29.1,105.1,90.4,19.3,40,95.1,42,0.49,0.71,7.6,15.3,44.0,38,28.4,60.0,.474,7.4,20.4,.362,19.4,4.7,29.3,35.8,80.3,.446,21.5,16.0,.744,9.9,19.6,94.9,8.2,13.1,39.2,Utah Jazz
32.2,66.0,.488,6.1,16.8,.203,.360,24.0,4.6,.210,12.9,.481,34.2,77.3,103.0,38.3,82.8,.462,21.4,15.9,.742,.259,36,0.72,.192,14.0,.499,10.5,24.9,103.7,93.7,20.8,39,98.5,43,-0.55,0.17,7.3,15.0,44.7,46,28.1,60.5,.465,8.0,23.0,.349,19.9,4.3,31.7,36.2,83.5,.433,23.7,17.5,.738,10.0,19.6,97.8,8.0,14.0,41.7,Washington Wizards
