2P,2PA,2PCT,3P,3PA,3PAr,3PCT,AST,BLK,DEF-FT/FGA,DEF-TOV%,DEF-eFG%,DRB,DRB%,DRtg,FG,FGA,FGPCT,FTA,FTM,FTPCT,FTr,L,MOV,OFF-FT/FGA,OFF-TOV%,OFF-eFG%,ORB,ORB%,ORtg,PACE,PF,PL,PTS,PW,SOS,SRS,STL,TOV,TRB,W,o2P,o2PA,o2PCT,o3P,o3PA,o3PCT,oAST,oBLK,oDRB,oFG,oFGA,oFGPCT,oFTA,oFTM,oFTPCT,oORB,oPF,oPTS,oSTL,oTOV,oTRB,team
30.9,59.2,.522,7.6,21.4,.265,.358,23.9,5.6,.229,15.4,.492,30.2,73.5,103.6,38.5,80.6,.478,23.0,16.4,.711,.286,26,6.45,.203,13.9,.526,11.4,28.8,110.6,91.1,20.9,23,101.1,59,-0.02,6.43,9.6,14.6,41.6,56,26.9,57.5,.468,7.6,20.5,.373,22.1,4.1,28.2,34.6,78.0,.443,23.9,17.9,.749,10.9,20.9,94.6,7.4,16.1,39.1,Los Angeles Clippers
28.4,56.4,.503,8.7,24.6,.303,.355,22.2,5.2,.163,11.9,.496,33.3,74.3,106.6,37.1,81.0,.458,27.9,19.3,.692,.345,37,1.16,.239,13.9,.512,11.5,27.0,107.8,94.4,17.9,38,102.2,44,0.32,1.48,7.0,15.0,44.8,45,32.2,66.6,.483,7.5,21.0,.357,23.4,4.8,31.1,39.7,87.6,.453,19.4,14.2,.732,11.5,23.1,101.0,8.5,12.9,42.7,Los Angeles Lakers
31.5,68.0,.463,4.7,13.5,.166,.345,20.9,5.3,.209,15.2,.475,29.8,74.3,100.3,36.1,81.5,.444,21.3,16.5,.773,.261,26,4.15,.202,13.3,.472,12.9,31.0,104.9,88.4,20.2,28,93.4,54,0.18,4.32,8.6,14.0,42.7,56,27.4,58.8,.465,6.1,18.2,.338,19.5,5.5,28.8,33.5,77.0,.435,21.5,16.1,.748,10.3,20.0,89.3,7.3,15.5,39.1,Memphis Grizzlies
29.6,55.4,.536,8.7,22.1,.285,.396,23.0,5.4,.200,14.8,.487,30.4,73.0,103.7,38.4,77.4,.496,23.0,17.4,.754,.297,16,7.87,.224,13.7,.552,8.2,22.2,112.3,90.7,18.7,20,102.9,62,-0.84,7.03,8.7,13.9,38.6,66,28.0,59.1,.473,7.6,21.7,.350,20.2,3.2,28.9,35.6,80.9,.440,21.2,16.2,.766,11.2,20.4,95.0,7.9,15.6,40.1,Miami Heat
30.8,67.4,.457,7.3,20.4,.232,.360,22.9,6.7,.201,14.4,.492,30.9,71.3,105.2,38.1,87.8,.435,20.7,15.3,.736,.236,44,-1.50,.174,12.7,.476,13.0,27.9,103.6,94.7,19.0,45,98.9,37,-0.33,-1.83,8.4,14.1,44.0,38,32.0,66.2,.483,6.5,18.5,.348,23.1,4.4,33.6,38.4,84.7,.454,22.5,17.0,.759,12.4,19.1,100.4,8.0,16.0,46.0,Milwaukee Bucks
30.4,63.7,.477,5.5,18.0,.220,.305,22.4,4.7,.187,15.0,.511,30.2,74.0,105.4,35.9,81.7,.439,24.9,18.5,.742,.305,51,-2.37,.226,13.8,.473,11.9,27.4,102.9,92.8,18.4,48,95.7,34,0.54,-1.83,8.5,14.8,42.0,31,30.9,62.2,.498,7.0,19.0,.369,22.3,5.9,31.5,38.0,81.2,.468,20.1,15.2,.752,10.6,22.5,98.1,8.1,15.9,42.1,Minnesota Timberwolves
29.5,62.4,.473,6.5,18.0,.224,.363,21.0,5.4,.208,13.1,.520,29.6,74.4,110.1,36.0,80.4,.448,20.0,15.5,.776,.248,55,-3.87,.193,14.0,.489,12.0,29.2,105.7,88.5,20.4,52,94.1,30,0.75,-3.12,6.3,14.5,41.6,27,29.2,57.9,.505,7.7,20.6,.374,23.4,6.0,29.2,37.0,78.5,.471,21.5,16.3,.759,10.2,18.7,97.9,7.9,13.2,39.3,New Orleans Hornets
25.7,52.7,.487,10.9,28.9,.354,.376,19.3,3.6,.216,14.8,.508,29.7,74.7,106.3,36.5,81.6,.448,21.1,16.0,.759,.258,28,4.23,.196,11.7,.515,10.9,25.6,111.1,89.8,20.1,29,100.0,53,-0.50,3.73,8.2,12.0,40.6,54,27.8,55.8,.498,7.8,21.8,.357,19.3,4.0,31.6,35.6,77.6,.458,22.2,16.8,.757,10.0,19.2,95.7,6.4,15.1,41.6,New York Knicks
30.8,60.0,.514,7.3,19.4,.244,.377,21.4,7.6,.197,13.5,.469,33.2,73.4,102.6,38.1,79.3,.481,26.8,22.2,.828,.338,22,9.21,.280,14.4,.527,10.4,26.7,112.4,93.3,20.2,18,105.7,64,-0.06,9.15,8.3,15.3,43.6,60,28.7,63.5,.452,7.4,21.5,.346,20.5,3.9,28.7,36.2,85.0,.425,21.6,16.7,.774,12.0,20.7,96.5,8.2,14.8,40.7,Oklahoma City Thunder
31.5,65.5,.482,6.2,18.7,.223,.329,22.8,4.4,.195,11.8,.508,31.9,74.6,109.1,37.7,84.2,.448,16.6,12.5,.755,.197,62,-6.99,.149,13.7,.485,10.9,25.4,101.6,92.2,19.4,60,94.1,22,-0.14,-7.12,6.4,14.5,42.7,20,31.1,62.5,.498,7.5,21.0,.359,23.7,5.2,31.9,38.6,83.4,.463,22.1,16.3,.738,10.8,16.5,101.1,7.2,12.4,42.8,Orlando Magic
31.0,66.5,.466,6.3,17.5,.209,.360,22.8,4.7,.200,13.7,.495,30.4,73.4,105.7,37.3,84.1,.444,16.8,12.2,.729,.200,48,-3.34,.146,12.5,.481,10.9,24.9,102.0,91.0,18.4,51,93.2,31,-0.17,-3.51,7.4,13.0,41.3,34,30.1,61.8,.487,6.7,19.2,.349,22.8,4.8,33.0,36.8,81.0,.454,21.4,16.2,.760,11.0,16.2,96.5,7.2,14.3,44.0,Philadelphia 76ers
31.5,66.6,.473,5.9,17.7,.210,.330,22.6,5.3,.208,14.2,.512,29.9,71.9,108.1,37.3,84.4,.443,19.7,14.7,.744,.234,57,-6.46,.174,14.3,.477,11.7,27.0,101.2,93.4,20.6,59,95.2,23,0.71,-5.75,8.0,15.6,41.6,25,31.9,64.7,.492,6.9,17.9,.388,22.8,5.1,31.7,38.8,82.6,.470,22.6,17.1,.757,11.7,18.4,101.6,8.3,15.3,43.4,Phoenix Suns
28.5,58.7,.486,8.2,23.2,.284,.353,21.8,4.3,.189,12.5,.512,30.2,73.3,109.2,36.7,81.9,.448,20.5,15.9,.776,.250,49,-3.17,.194,13.9,.498,10.7,25.3,105.8,91.4,18.5,50,97.5,32,0.65,-2.53,6.6,14.7,40.8,33,33.0,64.3,.512,6.4,18.7,.340,23.7,4.4,31.4,39.3,83.0,.474,20.6,15.7,.761,11.0,18.7,100.7,8.4,13.1,42.4,Portland Trail Blazers
30.2,63.7,.474,7.4,20.5,.243,.363,20.8,4.2,.227,13.6,.517,29.1,71.0,111.4,37.6,84.2,.447,22.8,17.5,.769,.271,54,-4.88,.208,13.4,.491,11.5,26.6,106.2,93.6,20.9,54,100.2,28,0.62,-4.26,8.2,14.6,40.6,28,31.7,61.8,.512,7.6,21.5,.355,25.1,6.3,31.7,39.3,83.3,.472,24.1,18.9,.783,11.9,20.0,105.1,7.6,14.7,43.6,Sacramento Kings
31.1,59.9,.519,8.1,21.5,.264,.376,25.1,5.4,.179,13.7,.480,33.2,74.9,101.6,39.1,81.4,.481,21.0,16.6,.791,.258,24,6.40,.204,14.0,.531,8.1,20.5,108.3,94.2,17.4,24,103.0,58,0.27,6.67,8.5,14.7,41.3,58,31.2,66.9,.466,6.3,17.9,.353,21.4,4.9,31.4,37.5,84.9,.442,20.0,15.2,.760,11.1,19.1,96.6,8.2,14.9,42.5,San Antonio Spurs
29.4,61.2,.480,7.0,20.3,.249,.343,21.5,4.8,.247,13.6,.500,29.6,73.4,107.5,36.3,81.5,.446,22.3,17.6,.788,.274,48,-1.48,.216,13.0,.488,10.6,25.5,105.9,90.4,22.4,45,97.2,37,-0.48,-1.96,7.3,13.7,40.2,34,29.6,60.8,.487,6.7,18.4,.361,21.9,4.7,31.0,36.2,79.2,.458,26.2,19.6,.747,10.7,20.1,98.7,7.0,14.3,41.7,Toronto Raptors
31.0,64.9,.477,6.2,16.9,.206,.366,22.7,6.3,.226,14.0,.501,30.0,73.2,106.8,37.1,81.8,.454,23.0,17.5,.764,.281,39,-0.09,.214,13.8,.492,12.1,28.8,106.7,90.9,21.3,41,98.0,41,0.38,0.30,8.4,14.8,42.0,43,29.8,61.4,.485,6.8,18.5,.370,20.6,5.9,29.8,36.6,79.9,.458,23.8,18.0,.757,11.0,20.4,98.1,7.8,14.7,40.8,Utah Jazz
28.8,63.4,.455,6.6,18.2,.223,.365,21.6,4.6,.206,13.7,.483,32.3,74.6,103.0,35.5,81.6,.435,21.3,15.6,.733,.261,53,-2.54,.191,14.2,.475,10.8,24.6,100.2,92.2,20.5,49,93.2,33,-0.25,-2.78,7.3,15.1,43.2,29,28.8,61.2,.470,7.1,20.5,.349,21.5,4.4,33.2,35.9,81.7,.440,22.8,16.8,.738,11.0,19.1,95.8,7.8,14.5,44.2,Washington Wizards
