2P,2PA,2PCT,3P,3PA,3PAr,3PCT,AST,BLK,DEF-FT/FGA,DEF-TOV%,DEF-eFG%,DRB,DRB%,DRtg,FG,FGA,FGPCT,FTA,FTM,FTPCT,FTr,L,MOV,OFF-FT/FGA,OFF-TOV%,OFF-eFG%,ORB,ORB%,ORtg,PACE,PF,PL,PTS,PW,SOS,SRS,STL,TOV,TRB,W,o2P,o2PA,o2PCT,o3P,o3PA,o3PCT,oAST,oBLK,oDRB,oFG,oFGA,oFGPCT,oFTA,oFTM,oFTPCT,oORB,oPF,oPTS,oSTL,oTOV,oTRB,team
28.5,54.0,.529,9.5,26.6,.330,.358,21.4,5.6,.193,12.5,.489,34.1,74.1,106.3,38.0,80.5,.472,31.1,22.1,.712,.386,28,4.56,.275,14.6,.531,11.2,27.4,111.0,96.3,20.4,29,107.7,53,0.50,5.06,7.6,16.1,45.3,54,30.9,65.0,.475,8.1,23.0,.353,22.2,5.6,29.7,39.0,88.0,.443,22.5,17.0,.757,11.9,24.3,103.1,8.6,14.0,41.7,Houston Rockets
29.3,61.4,.477,6.7,18.8,.235,.357,20.1,5.4,.197,12.9,.460,34.5,76.8,99.3,36.0,80.2,.449,23.3,18.1,.779,.290,26,4.40,.226,14.3,.490,10.2,24.9,104.1,92.5,20.4,28,96.7,54,-0.77,3.63,6.7,15.1,44.7,56,28.2,63.7,.443,6.6,19.0,.345,18.6,4.6,30.7,34.8,82.7,.420,21.6,16.3,.755,10.4,21.9,92.3,7.2,13.7,41.2,Indiana Pacers
30.7,58.5,.525,8.5,24.0,.291,.352,24.6,4.8,.222,13.8,.484,32.5,72.5,104.8,39.1,82.5,.474,29.1,21.2,.730,.353,25,6.98,.258,12.7,.526,10.5,25.0,112.1,95.9,21.5,23,107.9,59,0.30,7.27,8.6,13.9,43.0,57,30.2,63.0,.479,7.3,21.8,.332,23.3,3.5,31.4,37.4,84.9,.441,25.0,18.9,.755,12.3,23.4,101.0,7.0,15.4,43.7,Los Angeles Clippers
28.8,60.3,.478,9.4,24.8,.291,.381,24.5,5.4,.192,12.4,.513,32.0,71.0,110.6,38.3,85.1,.450,22.4,17.0,.757,.263,55,-6.29,.199,13.7,.505,9.1,20.2,104.2,98.7,19.8,57,103.0,25,0.96,-5.33,7.5,15.1,41.0,27,33.8,67.2,.504,8.1,22.5,.361,25.8,4.7,36.0,42.0,89.6,.468,23.7,17.2,.727,13.0,19.3,109.2,9.6,14.2,49.0,Los Angeles Lakers
33.1,68.0,.487,4.9,14.0,.171,.353,21.9,4.6,.199,13.8,.497,30.8,75.7,104.6,38.1,82.0,.464,20.3,15.1,.741,.248,32,1.57,.184,13.1,.494,11.6,28.3,106.3,89.9,19.1,36,96.1,46,0.61,2.18,7.7,13.7,42.4,50,28.2,58.2,.484,7.5,21.1,.355,19.9,5.0,29.3,35.7,79.3,.450,20.6,15.8,.766,9.9,18.9,94.6,7.2,14.2,39.2,Memphis Grizzlies
30.2,54.2,.558,8.1,22.3,.292,.364,22.5,4.5,.212,15.8,.511,29.2,73.0,105.8,38.3,76.5,.501,23.0,17.5,.760,.300,28,4.76,.228,14.6,.554,7.6,20.6,110.9,91.2,19.5,28,102.2,54,-0.61,4.15,8.9,14.8,36.9,54,27.6,55.6,.497,8.5,23.4,.362,21.4,3.1,29.5,36.1,79.0,.457,22.3,16.8,.750,10.8,20.4,97.4,8.1,16.7,40.3,Miami Heat
29.3,63.2,.464,6.7,18.9,.231,.353,21.5,4.9,.225,13.2,.520,29.3,71.4,111.8,36.0,82.2,.438,22.5,16.8,.747,.274,67,-8.18,.204,14.1,.479,11.8,27.1,103.0,91.8,20.9,62,95.5,20,-0.23,-8.41,6.6,15.1,41.1,15,29.9,59.7,.500,8.5,22.3,.382,22.8,5.0,31.8,38.4,82.0,.468,24.5,18.4,.751,11.7,20.6,103.7,7.8,14.1,43.5,Milwaukee Bucks
31.6,66.1,.478,7.3,21.4,.245,.341,23.9,3.6,.177,14.8,.518,32.2,74.4,106.2,38.9,87.5,.444,28.1,21.8,.778,.321,42,2.67,.249,12.2,.486,12.5,27.4,108.9,97.3,18.3,34,106.9,48,0.43,3.10,8.8,13.9,44.7,40,32.4,63.8,.508,8.1,22.2,.364,22.9,5.6,33.1,40.5,86.0,.471,20.1,15.2,.756,11.1,23.6,104.3,7.9,16.4,44.2,Minnesota Timberwolves
31.9,66.6,.479,5.9,15.9,.193,.373,21.3,6.4,.249,13.6,.515,30.3,73.8,110.1,37.8,82.5,.459,23.6,18.2,.769,.286,48,-2.71,.220,12.9,.495,11.4,26.9,107.2,92.2,22.6,49,99.7,33,0.73,-1.98,7.9,13.8,41.7,34,29.3,57.8,.507,8.0,22.3,.357,22.5,6.1,31.0,37.3,80.1,.465,26.5,20.0,.752,10.7,20.3,102.4,7.0,14.5,41.7,New Orleans Pelicans
27.7,57.3,.482,9.3,24.9,.302,.372,20.0,4.5,.245,14.0,.514,29.7,74.3,109.1,36.9,82.2,.449,20.4,15.5,.761,.248,45,-0.79,.189,12.5,.505,10.6,25.1,108.3,90.3,22.1,43,98.6,39,-0.61,-1.40,7.7,13.0,40.3,37,27.1,54.6,.496,8.7,23.4,.371,19.7,3.4,31.7,35.8,78.1,.458,25.0,19.1,.765,10.3,19.6,99.4,6.3,14.5,42.0,New York Knicks
30.9,60.3,.512,8.1,22.4,.271,.361,21.9,6.1,.221,13.9,.488,33.9,75.6,103.9,39.0,82.7,.471,25.0,20.2,.806,.303,23,6.34,.244,14.0,.520,10.8,26.5,110.5,95.4,22.7,24,106.2,58,0.32,6.66,8.3,15.3,44.7,59,27.8,59.4,.468,8.6,24.0,.358,21.8,3.6,30.0,36.4,83.4,.436,25.4,18.4,.727,11.0,20.4,99.8,8.2,15.2,40.9,Oklahoma City Thunder
30.0,63.3,.474,6.9,19.5,.235,.353,21.0,4.3,.211,13.0,.504,32.4,75.5,107.4,36.9,82.7,.445,20.9,15.9,.763,.253,59,-5.44,.193,13.9,.487,9.7,22.4,101.7,93.6,20.5,56,96.5,26,-0.44,-5.88,7.7,14.9,42.0,23,30.1,62.0,.485,8.0,21.7,.371,22.5,5.4,33.5,38.1,83.7,.456,22.9,17.7,.770,10.5,18.3,102.0,7.1,14.0,44.0,Orlando Magic
30.9,64.7,.477,7.0,22.5,.258,.312,21.8,4.0,.244,14.9,.524,31.2,72.4,109.9,37.9,87.2,.435,23.4,16.6,.710,.268,63,-10.45,.190,14.8,.475,11.6,24.8,99.4,99.2,22.5,66,99.5,16,-0.21,-10.66,9.3,16.9,42.7,19,31.0,60.7,.511,9.0,24.4,.370,26.1,6.8,35.0,40.0,85.1,.471,27.6,20.8,.754,11.9,20.6,109.9,9.0,17.0,46.9,Philadelphia 76ers
29.4,58.4,.503,9.3,25.1,.300,.372,19.1,4.6,.237,13.9,.496,31.7,73.7,106.7,38.7,83.5,.463,24.4,18.5,.758,.293,34,2.63,.222,14.0,.519,11.3,26.4,109.5,95.8,21.9,34,105.2,48,0.39,3.02,8.4,15.3,43.0,48,31.2,63.5,.492,6.8,19.9,.341,20.3,4.0,31.5,38.0,83.4,.456,25.8,19.8,.766,11.3,21.3,102.6,7.5,15.3,42.8,Phoenix Suns
29.7,61.7,.481,9.4,25.3,.290,.372,23.2,4.7,.194,11.0,.488,34.0,74.7,107.4,39.1,87.0,.450,23.5,19.1,.815,.270,28,3.99,.220,12.4,.504,12.5,28.0,111.5,94.9,19.2,30,106.7,52,0.45,4.44,5.5,13.7,46.4,54,33.1,69.5,.476,6.5,18.3,.355,20.4,3.7,32.0,39.6,87.8,.451,22.2,17.0,.766,11.5,20.7,102.8,7.8,12.0,43.5,Portland Trail Blazers
30.9,64.5,.479,6.0,18.0,.218,.333,18.9,3.9,.234,12.7,.512,32.4,76.6,108.8,36.9,82.5,.447,27.3,20.7,.759,.331,54,-2.90,.251,13.9,.484,12.1,27.8,105.7,94.4,22.5,49,100.5,33,0.82,-2.08,7.2,15.2,44.5,28,29.4,59.8,.491,8.5,22.4,.380,23.5,5.6,31.3,37.8,82.1,.461,26.1,19.2,.737,9.9,23.1,103.4,7.8,13.6,41.2,Sacramento Kings
32.0,62.0,.517,8.5,21.4,.257,.397,25.2,5.1,.184,12.8,.482,34.0,76.4,102.4,40.6,83.5,.486,20.0,15.7,.785,.240,20,7.72,.188,13.5,.537,9.3,22.7,110.5,95.0,18.2,21,105.4,61,0.28,8.00,7.4,14.4,43.3,62,31.3,66.8,.469,6.5,18.3,.353,20.4,4.6,31.7,37.8,85.1,.444,20.6,15.7,.760,10.5,19.3,97.6,7.7,13.9,42.2,San Antonio Spurs
27.8,58.5,.475,8.7,23.4,.285,.372,21.2,4.2,.237,14.1,.493,31.1,74.9,105.3,36.5,81.9,.445,25.1,19.6,.782,.306,34,3.24,.239,13.2,.498,11.4,27.2,108.8,91.8,23.0,32,101.3,50,-0.69,2.55,7.0,14.1,42.5,48,29.1,60.9,.478,6.9,19.2,.360,21.0,4.3,30.5,36.1,80.2,.450,25.3,19.0,.752,10.4,22.1,98.0,7.3,14.9,41.0,Toronto Raptors
29.4,61.9,.474,6.6,19.2,.237,.344,20.3,4.5,.227,12.1,.518,30.2,74.5,111.3,36.0,81.1,.444,22.0,16.4,.747,.271,57,-7.17,.202,13.9,.484,11.0,25.5,103.5,91.4,20.7,60,95.0,22,0.91,-6.27,7.0,14.6,41.2,25,31.0,61.6,.503,7.3,19.4,.376,21.8,4.9,32.2,38.3,81.0,.473,23.7,18.3,.773,10.3,20.4,102.2,7.5,12.6,42.5,Utah Jazz
30.9,63.6,.485,7.9,20.8,.246,.380,23.3,4.6,.220,15.0,.504,31.4,75.7,104.6,38.7,84.4,.459,20.9,15.3,.731,.248,38,1.27,.181,13.6,.506,10.8,25.2,106.0,93.2,20.4,37,100.7,45,-0.79,0.48,8.1,14.7,42.2,44,29.6,59.4,.498,7.5,21.5,.347,22.2,3.9,32.1,37.0,80.9,.458,23.3,17.8,.765,10.1,19.5,99.4,7.7,16.0,42.2,Washington Wizards
