2P,2PA,2PCT,3P,3PA,3PAr,3PCT,AST,BLK,DEF-FT/FGA,DEF-TOV%,DEF-eFG%,DRB,DRB%,DRtg,FG,FGA,FGPCT,FTA,FTM,FTPCT,FTr,L,MOV,OFF-FT/FGA,OFF-TOV%,OFF-eFG%,ORB,ORB%,ORtg,PACE,PF,PL,PTS,PW,SOS,SRS,STL,TOV,TRB,W,o2P,o2PA,o2PCT,o3P,o3PA,o3PCT,oAST,oBLK,oDRB,oFG,oFGA,oFGPCT,oFTA,oFTM,oFTPCT,oORB,oPF,oPTS,oSTL,oTOV,oTRB,team
32.9,62.6,.524,8.3,23.7,.275,.349,23.0,5.9,.205,11.7,.484,35.6,76.0,105.6,41.1,86.4,.476,25.2,19.7,.782,.292,27,7.28,.228,14.0,.524,13.1,31.1,113.1,96.7,20.6,23,110.2,59,-0.19,7.09,7.4,15.9,48.6,55,30.3,63.9,.474,8.1,23.8,.342,21.5,4.5,28.9,38.4,87.7,.438,23.8,18.0,.756,11.3,20.2,102.9,8.8,13.0,40.2,Oklahoma City Thunder
31.8,64.7,.492,7.8,22.2,.255,.350,23.6,5.1,.215,13.8,.513,33.0,76.5,106.8,39.5,86.8,.455,20.1,15.2,.757,.232,47,-1.62,.175,12.8,.500,10.3,23.1,105.1,96.0,20.7,46,102.1,36,-0.06,-1.68,8.2,14.1,43.3,35,29.5,58.6,.503,8.9,24.9,.359,23.2,5.5,34.1,38.4,83.5,.460,24.0,17.9,.746,10.1,18.3,103.7,7.6,15.1,44.3,Orlando Magic
26.9,56.5,.476,9.3,27.5,.327,.339,21.5,6.0,.240,13.5,.510,31.8,74.0,109.2,36.2,84.0,.431,22.6,15.7,.694,.269,72,-10.23,.186,14.8,.487,9.5,20.6,98.8,97.9,21.7,66,97.4,16,0.31,-9.92,8.3,16.4,41.2,10,31.9,63.8,.500,7.8,21.7,.359,23.4,5.7,36.4,39.7,85.4,.464,26.1,20.5,.786,11.1,19.2,107.6,8.7,15.1,47.6,Philadelphia 76ers
28.2,59.8,.472,9.0,25.8,.302,.348,20.7,3.8,.237,13.5,.523,33.3,77.1,109.0,37.2,85.6,.435,23.2,17.5,.751,.271,59,-6.66,.204,15.2,.487,11.5,25.4,102.2,98.5,22.7,58,100.9,24,0.34,-6.32,7.7,17.2,44.8,23,29.7,58.9,.505,9.4,24.9,.377,22.4,5.5,33.8,39.1,83.8,.467,26.5,19.9,.749,9.9,21.6,107.5,9.5,14.9,43.7,Phoenix Suns
28.1,57.4,.490,10.5,28.5,.332,.370,21.3,4.6,.225,12.1,.503,33.9,76.2,108.0,38.6,85.9,.450,23.0,17.4,.754,.268,38,0.83,.202,13.2,.511,11.6,25.9,108.8,96.0,21.7,39,105.1,43,0.15,0.98,6.9,14.6,45.5,44,29.8,61.7,.484,8.5,23.0,.371,21.6,5.2,33.1,38.4,84.7,.453,26.0,19.0,.734,10.6,19.5,104.3,7.7,13.3,43.7,Portland Trail Blazers
32.0,64.0,.500,8.0,22.4,.260,.359,24.5,4.5,.202,14.0,.521,33.7,74.9,108.4,40.0,86.4,.464,25.5,18.5,.725,.295,49,-2.48,.214,14.2,.510,10.6,23.9,106.0,100.0,20.4,48,106.6,34,0.16,-2.32,8.9,16.2,44.2,33,30.3,59.8,.508,10.2,28.0,.366,24.2,5.3,33.7,40.6,87.7,.462,23.2,17.7,.762,11.3,22.0,109.1,8.8,16.0,45.0,Sacramento Kings
33.2,64.4,.515,7.0,18.5,.223,.375,24.5,5.9,.182,14.1,.477,34.5,79.1,99.0,40.1,82.9,.484,20.4,16.4,.803,.246,15,10.63,.197,12.4,.526,9.4,23.0,110.3,93.8,17.5,15,103.5,67,-0.36,10.28,8.3,13.1,43.9,67,29.1,61.9,.470,6.6,19.9,.331,20.8,3.9,31.4,35.7,81.8,.436,19.6,14.9,.758,9.1,19.5,92.9,7.2,14.8,40.5,San Antonio Spurs
28.0,58.0,.483,8.6,23.4,.287,.370,18.7,5.5,.201,12.7,.498,33.2,77.7,105.2,36.7,81.3,.451,26.7,20.8,.777,.328,26,4.50,.255,12.3,.504,10.2,24.6,110.0,92.9,19.6,29,102.7,53,-0.42,4.08,7.8,13.1,43.4,56,27.7,58.7,.473,8.7,23.4,.373,21.7,5.4,31.2,36.5,82.1,.444,22.1,16.5,.748,9.5,22.0,98.2,6.5,13.3,40.8,Toronto Raptors
27.6,56.5,.488,8.5,23.9,.297,.355,19.0,5.2,.210,13.5,.495,32.5,77.7,103.9,36.1,80.4,.449,23.0,17.1,.744,.286,42,1.79,.213,14.2,.501,10.7,25.9,105.9,91.0,20.2,36,97.7,46,0.05,1.84,7.7,14.9,43.2,40,27.7,57.7,.480,7.9,22.2,.357,19.1,4.7,30.8,35.6,79.9,.446,22.5,16.8,.746,9.3,19.9,95.9,8.0,14.0,40.1,Utah Jazz
30.8,61.6,.501,8.6,24.2,.282,.358,24.5,3.9,.218,14.6,.515,32.8,77.7,105.8,39.5,85.8,.460,22.5,16.5,.730,.263,41,-0.50,.192,13.1,.511,9.1,20.6,105.3,98.5,20.8,42,104.1,40,0.00,-0.50,8.6,14.5,41.8,41,29.7,59.5,.498,9.0,24.2,.371,22.5,4.3,34.9,38.7,83.8,.462,23.7,18.3,.769,9.4,20.1,104.6,8.1,16.2,44.3,Washington Wizards
